datetime,season,year,month,date,weekdays,vacation,worker_number,real_number,vacation_number,biztrip_number,overtime_number,telecom_number,temperature,rain,wind,humidity,discomfort_index,perceived_temperature,lunch_rice,lunch_soup,lunch_main,new_lunch,lunch_number
2016-09-23,가을,2016,9,23,금,N,2769,2326,165,278,99,0,19.8,0.0,0.8,74.1,66.266782,22.02983288444809,밥,오징어국,소고기숙주볶음,N,716
2016-09-26,가을,2016,9,26,월,N,2769,2475,70,224,494,0,21.7,3.8,0.5,82.4,69.795792,24.13095540506677,밥,아욱된장국,유자청돈육볶음,N,1185
2016-09-27,가을,2016,9,27,화,N,2769,2480,56,233,380,0,24.1,0.0,0.8,82.0,73.65938,26.34743494271543,밥,느타리버섯국,간장파닭,N,1033
2016-09-28,가을,2016,9,28,수,N,2769,2494,50,225,0,0,22.0,16.7,0.5,90.0,70.852,24.42386863725365,카레덮밥,맑은국,샐러드파스타,N,1128
2016-09-29,가을,2016,9,29,목,N,2769,2389,153,227,331,0,18.7,4.0,0.8,86.4,65.087032,20.9253300323332,밥,된장찌개,돈육장조림,N,1044
2016-09-30,가을,2016,9,30,금,Y,2769,2355,158,256,59,0,17.0,30.7,0.7,88.5,62.30905,19.31279907041587,밥,우거지해장국,꽁치한마리구이,N,843
2016-10-04,가을,2016,10,4,화,N,2670,2372,59,239,1035,0,21.8,1.9,1.3,72.1,69.20832200000001,23.82551853057243,밥,배추된장국,버섯불고기,N,1262
2016-10-05,가을,2016,10,5,수,N,2670,2401,41,228,0,0,20.0,82.2,2.2,81.4,66.977,21.647471606726675,밥,차돌박이찌개,매운주꾸미볶음,N,1336
2016-10-06,가을,2016,10,6,목,N,2670,2369,56,245,378,0,18.9,0.0,0.7,68.5,64.630535,21.20521063112485,밥,미역국,한방소갈비찜,N,1196
2016-10-07,가을,2016,10,7,금,N,2670,2274,144,252,80,0,18.3,1.6,0.7,79.9,64.17278300000001,20.607606980374648,밥,대구매운탕,표고돈육탕수,N,843
2016-10-10,가을,2016,10,10,월,N,2670,2350,104,216,443,0,14.4,0.0,0.8,69.9,57.933244,16.607727974065863,밥,쇠고기샤브국,오징어볶음,N,1180
2016-10-11,가을,2016,10,11,화,N,2670,2345,69,256,386,0,14.3,0.0,0.4,78.4,57.770888,17.0846945249693,밥,시금치된장국,목살스테이크,N,1014
2016-10-12,가을,2016,10,12,수,N,2670,2355,64,251,0,0,15.6,0.0,0.7,69.9,59.735656,17.918390551998733,산채비빔밥*강된장,팽이버섯국,생선커틀릿,N,951
2016-10-13,가을,2016,10,13,목,N,2670,2342,66,262,612,0,15.2,0.0,0.3,79.1,59.203668,18.159822520253247,밥,떡국,마늘치킨,N,1051
2016-10-14,가을,2016,10,14,금,N,2670,2261,144,265,172,0,14.8,0.0,0.5,72.1,58.541792,17.393951064768483,밥,건새우무국,등갈비김치찜,N,898
2016-10-17,가을,2016,10,17,월,N,2670,2322,107,241,425,0,18.0,0.0,0.6,84.3,63.84736,20.406210916641072,밥,미역국,소불고기,N,1196
2016-10-18,가을,2016,10,18,화,N,2670,2355,53,262,394,0,16.7,0.0,0.6,78.6,61.582138,19.12326405082076,밥,꽃게탕,미트볼칠리조림,N,994
2016-10-19,가을,2016,10,19,수,N,2670,2331,72,267,0,0,16.7,0.0,0.4,79.6,61.604468,19.39812838783704,밥,참치김치찌개,유린기,N,933
2016-10-20,가을,2016,10,20,목,N,2670,2296,105,269,281,0,16.2,0.0,0.6,78.1,60.779378,18.62982294858218,밥,돈신탕(해장탕),꽁치김치말이,N,787
2016-10-21,가을,2016,10,21,금,N,2670,2162,228,280,62,0,16.5,0.0,1.1,70.3,61.095605,18.472814390869328,짜장밥,계란국,사천식탕수육,N,760
2016-10-24,가을,2016,10,24,월,N,2670,2327,120,223,367,0,14.8,0.0,1.1,63.4,58.511168,16.731856603114263,밥,된장찌개,제육볶음,N,1171
2016-10-25,가을,2016,10,25,화,N,2670,2338,73,259,345,0,14.9,3.5,0.7,82.6,58.741526,17.221186292790165,밥,육개장,갈치구이,N,1028
2016-10-26,가을,2016,10,26,수,N,2670,2323,89,258,0,0,13.9,0.0,0.6,77.6,57.140736,16.35999387828472,곤드레밥,배추된장국,데리야끼파닭,N,854
2016-10-27,가을,2016,10,27,목,N,2670,2304,94,272,240,0,14.2,0.0,0.9,70.6,57.631148,16.30154704567191,밥,동태찌개,돈육장조림,N,807
2016-10-28,가을,2016,10,28,금,N,2670,2201,192,277,63,0,14.0,10.7,1.0,81.4,57.28184,16.002,밥,버섯들깨탕,고등어조림,N,731
2016-10-31,가을,2016,10,31,월,N,2670,2313,134,223,255,0,7.9,0.7,0.5,80.9,47.457489,10.656946724470188,밥,근대된장국,쇠고기숙주볶음,N,1224
2016-11-01,가을,2016,11,1,화,N,2689,2407,70,212,515,0,6.0,0.0,1.7,50.9,46.90476,7.061318578631319,밥,알탕,닭갈비,N,1087
2016-11-02,가을,2016,11,2,수,N,2689,2385,73,231,0,0,5.5,0.0,1.1,56.3,45.769635,7.207793411277709,콩나물밥,가쯔오장국,훈제오리/무쌈,N,1006
2016-11-03,가을,2016,11,3,목,N,2689,2334,72,283,408,0,7.7,0.0,0.7,73.1,47.656113000000005,10.04994248378773,밥,쇠고기무국,쭈꾸미볶음,N,864
2016-11-04,가을,2016,11,4,금,N,2689,2245,168,276,81,0,9.6,0.0,0.9,69.0,50.766760000000005,11.649236063669536,밥,사골우거지탕,명태엿장조림,N,803
2016-11-07,가을,2016,11,7,월,N,2689,2334,133,222,539,0,12.4,0.0,0.7,71.9,54.888744,14.731171081330984,밥,오징어국,유자청제육볶음,N,1156
2016-11-08,가을,2016,11,8,화,N,2689,2379,60,250,503,0,11.1,0.0,1.5,54.8,53.476572,12.58271271665992,밥,차돌박이찌개,순살양념치킨,N,986
2016-11-09,가을,2016,11,9,수,N,2689,2364,58,267,0,0,5.8,0.0,1.1,46.9,46.984298,7.515021256175663,단호박영양밥,꽃게탕,고추잡채*꽃빵,N,920
2016-11-10,가을,2016,11,10,목,N,2689,2349,73,267,385,0,9.2,0.0,0.9,64.3,50.413544,11.244687282625856,밥,김치콩나물국,쇠고기장조림,N,795
2016-11-11,가을,2016,11,11,금,N,2689,2230,173,286,69,0,9.0,0.0,0.7,69.5,49.84395,11.344750393746503,밥,아욱된장국,칠리탕수육,N,652
2016-11-14,가을,2016,11,14,월,N,2689,2370,92,227,461,0,14.3,4.0,0.6,90.4,57.753728,16.754746760075577,밥,어묵국,소고기버섯볶음,N,1260
2016-11-15,가을,2016,11,15,화,N,2689,2350,66,273,418,0,11.3,0.0,1.0,56.0,53.70972,13.2534,밥,김치국,닭데리야끼조림,N,914
2016-11-16,가을,2016,11,16,수,N,2689,2379,60,250,0,0,6.7,0.0,0.5,61.0,47.05013,9.48529379572266,버섯영양밥,조랭이떡미역국,유산슬,N,888
2016-11-17,가을,2016,11,17,목,N,2689,2292,134,263,411,0,9.1,0.0,0.7,61.9,50.395871,11.44435100220487,밥,설렁탕,해물김치전,N,882
2016-11-18,가을,2016,11,18,금,N,2689,2183,219,287,57,0,9.8,25.0,0.5,81.6,50.486032,12.512063861653775,밥,콩비지찌개,순살깐풍기,N,730
2016-11-21,가을,2016,11,21,월,N,2689,2393,94,202,522,0,10.7,0.0,0.3,82.6,51.905018,13.891454469602294,밥,시래기된장국,누룽지탕수육,N,1235
2016-11-22,가을,2016,11,22,화,N,2689,2406,45,238,452,0,8.8,0.0,1.3,58.4,50.164608,10.370535684163585,밥,대구매운탕,쇠고기숙주볶음,N,1046
2016-11-23,가을,2016,11,23,수,N,2689,2386,52,251,0,0,6.5,0.0,1.4,32.9,48.977415,7.880663762670427,밥,순두부탕,파닭,N,891
2016-11-24,가을,2016,11,24,목,N,2689,2366,61,262,351,0,3.1,0.0,2.4,33.5,45.048615,3.3810210811007155,밥,수제비국,짬뽕불고기,N,870
2016-11-25,가을,2016,11,25,금,N,2689,2210,200,279,68,0,3.2,0.0,0.8,50.3,43.292604,5.361880752532345,카레덮밥,맑은국,통감자오븐구이,N,720
2016-11-28,가을,2016,11,28,월,N,2689,2356,114,219,397,0,3.9,0.0,0.8,61.5,43.039015,6.064746203878189,밥,쇠고기느타리국,오징어볶음,N,1246
2016-11-29,가을,2016,11,29,화,N,2689,2387,84,218,388,0,3.7,0.0,1.0,56.0,43.34028,5.5166,밥,근대국,제육볶음,N,900
2016-11-30,가을,2016,11,30,수,N,2689,2414,68,207,0,0,7.0,4.5,0.6,71.0,46.737300000000005,9.550506667392316,나물비빔밥,가쯔오장국,치킨핑거*요거트D,N,1109
2016-12-01,겨울,2016,12,1,목,N,2705,2378,84,243,688,0,7.3,0.0,1.2,59.1,48.032857,8.930514367122536,밥,콩나물국,모둠장조림,N,956
2016-12-02,겨울,2016,12,2,금,N,2705,2250,183,272,152,0,2.6,0.0,0.5,60.9,41.264866,5.4821462891686,밥,떡국,양념찜닭,N,766
2016-12-05,겨울,2016,12,5,월,N,2705,2397,101,207,839,0,6.4,0.0,0.5,76.1,45.423396,9.192380563535776,밥,순두부찌개,훈제오리구이,N,1110
2016-12-06,겨울,2016,12,6,화,N,2705,2414,69,222,799,0,3.6,0.0,1.2,40.0,44.9216,5.12048806821416,밥,홍합탕,삼겹살오븐구이,N,930
2016-12-07,겨울,2016,12,7,수,N,2705,2404,69,232,0,0,0.4,0.0,0.6,68.4,37.113664,3.037084117843062,짜장밥,유부장국,해물누룽지탕,N,895
2016-12-08,겨울,2016,12,8,목,N,2705,2367,76,262,587,0,3.2,0.0,0.7,70.4,41.055072,5.567915103161209,밥,아욱국,양념돼지갈비찜,N,787
2016-12-09,겨울,2016,12,9,금,N,2705,2225,196,284,152,0,6.9,0.0,1.6,49.9,48.161969,8.099869644566057,밥,차돌박이된장찌개,삼치무조림,N,621
2016-12-12,겨울,2016,12,12,월,N,2705,2410,102,193,633,0,3.7,0.0,0.5,54.9,43.457287,6.556161473853835,밥,콩나물김치국,돈육굴소스볶음,N,1069
2016-12-13,겨울,2016,12,13,화,N,2705,2414,65,226,511,0,6.2,0.0,0.7,64.0,46.09832,8.555933356912222,밥,냉이된장찌개,코다리강정,N,770
2016-12-14,겨울,2016,12,14,수,N,2705,2376,82,247,0,0,2.7,0.0,1.3,48.1,42.894413,4.057043733156359,소불고기덮밥,가쯔오장국,고구마튀김,N,904
2016-12-15,겨울,2016,12,15,목,N,2705,2373,98,234,229,0,-0.2,0.0,1.9,47.6,39.236952,0.3080990356983921,밥,콩비지찌개,오리고추장볶음,N,850
2016-12-16,겨울,2016,12,16,금,N,2705,2276,167,262,37,0,-1.2,0.0,1.1,35.8,39.783296,0.3463715418900883,밥,쇠고기샤브국,갈치구이,N,699
2016-12-19,겨울,2016,12,19,월,N,2705,2384,104,217,197,0,5.9,11.0,0.5,86.6,43.753506,8.704191843224308,밥,배추된장국,짬뽕불고기,N,1215
2016-12-20,겨울,2016,12,20,화,N,2705,2378,89,238,126,0,8.2,0.0,0.7,81.5,47.90367,10.547945526079566,밥,콩나물국,고추잡채*꽃빵,N,790
2016-12-21,겨울,2016,12,21,수,N,2705,2403,72,230,0,0,6.8,45.7,0.7,87.5,45.186,9.153537007662427,밥,된장찌개,마늘간장치킨,N,929
2016-12-22,겨울,2016,12,22,목,N,2705,2345,118,242,32,0,11.5,11.0,2.8,65.1,53.717335,12.237383224645358,밥,꽃게탕,쇠고기버섯볶음,N,524
2016-12-23,겨울,2016,12,23,금,N,2705,2119,343,243,7,0,4.1,0.0,1.8,49.4,44.561946,4.962908340403857,밥,얼갈이국,떡갈비조림,N,560
2016-12-26,겨울,2016,12,26,월,N,2705,2305,206,194,63,0,5.7,15.3,0.7,86.0,43.47198,8.057930314620389,밥,동태찌개,돈육간장불고기,N,1192
2016-12-27,겨울,2016,12,27,화,N,2705,2342,127,236,51,0,3.7,1.0,2.2,47.8,44.212514,4.185089665067999,밥,열무된장국,닭갈비,N,823
2016-12-28,겨울,2016,12,28,수,N,2705,2314,166,225,0,0,-0.5,0.0,0.7,55.6,37.66898,1.8826925902016247,콩나물밥,가쯔오장국,미트볼케찹조림,N,767
2016-12-29,겨울,2016,12,29,목,N,2705,2262,242,201,42,0,-0.3,0.0,1.4,47.5,39.123425,0.8091341089115911,밥,시래기국,오징어볶음*소면,N,711
2016-12-30,겨울,2016,12,30,금,N,2705,2049,529,127,3,0,-1.9,0.0,0.5,51.6,36.411604,1.0884478063653655,밥,순두부찌개,수제돈까스,N,658
2017-01-02,겨울,2017,1,2,월,N,2697,2499,96,102,272,0,4.4,0.0,0.5,72.8,42.624768,7.239625682289894,밥,사골떡국,쇠고기낙지볶음,N,1273
2017-01-03,겨울,2017,1,3,화,N,2697,2478,61,158,259,0,2.5,0.0,0.4,68.4,40.2367,5.710311365869622,밥,홍합탕,매운동태찜,N,1041
2017-01-04,겨울,2017,1,4,수,N,2697,2460,67,170,0,0,1.8,0.0,0.2,71.9,38.757558,6.001658809902703,곤드레밥,황태국,동그랑땡전,N,949
2017-01-05,겨울,2017,1,5,목,N,2697,2411,79,207,316,0,4.5,0.0,0.9,68.1,43.240555,6.491239105362563,밥,육개장,굴비구이,N,1000
2017-01-06,겨울,2017,1,6,금,N,2697,2284,189,224,74,0,5.7,0.0,1.2,60.5,45.679515,7.28293542705405,밥,된장찌개,레몬탕수육,N,830
2017-01-09,겨울,2017,1,9,월,N,2697,2410,121,166,445,0,4.7,0.0,1.7,57.4,44.569622,5.69224518983758,밥,콩나물국,동파육,N,1322
2017-01-10,겨울,2017,1,10,화,N,2697,2428,70,199,412,0,0.8,0.0,1.1,55.8,39.410536,2.39455717454311,밥,쇠고기미역국,주꾸미떡볶음,N,1186
2017-01-11,겨울,2017,1,11,수,N,2697,2417,57,223,0,0,-0.1,0.0,1.4,33.0,41.46733,1.0171202751986157,비빔밥,팽이장국,생선까스,N,1039
2017-01-12,겨울,2017,1,12,목,N,2697,2374,85,238,305,0,0.8,0.0,1.4,55.3,39.478076,1.9530580234902264,밥,어묵국,매운닭찜,N,976
2017-01-13,겨울,2017,1,13,금,N,2697,2259,191,247,62,0,-0.2,0.0,2.0,44.9,39.628398,0.2035443700697307,밥,짬뽕국,미니함박조림,N,791
2017-01-16,겨울,2017,1,16,월,N,2697,2378,123,196,432,0,-2.4,0.0,0.9,39.8,37.718952,-0.4872273676409941,밥,얼갈이된장국,오징어볶음*소면,N,1273
2017-01-17,겨울,2017,1,17,화,N,2697,2407,75,215,380,0,-1.8,0.0,0.4,50.0,36.801,1.565409028231601,밥,순두부찌개,쇠고기숙주볶음,N,1035
2017-01-18,겨울,2017,1,18,수,N,2697,2398,59,240,0,0,1.2,0.0,0.9,49.4,40.794672000000006,3.1537116617521663,밥,아욱국,훈제오리구이,N,863
2017-01-19,겨울,2017,1,19,목,N,2697,2368,93,236,334,0,-0.5,0.0,0.4,59.1,37.151155,2.818519037284956,밥,수제비국,유자청돈육볶음,N,866
2017-01-20,겨울,2017,1,20,금,N,2697,2223,207,267,61,0,-0.6,0.0,2.5,50.1,38.352106,-0.6936672147451879,밥,닭개장,가자미카레튀김,N,709
2017-01-23,겨울,2017,1,23,월,N,2697,2387,108,202,396,0,-3.5,0.0,1.8,39.8,36.39453,-3.071043437500982,밥,냉이콩나물국,닭볶음,N,1152
2017-01-24,겨울,2017,1,24,화,N,2697,2416,63,218,273,0,-3.4,0.0,1.2,44.1,35.755294,-2.0876697945854694,밥,알탕,돈육간장불고기,N,974
2017-01-25,겨울,2017,1,25,수,N,2697,2415,79,203,0,0,-3.1,0.0,0.5,49.0,35.27819,-0.0832051223821648,카레덮밥,맑은국,유린기,N,720
2017-01-26,겨울,2017,1,26,목,Y,2697,2211,369,117,28,0,-0.2,0.0,0.8,45.8,39.497916,1.9479628459953848,밥,배추된장국,소갈비찜,N,844
2017-01-31,겨울,2017,1,31,화,N,2697,2462,177,58,278,0,-1.1,0.0,0.6,50.9,37.575999,1.5567608111273232,밥,미역국,언양식불고기*양파채,N,1240
2017-02-01,겨울,2017,2,1,수,N,2632,2392,61,179,0,0,0.9,0.0,1.8,34.6,42.389486,1.580191802338662,밥,시금치된장국,고추장불고기,N,1260
2017-02-02,겨울,2017,2,2,목,N,2632,2370,45,217,427,0,0.6,0.0,1.1,37.9,41.591426,2.189738611277808,밥,굴김치두부국,스위트칠리미트볼,N,1005
2017-02-03,겨울,2017,2,3,금,N,2632,2275,104,253,92,0,1.1,0.0,0.6,48.8,40.744032,3.727901660977074,밥,콩나물국,소고기낙지볶음,N,854
2017-02-06,겨울,2017,2,6,월,N,2632,2381,49,202,610,0,2.1,0.0,1.9,40.9,43.002611,2.7481311411017657,밥,냉이된장찌개,닭갈비,N,1319
2017-02-07,겨울,2017,2,7,화,N,2632,2385,40,207,565,0,1.2,0.0,0.6,49.8,40.742224,3.826589881424791,밥,대구매운탕,유산슬,N,1114
2017-02-08,겨울,2017,2,8,수,N,2632,2374,52,206,0,0,2.9,0.0,0.9,45.5,43.448805,4.873043981187825,콩나물밥,맑은국,닭오븐구이,N,1068
2017-02-09,겨울,2017,2,9,목,N,2632,2340,65,227,377,0,0.1,0.0,3.0,31.5,41.907685,-0.3255910495971661,밥,배추국,수제돈까스,N,953
2017-02-10,겨울,2017,2,10,금,N,2632,2199,149,284,59,0,-2.4,0.0,2.6,35.9,38.369316,-2.728571614253223,오곡밥,소고기무국,굴비구이,N,797
2017-02-13,겨울,2017,2,13,월,N,2632,2375,61,196,505,0,1.8,0.0,0.7,50.0,41.499,4.17350658474407,밥,쇠고기미역국,제육볶음,N,1364
2017-02-14,겨울,2017,2,14,화,N,2632,2356,53,223,444,0,2.2,0.0,0.9,49.5,42.08161,4.165083614361377,밥,된장찌개,주꾸미볶음,N,997
2017-02-15,겨울,2017,2,15,수,N,2632,2348,51,233,0,0,2.2,0.0,0.5,49.6,42.069488,5.091595312919424,밥,들깨시래기국,순살파닭,N,1045
2017-02-16,겨울,2017,2,16,목,N,2632,2336,56,240,419,0,6.7,2.5,1.0,66.6,46.620778,8.570600000000002,밥,홍합탕,소불고기,N,968
2017-02-17,겨울,2017,2,17,금,N,2632,2219,144,269,73,0,10.2,0.4,2.2,44.1,52.708918,11.14861620622023,밥,어묵국,등갈비김치찜,N,753
2017-02-20,겨울,2017,2,20,월,N,2632,2329,104,199,494,0,7.4,0.4,2.7,45.3,49.134778,7.8301626566949905,밥,열무된장국,동파육,N,1216
2017-02-21,겨울,2017,2,21,화,N,2632,2343,63,226,445,0,1.6,0.0,0.6,48.3,41.454172,4.221342763215654,밥,버섯들깨탕,낙지볶음,N,1004
2017-02-22,겨울,2017,2,22,수,N,2632,2305,75,252,0,0,3.4,30.1,0.4,84.5,39.81477,6.577849064445021,나물비빔밥,유부장국,생선까스*탈탈소스,N,1065
2017-02-23,겨울,2017,2,23,목,N,2632,2285,75,272,307,0,4.1,0.0,2.6,42.6,45.258334000000005,4.314157308356999,밥,콩나물국,돼지갈비찜,N,917
2017-02-24,겨울,2017,2,24,금,N,2632,2167,174,291,63,0,2.5,0.0,2.2,31.1,44.647425,2.8995155343937404,밥,수제비국,깐풍기,N,698
2017-02-27,겨울,2017,2,27,월,N,2632,2317,134,181,368,0,5.1,0.0,0.8,60.1,44.871149,7.269658406185352,밥,봄동된장국,훈제오리구이,N,1141
2017-02-28,겨울,2017,2,28,화,Y,2632,2273,156,203,179,0,5.1,0.0,0.8,55.9,45.259691,7.269658406185352,밥,사골떡국,언양식불고기,N,956
2017-03-02,봄,2017,3,2,목,N,2627,2222,190,215,428,0,4.5,1.3,2.5,50.6,44.96343,4.81742675214779,밥,돈육김치찌개,팝콘치킨*데리마요,N,1057
2017-03-03,봄,2017,3,3,금,N,2627,2197,174,256,70,0,4.0,0.0,0.9,48.6,44.51476,5.985553129057957,카레덮밥,맑은국,미니채소떡갈비,N,926
2017-03-06,봄,2017,3,6,월,N,2627,2363,63,201,490,0,4.7,0.0,2.5,32.6,46.962078,5.033548084182806,밥,어묵국,순살닭갈비,N,1311
2017-03-07,봄,2017,3,7,화,N,2627,2372,41,214,455,0,1.2,0.0,2.0,35.4,42.630352,1.6938504604136209,밥,토란탕,돈육칠리강정,N,994
2017-03-08,봄,2017,3,8,수,N,2627,2348,46,233,0,0,1.0,0.0,1.7,47.5,40.78775,1.795651698655406,곤드레밥*강된장,미소국,오징어볶음,N,879
2017-03-09,봄,2017,3,9,목,N,2627,2318,55,254,346,0,5.1,0.0,2.4,37.5,46.961875,5.536256616848421,밥,아욱국,마늘치킨,N,954
2017-03-10,봄,2017,3,10,금,N,2627,2191,145,291,63,0,5.6,0.0,1.0,42.0,47.15848,7.450800000000001,밥,얼큰순두부찌개,해물청경채볶음,N,664
2017-03-13,봄,2017,3,13,월,N,2627,2334,82,211,449,0,9.3,0.0,1.2,47.8,51.398546,10.989988042208148,밥,오징어국,버섯불고기,N,1295
2017-03-14,봄,2017,3,14,화,N,2627,2351,46,230,437,0,8.4,0.0,1.8,43.4,50.506944,9.508433688428966,밥,동태찌개,미트볼케찹조림,N,972
2017-03-15,봄,2017,3,15,수,N,2627,2353,40,234,0,0,5.5,0.0,1.1,43.0,46.94735,7.207793411277709,밥,근대국,양념찜닭,N,961
2017-03-16,봄,2017,3,16,목,N,2627,2321,47,259,357,0,6.5,0.0,1.0,56.0,47.1606,8.367,밥,옹심이만두국,돈육굴소스볶음,N,951
2017-03-17,봄,2017,3,17,금,N,2627,2199,129,299,59,0,6.5,0.0,1.0,49.5,47.671825,8.367,밥,고추장찌개,치킨커틀렛,N,625
2017-03-20,봄,2017,3,20,월,N,2627,2334,86,207,390,0,7.1,7.9,0.8,75.4,46.568666,9.277845410030624,밥,아욱국,콩나물불고기,N,1328
2017-03-21,봄,2017,3,21,화,N,2627,2350,55,222,454,0,9.2,2.3,1.6,54.4,50.927552,10.51249328182485,밥,냉이된장찌개,쇠고기장조림,N,940
2017-03-22,봄,2017,3,22,수,N,2627,2339,53,235,0,0,6.9,0.0,0.8,55.4,47.751174000000006,9.077026709646097,밥,돈육김치찌개,유린기,N,953
2017-03-23,봄,2017,3,23,목,N,2627,2320,62,245,321,0,9.3,0.0,0.8,49.4,51.317058,11.486851114260425,밥,콩가루배추국,돼지갈비찜,N,911
2017-03-24,봄,2017,3,24,금,N,2627,2167,181,279,50,0,8.1,0.0,1.0,61.3,49.010747,9.995800000000004,밥,대구매운탕,고추잡채*꽃빵,N,644
2017-03-27,봄,2017,3,27,월,N,2627,2280,105,242,360,0,5.6,0.0,1.2,60.8,45.512352,7.179961743299771,밥,알탕,소고기숙주볶음,N,1114
2017-03-28,봄,2017,3,28,화,N,2627,2335,44,248,368,0,7.4,0.6,1.1,55.6,48.416456,9.153569762298083,밥,소고기미역국,주꾸미볶음,N,970
2017-03-29,봄,2017,3,29,수,N,2627,2348,42,237,0,0,7.0,4.5,0.8,86.6,45.58758,9.177436059838362,봄나물비빔밥,팽이장국,언양식불고기,N,966
2017-03-30,봄,2017,3,30,목,N,2627,2282,67,278,223,0,10.6,0.0,1.2,62.4,52.511056,12.328645931013789,밥,북어콩나물국,사천식탕수육,N,802
2017-03-31,봄,2017,3,31,금,N,2627,2184,147,296,45,0,9.9,2.6,1.1,69.9,51.174199,11.713801803114356,밥,쇠고기무국(빨갛게),생선커틀렛,N,639
2017-04-03,봄,2017,4,3,월,N,2626,2347,81,198,465,0,11.0,0.0,1.1,45.9,53.64481,12.840303901073518,밥,꽃게탕,오이달래무침,N,1258
2017-04-04,봄,2017,4,4,화,N,2626,2360,54,212,418,0,12.6,0.0,1.1,43.5,55.71169,14.478852407195935,밥,된장찌개,쇠불고기,N,809
2017-04-05,봄,2017,4,5,수,N,2626,2312,63,251,0,0,13.4,48.5,1.3,77.4,56.353684,15.13152961443133,짜장밥,맑은계란국,유산슬,N,1060
2017-04-06,봄,2017,4,6,목,N,2626,2290,65,271,317,0,15.6,15.7,1.5,86.4,59.924416,17.28330210160859,밥,근대국,마늘치킨,N,897
2017-04-07,봄,2017,4,7,금,N,2626,2184,151,291,67,0,15.0,0.0,1.2,69.5,58.83225,16.859488016202132,밥,육개장,미니채소떡갈비,N,602
2017-04-10,봄,2017,4,10,월,N,2626,2316,81,229,418,0,13.5,0.1,2.2,45.3,56.811445,14.68394506557444,밥,얼갈이국,쇠고기낙지볶음,N,1218
2017-04-11,봄,2017,4,11,화,N,2626,2348,44,234,440,0,13.2,11.5,1.7,59.0,56.26512,14.643878885796628,밥,김치찌개,해물누룽지탕,N,994
2017-04-12,봄,2017,4,12,수,N,2626,2344,41,241,0,0,14.0,0.0,2.4,23.0,57.5388,15.127054750925716,밥,들깨미역국,삼겹살오븐구이,N,893
2017-04-13,봄,2017,4,13,목,N,2626,2295,61,270,318,0,13.7,0.0,1.6,42.5,57.083775,15.23284387646161,밥,황태국,닭데리야끼조림,N,784
2017-04-14,봄,2017,4,14,금,N,2626,2206,122,298,55,0,15.2,0.0,2.1,49.0,58.97852,16.55012549075238,밥,쇠고기샤브국,오징어볶음,N,541
2017-04-17,봄,2017,4,17,월,N,2626,2324,82,220,434,0,14.2,16.5,0.8,88.6,57.587588,16.406909273681336,밥,된장찌개,돈육굴소스볶음,N,1237
2017-04-18,봄,2017,4,18,화,N,2626,2325,57,244,405,0,14.7,0.0,1.9,60.4,58.359812000000005,16.115263544615907,밥,들깨시래기국,쇠고기장조림,N,839
2017-04-19,봄,2017,4,19,수,N,2626,2334,36,256,0,0,14.6,0.0,1.8,36.1,58.181594,16.06244698093028,곤드레밥,맑은국,탕수어,N,871
2017-04-20,봄,2017,4,20,목,N,2626,2294,44,288,284,0,13.0,0.2,1.0,52.6,56.07782,14.984000000000002,밥,아욱국,등갈비김치찜,N,713
2017-04-21,봄,2017,4,21,금,N,2626,2182,137,307,59,0,14.3,0.0,1.0,56.1,57.802777000000006,16.3074,밥,콩나물김치국,버섯불고기,N,547
2017-04-24,봄,2017,4,24,월,N,2626,2290,76,260,373,0,14.6,0.0,1.2,59.9,58.218246,16.447593281185007,밥,부대찌개,언양식불고기,N,1109
2017-04-25,봄,2017,4,25,화,N,2626,2269,69,288,336,0,17.3,0.1,1.3,68.1,62.238187,19.16802446835398,밥,차돌박이찌개,닭강정,N,791
2017-04-26,봄,2017,4,26,수,N,2626,2277,45,304,0,0,14.7,1.7,0.9,71.6,58.388148,16.807233021976515,비빔밥,맑은국,오징어튀김,N,835
2017-04-27,봄,2017,4,27,목,N,2626,2254,61,311,183,0,14.7,0.0,2.0,29.5,58.281635,16.0646591887297,밥,미역국,매콤함박스테이크,N,788
2017-04-28,봄,2017,4,28,금,Y,2626,2155,161,310,44,0,15.4,0.0,2.0,38.8,59.141048,16.80981223390164,밥,꽃게찌개,탕수육,N,575
2017-05-02,봄,2017,5,2,화,Y,2637,1581,933,123,88,0,15.7,0.0,0.9,49.6,59.633528,17.818604974585725,밥,참치김치찌개,훈제오리구이/쌈무,N,525
2017-05-04,봄,2017,5,4,목,Y,2637,1372,1224,41,45,0,17.9,0.6,1.1,61.0,62.88581,19.906544333726444,밥,들깨미역국,닭갈비,N,383
2017-05-08,봄,2017,5,8,월,Y,2637,1792,715,130,151,0,17.7,0.0,1.0,50.3,62.258169,19.768600000000003,밥,고추장찌개,쇠불고기,N,792
2017-05-10,봄,2017,5,10,수,N,2637,2346,68,223,0,0,16.6,0.1,1.1,74.8,61.342232,18.57522367250198,밥,된장찌개,제육볶음,N,1235
2017-05-11,봄,2017,5,11,목,N,2637,2316,57,264,471,0,19.9,0.0,1.3,61.6,65.746016,21.85902103763576,밥,콩가루배추국,낙지볶음,N,829
2017-05-12,봄,2017,5,12,금,N,2637,2235,113,289,96,0,17.0,9.1,0.8,85.4,62.23062,19.21837107906472,밥,옹심이만두떡국,유린기,N,817
