瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
192,柳林,2017-07-23,29,,1.2,78.5
192,柳林,2017-07-24,29.7,.1,.9,79.4
192,柳林,2017-07-25,27.3,17.2,.9,87.4
192,柳林,2017-07-26,26.1,,1.3,69.9
192,柳林,2017-07-27,25.7,,1.2,64.1
192,柳林,2017-07-28,27.2,,1,68
192,柳林,2017-07-29,25.9,,1,80.9
192,柳林,2017-07-30,26.8,,1.2,78.6
192,柳林,2017-07-31,26.2,38.2,.8,87
192,柳林,2017-08-01,27.3,,1.2,81.5
192,柳林,2017-08-02,26.9,,1.1,81.5
192,柳林,2017-08-03,27.5,,1.4,71.8
192,柳林,2017-08-04,28.9,,1.2,71
192,柳林,2017-08-05,29.6,,1.4,68.9
192,柳林,2017-08-06,30.9,,1.2,62.5
192,柳林,2017-08-07,30.5,,1.4,60.3
192,柳林,2017-08-08,28,0,1,70.5
192,柳林,2017-08-09,26.7,.2,.8,87
192,柳林,2017-08-10,28.8,,1.4,72.4
192,柳林,2017-08-11,26.6,28.8,1.2,78.8
192,柳林,2017-08-12,25.8,0,1.1,76.3
192,柳林,2017-08-13,24.1,1.6,1,76.1
192,柳林,2017-08-14,22,48.5,.7,96.6
192,柳林,2017-08-15,22.8,5.7,.5,95.4
192,柳林,2017-08-16,26.3,.8,.7,85.5
192,柳林,2017-08-17,26.8,.8,.8,80
192,柳林,2017-08-18,26.6,0,1.1,77.4
192,柳林,2017-08-19,25.7,12.8,.9,85.3
192,柳林,2017-08-20,24.8,26.2,.9,91.3
192,柳林,2017-08-21,25.3,20.2,1.1,90.8
192,柳林,2017-08-22,26.1,8.1,1,88.8
192,柳林,2017-08-23,28.3,11.6,1.3,77.3
192,柳林,2017-08-24,29.4,.3,2.2,68.3
192,柳林,2017-08-25,27.6,.8,1.1,66.9
192,柳林,2017-08-26,23.6,,.9,54.5
192,柳林,2017-08-27,22.9,,.8,61.8
192,柳林,2017-08-28,24.9,,1,71
192,柳林,2017-08-29,26.9,0,1.5,55.6
192,柳林,2017-08-30,22.3,,1.6,45.8
192,柳林,2017-08-31,21.9,,1.1,59.8
192,柳林,2017-09-01,22.7,,1.5,50.8
192,柳林,2017-09-02,20.2,,1,63
192,柳林,2017-09-03,21.5,,1.1,61
192,柳林,2017-09-04,21.8,,.9,69.5
192,柳林,2017-09-05,21.5,.7,.9,76.3
192,柳林,2017-09-06,20.8,32.3,.6,86.4
192,柳林,2017-09-07,20.6,1,.5,81
192,柳林,2017-09-08,22.3,,.5,73.8
192,柳林,2017-09-09,22.2,,.7,70.8
192,柳林,2017-09-10,22.6,,.9,68.8
192,柳林,2017-09-11,20.9,74.4,.8,87.5
192,柳林,2017-09-12,22.9,,.8,70.5
192,柳林,2017-09-13,20.6,,.9,62.9
192,柳林,2017-09-14,20.3,,1.2,65.5
192,柳林,2017-09-15,20,,1.5,58.8
192,柳林,2017-09-16,21.5,,2.1,56.8
192,柳林,2017-09-17,22.2,,2.4,65.9
192,柳林,2017-09-18,20.8,,.7,71
192,柳林,2017-09-19,21.7,,1,70.6
192,柳林,2017-09-20,20.6,,.9,65.4
192,柳林,2017-09-21,18.2,,.7,70
192,柳林,2017-09-22,19.3,,.7,70
192,柳林,2017-09-23,19.6,,.7,69.3
192,柳林,2017-09-24,20.5,,.8,69.8
192,柳林,2017-09-25,21.7,,.8,72.5
192,柳林,2017-09-26,22.1,,1,65
192,柳林,2017-09-27,19.2,8.2,1.4,81.5
192,柳林,2017-09-28,20.1,,1.1,63
192,柳林,2017-09-29,15.8,,.8,58.3
192,柳林,2017-09-30,15.7,,.7,59.3
192,柳林,2017-10-01,14.9,25.3,.7,81.1
192,柳林,2017-10-02,21.1,37.4,.8,79.8
192,柳林,2017-10-03,20.7,10.8,1,75.6
192,柳林,2017-10-04,18.6,,1.4,67
192,柳林,2017-10-05,16.9,2.9,1.1,68.6
192,柳林,2017-10-06,16.2,7.8,.6,87.3
192,柳林,2017-10-07,18.8,0,.7,82.4
192,柳林,2017-10-08,20.4,,.7,75.4
192,柳林,2017-10-09,20.9,,.7,75
192,柳林,2017-10-10,21.6,,.6,78.3
192,柳林,2017-10-11,21.1,,1,72.8
192,柳林,2017-10-12,14.4,18.6,1.2,79.1
192,柳林,2017-10-13,14.3,,1.1,58.9
192,柳林,2017-10-14,15.8,,1.2,50.1
192,柳林,2017-10-15,14.7,2.8,.8,75.8
192,柳林,2017-10-16,15.6,,1.3,66.1
192,柳林,2017-10-17,14.9,,.7,75.4
192,柳林,2017-10-18,15.9,0,1.4,61.9
192,柳林,2017-10-19,16.6,,1.2,61.4
192,柳林,2017-10-20,15.9,,.9,68.6
192,柳林,2017-10-21,15.7,,1.4,62.9
192,柳林,2017-10-22,17.7,,3.4,45.4
192,柳林,2017-10-23,14.9,,1.4,48.4
192,柳林,2017-10-24,11.4,.1,.5,76.4
192,柳林,2017-10-25,11.3,,.5,72.5
192,柳林,2017-10-26,11.8,,.6,73.6
192,柳林,2017-10-27,13.1,,.7,69.8
192,柳林,2017-10-28,16.1,,1,69.9
192,柳林,2017-10-29,15.1,,2.2,48.1
192,柳林,2017-10-30,9,,1.4,39.9
192,柳林,2017-10-31,8.1,,.9,58
192,柳林,2017-11-01,9.9,,.7,61.9
192,柳林,2017-11-02,11,,.5,74
192,柳林,2017-11-03,12.1,,.8,65.5
192,柳林,2017-11-04,8.8,,1.4,51.5
192,柳林,2017-11-05,6.7,,.6,67.4
192,柳林,2017-11-06,8.2,,.7,71
192,柳林,2017-11-07,13,,.6,74.9
192,柳林,2017-11-08,15.3,,1.3,53.8
192,柳林,2017-11-09,9.8,,.6,61.4
192,柳林,2017-11-10,12.7,,1.8,61.1
192,柳林,2017-11-11,8.6,,1.9,36.5
192,柳林,2017-11-12,5.6,,.6,58.9
192,柳林,2017-11-13,8.1,,.6,68.1
192,柳林,2017-11-14,10.2,,1.1,47.9
192,柳林,2017-11-15,6.1,,1.2,49
192,柳林,2017-11-16,3.4,,.7,64.4
192,柳林,2017-11-17,5.9,,.5,60.8
192,柳林,2017-11-18,5.3,,2.8,28.3
192,柳林,2017-11-19,3.4,,1.7,33.3
192,柳林,2017-11-20,4.5,,.8,43.6
192,柳林,2017-11-21,2.7,,.7,67.6
192,柳林,2017-11-22,6.5,,1.1,60.6
192,柳林,2017-11-23,3.5,0,1.6,47.6
192,柳林,2017-11-24,2.3,,1.9,56.1
192,柳林,2017-11-25,2.9,,.7,70.8
192,柳林,2017-11-26,7.2,,1.2,69.1
192,柳林,2017-11-27,5.2,,.4,74.3
192,柳林,2017-11-28,8.4,,.8,77.9
192,柳林,2017-11-29,9.4,,.7,55.6
192,柳林,2017-11-30,6.1,,2.3,22.1
192,柳林,2017-12-01,1.2,,1.9,31
192,柳林,2017-12-02,-.6,,.6,54.5
192,柳林,2017-12-03,2.4,,.5,68.8
192,柳林,2017-12-04,3.3,,1.8,53.6
192,柳林,2017-12-05,-1.4,,1.4,47.1
192,柳林,2017-12-06,-.2,,.7,61.1
192,柳林,2017-12-07,2,0,1,64
192,柳林,2017-12-08,.7,,2.3,35
192,柳林,2017-12-09,.9,,1.3,57.3
192,柳林,2017-12-10,3.8,1.2,1.3,69.4
192,柳林,2017-12-11,.6,,2.4,39.9
192,柳林,2017-12-12,-2.7,,2,30.8
192,柳林,2017-12-13,-3.2,,1.5,34.8
192,柳林,2017-12-14,-2.9,,.5,36.1
192,柳林,2017-12-15,-.3,,.6,37.1
192,柳林,2017-12-16,0,,2,40.8
192,柳林,2017-12-17,-2.3,,1.5,42
192,柳林,2017-12-18,.7,0,1.1,56.9
192,柳林,2017-12-19,-.1,,1.5,51.6
192,柳林,2017-12-20,-1.9,,.7,52
192,柳林,2017-12-21,-1.1,,.6,60.1
192,柳林,2017-12-22,-.9,,.4,60.4
192,柳林,2017-12-23,.9,,.4,71.4
192,柳林,2017-12-24,5.3,12.8,1.6,67.9
192,柳林,2017-12-25,2,,1.7,38.4
192,柳林,2017-12-26,.4,,2.2,44.1
192,柳林,2017-12-27,-1.4,,1.4,30.8
192,柳林,2017-12-28,-1.6,,.7,52.9
192,柳林,2017-12-29,2.1,,1,66.3
192,柳林,2017-12-30,1.7,,.5,75.9
192,柳林,2017-12-31,3.7,0,1.8,43
192,柳林,2018-01-01,.9,,1.5,47.9
192,柳林,2018-01-02,.7,,.7,56.9
192,柳林,2018-01-03,2,,1.5,26.5
192,柳林,2018-01-04,1.4,,1,32.1
192,柳林,2018-01-05,2.4,,1.3,37.9
192,柳林,2018-01-06,-.3,,.8,52.3
192,柳林,2018-01-07,-.3,.9,.5,61.9
192,柳林,2018-01-08,3.2,1.5,1.1,81.4
192,柳林,2018-01-09,1.8,,2.6,45
192,柳林,2018-01-10,-1.7,.5,2.3,57.3
192,柳林,2018-01-11,-5.4,,1.5,46.5
192,柳林,2018-01-12,-6.4,,1.4,47.5
192,柳林,2018-01-13,,,.9,
192,柳林,2018-01-14,-1.1,,.6,72.5
192,柳林,2018-01-15,3.8,,.8,65.6
192,柳林,2018-01-16,2.9,22.9,.6,85.6
192,柳林,2018-01-17,4.5,4.1,.8,87.4
192,柳林,2018-01-18,2.9,,.5,80.3
192,柳林,2018-01-19,1,,.6,68.8
192,柳林,2018-01-20,0,,.5,64.3
192,柳林,2018-01-21,1.1,,.6,61.3
192,柳林,2018-01-22,4.7,0,1.3,53.4
192,柳林,2018-01-23,-3.1,,2.2,39.4
192,柳林,2018-01-24,-6.6,,2.3,30.5
192,柳林,2018-01-25,-5.6,,2,22.4
192,柳林,2018-01-26,-5.7,,1.7,23.1
192,柳林,2018-01-27,-4.7,,.9,37.1
192,柳林,2018-01-28,.5,,1.4,33.6
192,柳林,2018-01-29,-2.9,,2.2,34
192,柳林,2018-01-30,-4.1,,.9,46.4
192,柳林,2018-01-31,-1.8,,.6,55
192,柳林,2018-02-01,-1.2,,.7,50.5
192,柳林,2018-02-02,-1.9,,.5,40.4
192,柳林,2018-02-03,-3.6,,2.3,41.5
192,柳林,2018-02-04,-4.5,,2.7,29
192,柳林,2018-02-05,-5,,2.3,35.1
192,柳林,2018-02-06,-5.3,,2.7,30.5
192,柳林,2018-02-07,-6.1,,.9,43.9
192,柳林,2018-02-08,-3.7,,.7,44
192,柳林,2018-02-09,3,,1.2,48.6
192,柳林,2018-02-10,3.3,,1.7,43
192,柳林,2018-02-11,-1.4,,2.4,42.4
192,柳林,2018-02-12,-1.8,,2.4,46.5
192,柳林,2018-02-13,.3,,1.5,44
192,柳林,2018-02-14,5.1,,1.6,60.8
192,柳林,2018-02-15,5,,1,49
192,柳林,2018-02-16,3.4,,.8,30.9
192,柳林,2018-02-17,2.5,,1.6,22.3
192,柳林,2018-02-18,3.1,,.8,26.3
192,柳林,2018-02-19,4.3,,.6,39.4
192,柳林,2018-02-20,4.3,,.7,39.8
192,柳林,2018-02-21,2.9,,1.2,21.1
192,柳林,2018-02-22,.3,,.9,39.4
192,柳林,2018-02-23,2.7,0,1.3,59.4
192,柳林,2018-02-24,5.5,,.8,60.4
192,柳林,2018-02-25,6.2,,.7,61.3
192,柳林,2018-02-26,4.5,,.8,53.1
192,柳林,2018-02-27,5.6,,.9,61.4
192,柳林,2018-02-28,5.9,30.8,1.1,78.8
192,柳林,2018-03-01,5.2,,2.8,41.8
192,柳林,2018-03-02,2.9,,1.1,43.3
192,柳林,2018-03-03,6.9,,1,64.9
192,柳林,2018-03-04,9.4,13.1,.8,85.9
192,柳林,2018-03-05,6.8,6,1.8,82.3
192,柳林,2018-03-06,6,,1.4,58.3
192,柳林,2018-03-07,4.7,12.7,1.4,69
192,柳林,2018-03-08,4.7,38.7,1.7,78.1
192,柳林,2018-03-09,5.3,,.8,68.8
192,柳林,2018-03-10,6.3,,1.1,67.1
192,柳林,2018-03-11,6.2,,.8,61
192,柳林,2018-03-12,7.6,,1.1,66.3
192,柳林,2018-03-13,10.2,,1.2,71
192,柳林,2018-03-14,13.3,,1.3,72.4
192,柳林,2018-03-15,14.3,43.5,.8,91.8
192,柳林,2018-03-16,6.8,3.8,2.3,65
192,柳林,2018-03-17,4.9,,1.2,60.8
192,柳林,2018-03-18,6.8,9.7,.7,83.3
192,柳林,2018-03-19,9,40.4,1.6,89.6
192,柳林,2018-03-20,5.6,1.4,3.6,54.4
192,柳林,2018-03-21,1.9,9.9,2.2,81.9
192,柳林,2018-03-22,6,,.9,61.1
192,柳林,2018-03-23,6.4,,.9,60
192,柳林,2018-03-24,8.7,,.9,59.9
192,柳林,2018-03-25,10.8,,1.1,62.3
192,柳林,2018-03-26,11.5,,.9,58.6
192,柳林,2018-03-27,12.3,,1.1,58.6
192,柳林,2018-03-28,13.4,,1.2,61.1
192,柳林,2018-03-29,14.1,,.9,66.4
192,柳林,2018-03-30,12.3,,1.3,58.1
192,柳林,2018-03-31,12.4,,1.1,52.4
192,柳林,2018-04-01,14.9,,1.1,66
192,柳林,2018-04-02,16.3,,1.3,75.8
192,柳林,2018-04-03,17.4,,1.5,75.8
192,柳林,2018-04-04,14.1,15.7,1.6,86.3
192,柳林,2018-04-05,8.9,4.9,1.1,88.6
192,柳林,2018-04-06,10.4,17.1,2.7,55.3
192,柳林,2018-04-07,6,,2.8,37.6
192,柳林,2018-04-08,8.5,0,2.3,51.5
192,柳林,2018-04-09,12.9,,1.4,53.8
192,柳林,2018-04-10,13.6,,1.8,69.6
192,柳林,2018-04-11,19.1,.2,2.2,39.1
192,柳林,2018-04-12,13.7,,1.1,39.5
192,柳林,2018-04-13,12.4,0,1.6,39
192,柳林,2018-04-14,10.2,34.8,1.2,78.3
192,柳林,2018-04-15,13.1,,2.1,43.8
192,柳林,2018-04-16,11.5,,1.3,58.4
192,柳林,2018-04-17,12.8,,1.1,63.6
192,柳林,2018-04-18,13.4,,1.1,59.3
192,柳林,2018-04-19,14.5,,1,57.9
192,柳林,2018-04-20,16.4,,1,53.4
192,柳林,2018-04-21,16.5,,1.2,62.6
192,柳林,2018-04-22,16,.4,1.1,80.5
192,柳林,2018-04-23,11.2,45.8,1.1,91.6
192,柳林,2018-04-24,12.4,8.9,1.7,80.1
192,柳林,2018-04-25,13.4,,1.3,52.8
192,柳林,2018-04-26,14.2,,.9,61.4
192,柳林,2018-04-27,16.1,,1.1,58.3
192,柳林,2018-04-28,15.4,,1.2,70
192,柳林,2018-04-29,16,,1.4,65.8
192,柳林,2018-04-30,17.7,,1.2,72.1
192,柳林,2018-05-01,16.7,.2,.8,82.5
192,柳林,2018-05-02,16.3,3.2,1.1,88.6
192,柳林,2018-05-03,13.3,,3.4,45.3
192,柳林,2018-05-04,15.1,,2.8,36.1
192,柳林,2018-05-05,16.9,,1.9,51.3
192,柳林,2018-05-06,16.9,16.2,.9,90.8
192,柳林,2018-05-07,16,24.4,.9,88.9
192,柳林,2018-05-08,14.9,,2,65.1
192,柳林,2018-05-09,14.1,,1.6,60
192,柳林,2018-05-10,15.8,,1.3,64.8
192,柳林,2018-05-11,16.5,,1.2,60.3
192,柳林,2018-05-12,17,7.1,.9,78
192,柳林,2018-05-13,19.6,7.9,1.2,73.8
192,柳林,2018-05-14,19,,1.1,64.4
192,柳林,2018-05-15,20.4,.3,1,72.4
192,柳林,2018-05-16,21,3.3,1.1,93.4
192,柳林,2018-05-17,21.6,1.8,1.3,91.6
192,柳林,2018-05-18,21.2,1.4,1.7,83
192,柳林,2018-05-19,15.5,.5,2.1,63.6
192,柳林,2018-05-20,15.6,,2.2,53.6
192,柳林,2018-05-21,17.2,,1.5,64
192,柳林,2018-05-22,17.7,7.8,1.1,69.8
192,柳林,2018-05-23,19.9,17.4,1.5,60.5
192,柳林,2018-05-24,18.9,,1,56.5
192,柳林,2018-05-25,19.2,,.9,56.3
192,柳林,2018-05-26,19.9,,1.1,58.6
192,柳林,2018-05-27,20.3,,1.1,66.3
192,柳林,2018-05-28,19,2.8,.6,86.3
192,柳林,2018-05-29,21.9,0,.9,75.8
192,柳林,2018-05-30,22.1,,1.2,76.5
192,柳林,2018-05-31,19.7,,1.1,60.3
192,柳林,2018-06-01,21.4,,1.2,56.6
192,柳林,2018-06-02,23,,1.1,57.6
192,柳林,2018-06-03,22,,1.1,64.8
192,柳林,2018-06-04,22.2,,1.2,63.9
192,柳林,2018-06-05,19.8,1.5,.8,80.8
192,柳林,2018-06-06,22.3,,1.1,68.1
192,柳林,2018-06-07,23.2,,1.3,66.9
192,柳林,2018-06-08,23.5,,1,67.5
192,柳林,2018-06-09,22.7,0,1.8,59.9
192,柳林,2018-06-10,19.6,1.4,1.8,68.5
192,柳林,2018-06-11,17.7,32.3,1,82.8
192,柳林,2018-06-12,18.5,19.4,.9,83
192,柳林,2018-06-13,20.1,,1.1,73.4
192,柳林,2018-06-14,20.1,,1.6,69.1
192,柳林,2018-06-15,19.7,,1.9,59.3
192,柳林,2018-06-16,19.3,,1.7,61.9
192,柳林,2018-06-17,20.4,,1,68.6
192,柳林,2018-06-18,23,,1.2,66.4
192,柳林,2018-06-19,21.3,8.4,.9,80.8
192,柳林,2018-06-20,23.2,0,1.1,70.6
192,柳林,2018-06-21,23.6,,1.1,60.9
192,柳林,2018-06-22,22.6,,.9,60.1
192,柳林,2018-06-23,22.5,0,1.2,68.4
192,柳林,2018-06-24,25,,1,62
192,柳林,2018-06-25,24.6,,1.2,65
192,柳林,2018-06-26,23.1,.3,1.2,84.4
192,柳林,2018-06-27,25,12,1.8,79.5
192,柳林,2018-06-28,21.9,91.9,1.4,89.5
192,柳林,2018-06-29,24.1,2.9,1.2,81.3
192,柳林,2018-06-30,21.2,37.6,.7,91
192,柳林,2018-07-01,23.6,53.5,1.3,83.9
192,柳林,2018-07-02,24.8,57.4,1,84.6
192,柳林,2018-07-03,23.6,14.4,1.6,84
192,柳林,2018-07-04,26.4,0,1.2,72.9
192,柳林,2018-07-05,23.5,81.9,.8,86.4
192,柳林,2018-07-06,21.2,4.9,1.2,83.8
192,柳林,2018-07-07,21.3,,2.1,64.3
192,柳林,2018-07-08,20.6,,1.8,68.4
192,柳林,2018-07-09,19.3,23.4,.6,89.4
192,柳林,2018-07-10,24,,.4,82
192,柳林,2018-07-11,26.6,,1,75.6
192,柳林,2018-07-12,27,,1.3,75.6
192,柳林,2018-07-13,27.5,,1,75
192,柳林,2018-07-14,28.2,,1,72.1
192,柳林,2018-07-15,28.1,,1,69.9
192,柳林,2018-07-16,27.9,,1.1,69.5
192,柳林,2018-07-17,27.3,,1.1,70.9
192,柳林,2018-07-18,27.9,,1,69.1
192,柳林,2018-07-19,28.1,,.9,67.4
192,柳林,2018-07-20,28.6,,.8,67
192,柳林,2018-07-21,29.1,,.9,65.9
192,柳林,2018-07-22,27.8,,.9,71
192,柳林,2018-07-23,28.6,,1.1,69.1
192,柳林,2018-07-24,28.8,,1.3,71.8
192,柳林,2018-07-25,29.4,,1.2,69
192,柳林,2018-07-26,30.6,,1,62.6
192,柳林,2018-07-27,30,.4,1,71.1
192,柳林,2018-07-28,28.6,,1.1,77.9
192,柳林,2018-07-29,30.5,,1.9,54.5
192,柳林,2018-07-30,28.1,4.9,1.6,71
192,柳林,2018-07-31,28.4,,1.2,65.1
192,柳林,2018-08-01,29.1,,1.1,62.4
192,柳林,2018-08-02,29.4,,1.6,61.9
192,柳林,2018-08-03,28.9,,1.3,67.4
192,柳林,2018-08-04,29.3,,1.2,71.6
192,柳林,2018-08-05,30.6,,1,60.6
192,柳林,2018-08-06,30,0,1.2,66.8
192,柳林,2018-08-07,28.4,.1,1.2,73.9
192,柳林,2018-08-08,27.9,3.5,.9,77.5
192,柳林,2018-08-09,28.8,0,1,75.1
192,柳林,2018-08-10,27.1,1.6,1.1,81.9
192,柳林,2018-08-11,26.6,0,1,77.3
192,柳林,2018-08-12,27.4,.1,.8,74.1
192,柳林,2018-08-13,29.2,,1.1,67.1
192,柳林,2018-08-14,29.1,,1,65
192,柳林,2018-08-15,28.6,.1,1.3,68.5
192,柳林,2018-08-16,25.6,29.7,1.5,80.9
192,柳林,2018-08-17,24.2,,1.7,60.1
192,柳林,2018-08-18,23.1,,1,65.4
192,柳林,2018-08-19,24.1,,.9,68.5
192,柳林,2018-08-20,24.8,,1,68.5
192,柳林,2018-08-21,26.6,,1.1,65.5
192,柳林,2018-08-22,28.9,,2.4,62.4
192,柳林,2018-08-23,26.4,17.7,3.1,79.5
192,柳林,2018-08-24,27.8,5.4,3.2,66.5
192,柳林,2018-08-25,24.5,.3,.9,79.6
192,柳林,2018-08-26,22.2,70.5,.8,90.4
192,柳林,2018-08-27,23.7,46,.5,92.4
192,柳林,2018-08-28,26.1,.1,1,81.5
192,柳林,2018-08-29,26.4,0,1.1,76.6
192,柳林,2018-08-30,26.6,6,1.3,79.3
192,柳林,2018-08-31,24.3,31.6,1.2,85.9
192,柳林,2018-09-01,22.3,25.6,.9,83.1
192,柳林,2018-09-02,21.1,11.6,.8,80.4
192,柳林,2018-09-03,23.4,58.1,.6,87.9
192,柳林,2018-09-04,24.2,33.3,1.5,67.6
192,柳林,2018-09-05,22.4,,1.2,68.3
192,柳林,2018-09-06,22,,.5,77.6
192,柳林,2018-09-07,21.1,3.7,.9,81.5
192,柳林,2018-09-08,18.4,,.3,75.4
192,柳林,2018-09-09,20.5,,1,68.8
192,柳林,2018-09-10,20.3,,1.2,62.8
192,柳林,2018-09-11,19.5,,1.3,63.3
192,柳林,2018-09-12,22,0,1,70
192,柳林,2018-09-13,20.7,10.2,.4,84.6
192,柳林,2018-09-14,21.4,24.7,.5,89
192,柳林,2018-09-15,21.8,5.8,.2,90.1
192,柳林,2018-09-16,23.9,,.6,78.4
192,柳林,2018-09-17,23.1,,.3,75.4
192,柳林,2018-09-18,22.8,,.8,72
192,柳林,2018-09-19,20.6,.2,.5,78.1
192,柳林,2018-09-20,20.3,10.1,.6,89.3
192,柳林,2018-09-21,19.4,18.3,.6,89.8
192,柳林,2018-09-22,20.3,,.6,81.8
192,柳林,2018-09-23,19.3,,.7,72.9
192,柳林,2018-09-24,16.6,,.4,75.1
192,柳林,2018-09-25,16.6,,1,65.1
192,柳林,2018-09-26,17.9,,1.2,62.8
192,柳林,2018-09-27,17.6,,1.1,64.4
192,柳林,2018-09-28,18.1,,1,68
192,柳林,2018-09-29,18.7,0,.9,70.8
192,柳林,2018-09-30,21,,2.5,48
192,柳林,2018-10-01,17,0,2.1,54.4
192,柳林,2018-10-02,16,,.5,67.1
192,柳林,2018-10-03,15.3,,.6,67.8
192,柳林,2018-10-04,17.5,1.6,1.2,68.8
192,柳林,2018-10-05,17.9,55.5,1,89
192,柳林,2018-10-06,20.5,165.8,2.1,80
192,柳林,2018-10-07,17.9,,.7,76
192,柳林,2018-10-08,15.5,,.9,62.3
192,柳林,2018-10-09,14.7,,.5,73.6
192,柳林,2018-10-10,15,,1.2,60
192,柳林,2018-10-11,12,,1.3,47.8
192,柳林,2018-10-12,9.9,,.7,66.1
192,柳林,2018-10-13,11.6,,.5,73.9
192,柳林,2018-10-14,13.7,,.5,73.4
192,柳林,2018-10-15,14.3,,.5,71.9
192,柳林,2018-10-16,11.8,,.4,80
192,柳林,2018-10-17,12.3,,.3,73.1
192,柳林,2018-10-18,12.4,,.7,60.8
192,柳林,2018-10-19,,,.4,
192,柳林,2018-10-20,11.1,,.5,69.6
192,柳林,2018-10-21,10.7,,.3,68.8
192,柳林,2018-10-22,12.6,,.3,75
192,柳林,2018-10-23,13.8,0,.4,77.4
192,柳林,2018-10-24,11.8,,.4,71.4
192,柳林,2018-10-25,11.3,,.5,69.4
192,柳林,2018-10-26,12.4,.9,.2,86
192,柳林,2018-10-27,10,,1,72.9
192,柳林,2018-10-28,11.3,.2,1.7,71
192,柳林,2018-10-29,10.4,.1,1.1,75.8
192,柳林,2018-10-30,8.1,,.7,65
192,柳林,2018-10-31,8.1,,.5,68.8
192,柳林,2018-11-01,6.8,,.5,68.8
192,柳林,2018-11-02,7.6,,.5,64.4
192,柳林,2018-11-03,8.2,,.2,65.5
192,柳林,2018-11-04,9.4,,.2,67.3
192,柳林,2018-11-05,9.7,,.3,69.6
192,柳林,2018-11-06,10.9,,.2,74.9
192,柳林,2018-11-07,12.8,.5,.3,82.3
192,柳林,2018-11-08,14,19.5,.9,88.6
192,柳林,2018-11-09,12.7,,1.9,62.4
192,柳林,2018-11-10,9.1,,.4,74.8
192,柳林,2018-11-11,10.1,3.5,.5,80.4
192,柳林,2018-11-12,10.6,1.5,.8,75.4
192,柳林,2018-11-13,9.5,,.5,77
192,柳林,2018-11-14,8.9,,.5,75.5
192,柳林,2018-11-15,8.7,,.4,74.9
192,柳林,2018-11-16,8.6,1,.3,87
192,柳林,2018-11-17,7.8,,.7,68.8
192,柳林,2018-11-18,5.7,,.4,67
192,柳林,2018-11-19,7.1,,.6,62.6
192,柳林,2018-11-20,5.6,,.6,60.3
192,柳林,2018-11-21,5.9,,.4,63.4
192,柳林,2018-11-22,5.4,,1.8,42
192,柳林,2018-11-23,2.8,,.8,56.1
192,柳林,2018-11-24,2.7,1.5,.6,79.4
192,柳林,2018-11-25,5,,.6,89
192,柳林,2018-11-26,5.2,,.5,77.3
192,柳林,2018-11-27,6.6,,.4,73.4
192,柳林,2018-11-28,5.9,,.7,58.1
192,柳林,2018-11-29,5,,.4,53.1
192,柳林,2018-11-30,5.7,,.5,67.9
192,柳林,2018-12-01,5.2,,.5,64.8
192,柳林,2018-12-02,9.1,0,.7,71.3
192,柳林,2018-12-03,12.8,9.5,.3,90.9
192,柳林,2018-12-04,13.3,12,1.1,68
192,柳林,2018-12-05,7.3,,1.1,41.1
192,柳林,2018-12-06,5.8,2.5,1,69.4
192,柳林,2018-12-07,.2,,3.1,33.8
192,柳林,2018-12-08,-1.7,,1.7,38.8
192,柳林,2018-12-09,-1.7,,1.5,34.4
192,柳林,2018-12-10,-1.7,,.6,42.1
192,柳林,2018-12-11,2,1.5,.5,78.1
192,柳林,2018-12-12,1.2,,1.7,51.3
192,柳林,2018-12-13,.8,,1.1,54.4
192,柳林,2018-12-14,-.1,,1,44.9
192,柳林,2018-12-15,-1.7,,.5,49.4
192,柳林,2018-12-16,.1,1,.5,75.6
192,柳林,2018-12-17,2.2,,.9,72.3
192,柳林,2018-12-18,1.5,,.4,68.5
192,柳林,2018-12-19,4.6,,.8,64.6
192,柳林,2018-12-20,4.4,,.4,74.9
192,柳林,2018-12-21,4.8,,.5,78.5
192,柳林,2018-12-22,7,0,.5,74
192,柳林,2018-12-23,7.7,2.5,1.8,47.6
192,柳林,2018-12-24,1,,.8,46.4
192,柳林,2018-12-25,1,,.5,47.5
192,柳林,2018-12-26,5.3,,1.5,33.4
192,柳林,2018-12-27,-.6,,2.7,16.5
192,柳林,2018-12-28,-3.8,,2,28.3
192,柳林,2018-12-29,-2,,2.6,30
192,柳林,2018-12-30,-2,,1.3,34.9
192,柳林,2018-12-31,-1.2,,.6,37.1
192,柳林,2019-01-01,-1.3,,.9,50.4
192,柳林,2019-01-02,-.6,,1,48.8
192,柳林,2019-01-03,-1.8,,.4,50
192,柳林,2019-01-04,-.4,,.3,45.8
192,柳林,2019-01-05,2.3,,.8,48
192,柳林,2019-01-06,0,,.5,38.3
192,柳林,2019-01-07,.1,,.6,44
192,柳林,2019-01-08,.8,,1.3,44
192,柳林,2019-01-09,-.4,,1,38.8
192,柳林,2019-01-10,2.5,,1.3,47.4
192,柳林,2019-01-11,2.4,0,.6,64.1
192,柳林,2019-01-12,3.7,4,.6,83.6
192,柳林,2019-01-13,1.6,,.4,76.6
192,柳林,2019-01-14,1.2,,.4,65.9
192,柳林,2019-01-15,2.2,,1.2,55.9
192,柳林,2019-01-16,-.8,,1.5,30.1
192,柳林,2019-01-17,0,,1.2,51.5
