,datetime,year,month,date,vacation,worker_number,real_number,vacation_number,biztrip_number,overtime_number,telecom_number,temperature,rain,wind,humidity,discomfort_index,perceived_temperature,dinner_number,season_fall,season_spring,season_summer,season_winter,weekdays_friday,weekdays_monday,weekdays_thursday,weekdays_tuesday,weekdays_wednesday,dinner_rice_N,dinner_rice_Y,new_dinner_N,new_dinner_Y
152,2016-09-13,2016,9,13,1,2769,2150,511,108,52,0,21.8,0.0,0.9,74.6,69.390372,23.98797388550192,238,1,0,0,0,0,0,0,1,0,0,1,1,0
153,2016-09-19,2016,9,19,0,2769,2422,167,180,550,0,20.7,0.0,2.3,62.5,66.937625,22.37178244326673,662,1,0,0,0,0,1,0,0,0,0,1,1,0
154,2016-09-20,2016,9,20,0,2769,2473,69,227,588,0,18.9,0.0,2.2,57.0,64.12326999999999,20.469028653608603,627,1,0,0,0,0,0,0,1,0,1,0,1,0
155,2016-09-21,2016,9,21,0,2769,2465,58,246,0,0,18.0,0.0,1.0,68.4,63.28768,20.074000000000005,603,1,0,0,0,0,0,0,0,1,0,1,1,0
156,2016-09-22,2016,9,22,0,2769,2379,137,253,403,0,19.0,0.0,0.7,75.0,65.0725,21.304811239583216,533,1,0,0,0,0,0,1,0,0,1,0,1,0
157,2016-09-23,2016,9,23,0,2769,2326,165,278,99,0,19.8,0.0,0.8,74.1,66.266782,22.029832884448098,562,1,0,0,0,1,0,0,0,0,0,1,1,0
158,2016-09-26,2016,9,26,0,2769,2475,70,224,494,0,21.7,3.8,0.5,82.4,69.795792,24.13095540506677,710,1,0,0,0,0,1,0,0,0,0,1,1,0
159,2016-09-27,2016,9,27,0,2769,2480,56,233,380,0,24.1,0.0,0.8,82.0,73.65938,26.34743494271543,550,1,0,0,0,0,0,0,1,0,1,0,1,0
160,2016-09-28,2016,9,28,0,2769,2494,50,225,0,0,22.0,16.7,0.5,90.0,70.852,24.42386863725365,591,1,0,0,0,0,0,0,0,1,0,1,1,0
161,2016-09-29,2016,9,29,0,2769,2389,153,227,331,0,18.7,4.0,0.8,86.4,65.087032,20.925330032333196,622,1,0,0,0,0,0,1,0,0,1,0,1,0
162,2016-09-30,2016,9,30,1,2769,2355,158,256,59,0,17.0,30.7,0.7,88.5,62.30905,19.31279907041587,539,1,0,0,0,1,0,0,0,0,0,1,1,0
163,2016-10-04,2016,10,4,0,2670,2372,59,239,1035,0,21.8,1.9,1.3,72.1,69.20832200000001,23.82551853057243,902,1,0,0,0,0,0,0,1,0,0,1,1,0
164,2016-10-05,2016,10,5,0,2670,2401,41,228,0,0,20.0,82.2,2.2,81.4,66.977,21.647471606726675,905,1,0,0,0,0,0,0,0,1,0,1,1,0
165,2016-10-06,2016,10,6,0,2670,2369,56,245,378,0,18.9,0.0,0.7,68.5,64.630535,21.20521063112485,352,1,0,0,0,0,0,1,0,0,1,0,1,0
166,2016-10-07,2016,10,7,0,2670,2274,144,252,80,0,18.3,1.6,0.7,79.9,64.17278300000001,20.607606980374648,554,1,0,0,0,1,0,0,0,0,0,1,1,0
167,2016-10-10,2016,10,10,0,2670,2350,104,216,443,0,14.4,0.0,0.8,69.9,57.933244,16.607727974065863,546,1,0,0,0,0,1,0,0,0,0,1,1,0
168,2016-10-11,2016,10,11,0,2670,2345,69,256,386,0,14.3,0.0,0.4,78.4,57.770888,17.0846945249693,522,1,0,0,0,0,0,0,1,0,1,0,1,0
169,2016-10-12,2016,10,12,0,2670,2355,64,251,0,0,15.6,0.0,0.7,69.9,59.735656,17.918390551998733,527,1,0,0,0,0,0,0,0,1,0,1,1,0
170,2016-10-13,2016,10,13,0,2670,2342,66,262,612,0,15.2,0.0,0.3,79.1,59.203668,18.159822520253247,667,1,0,0,0,0,0,1,0,0,1,0,1,0
171,2016-10-14,2016,10,14,0,2670,2261,144,265,172,0,14.8,0.0,0.5,72.1,58.541792,17.393951064768483,544,1,0,0,0,1,0,0,0,0,0,1,1,0
172,2016-10-17,2016,10,17,0,2670,2322,107,241,425,0,18.0,0.0,0.6,84.3,63.84736,20.406210916641072,527,1,0,0,0,0,1,0,0,0,0,1,1,0
173,2016-10-18,2016,10,18,0,2670,2355,53,262,394,0,16.7,0.0,0.6,78.6,61.582138,19.12326405082076,544,1,0,0,0,0,0,0,1,0,1,0,1,0
174,2016-10-19,2016,10,19,0,2670,2331,72,267,0,0,16.7,0.0,0.4,79.6,61.604468,19.398128387837037,475,1,0,0,0,0,0,0,0,1,0,1,1,0
175,2016-10-20,2016,10,20,0,2670,2296,105,269,281,0,16.2,0.0,0.6,78.1,60.779378,18.62982294858218,564,1,0,0,0,0,0,1,0,0,1,0,1,0
176,2016-10-21,2016,10,21,0,2670,2162,228,280,62,0,16.5,0.0,1.1,70.3,61.095605,18.472814390869328,442,1,0,0,0,1,0,0,0,0,0,1,1,0
177,2016-10-24,2016,10,24,0,2670,2327,120,223,367,0,14.8,0.0,1.1,63.4,58.511168,16.731856603114263,600,1,0,0,0,0,1,0,0,0,0,1,1,0
178,2016-10-25,2016,10,25,0,2670,2338,73,259,345,0,14.9,3.5,0.7,82.6,58.741526,17.221186292790165,559,1,0,0,0,0,0,0,1,0,1,0,1,0
179,2016-10-26,2016,10,26,0,2670,2323,89,258,0,0,13.9,0.0,0.6,77.6,57.140736,16.35999387828472,410,1,0,0,0,0,0,0,0,1,0,1,1,0
180,2016-10-27,2016,10,27,0,2670,2304,94,272,240,0,14.2,0.0,0.9,70.6,57.631148,16.30154704567191,454,1,0,0,0,0,0,1,0,0,0,1,1,0
181,2016-10-28,2016,10,28,0,2670,2201,192,277,63,0,14.0,10.7,1.0,81.4,57.28184,16.002,475,1,0,0,0,1,0,0,0,0,0,1,1,0
182,2016-10-31,2016,10,31,0,2670,2313,134,223,255,0,7.9,0.7,0.5,80.9,47.457489,10.656946724470188,540,1,0,0,0,0,1,0,0,0,0,1,1,0
183,2016-11-01,2016,11,1,0,2689,2407,70,212,515,0,6.0,0.0,1.7,50.9,46.90476,7.061318578631319,578,1,0,0,0,0,0,0,1,0,1,0,1,0
184,2016-11-02,2016,11,2,0,2689,2385,73,231,0,0,5.5,0.0,1.1,56.3,45.769635,7.207793411277709,540,1,0,0,0,0,0,0,0,1,0,1,1,0
185,2016-11-03,2016,11,3,0,2689,2334,72,283,408,0,7.7,0.0,0.7,73.1,47.656113000000005,10.04994248378773,553,1,0,0,0,0,0,1,0,0,1,0,1,0
186,2016-11-04,2016,11,4,0,2689,2245,168,276,81,0,9.6,0.0,0.9,69.0,50.766760000000005,11.649236063669536,497,1,0,0,0,1,0,0,0,0,0,1,1,0
187,2016-11-07,2016,11,7,0,2689,2334,133,222,539,0,12.4,0.0,0.7,71.9,54.888744,14.731171081330984,506,1,0,0,0,0,1,0,0,0,0,1,1,0
188,2016-11-08,2016,11,8,0,2689,2379,60,250,503,0,11.1,0.0,1.5,54.8,53.476572,12.58271271665992,512,1,0,0,0,0,0,0,1,0,1,0,1,0
189,2016-11-09,2016,11,9,0,2689,2364,58,267,0,0,5.8,0.0,1.1,46.9,46.984298,7.515021256175663,499,1,0,0,0,0,0,0,0,1,0,1,1,0
190,2016-11-10,2016,11,10,0,2689,2349,73,267,385,0,9.2,0.0,0.9,64.3,50.413544,11.244687282625856,513,1,0,0,0,0,0,1,0,0,1,0,1,0
191,2016-11-11,2016,11,11,0,2689,2230,173,286,69,0,9.0,0.0,0.7,69.5,49.84395,11.344750393746503,426,1,0,0,0,1,0,0,0,0,0,1,1,0
192,2016-11-14,2016,11,14,0,2689,2370,92,227,461,0,14.3,4.0,0.6,90.4,57.753728,16.754746760075577,539,1,0,0,0,0,1,0,0,0,0,1,1,0
193,2016-11-15,2016,11,15,0,2689,2350,66,273,418,0,11.3,0.0,1.0,56.0,53.70972,13.2534,418,1,0,0,0,0,0,0,1,0,1,0,1,0
194,2016-11-16,2016,11,16,0,2689,2379,60,250,0,0,6.7,0.0,0.5,61.0,47.05013,9.48529379572266,463,1,0,0,0,0,0,0,0,1,0,1,1,0
195,2016-11-17,2016,11,17,0,2689,2292,134,263,411,0,9.1,0.0,0.7,61.9,50.395871,11.44435100220487,551,1,0,0,0,0,0,1,0,0,1,0,1,0
196,2016-11-18,2016,11,18,0,2689,2183,219,287,57,0,9.8,25.0,0.5,81.6,50.486032,12.512063861653775,388,1,0,0,0,1,0,0,0,0,0,1,1,0
197,2016-11-21,2016,11,21,0,2689,2393,94,202,522,0,10.7,0.0,0.3,82.6,51.905018,13.891454469602294,616,1,0,0,0,0,1,0,0,0,0,1,1,0
198,2016-11-22,2016,11,22,0,2689,2406,45,238,452,0,8.8,0.0,1.3,58.4,50.164608,10.370535684163585,580,1,0,0,0,0,0,0,1,0,1,0,1,0
199,2016-11-23,2016,11,23,0,2689,2386,52,251,0,0,6.5,0.0,1.4,32.9,48.977415,7.880663762670427,482,1,0,0,0,0,0,0,0,1,0,1,1,0
200,2016-11-24,2016,11,24,0,2689,2366,61,262,351,0,3.1,0.0,2.4,33.5,45.048615,3.3810210811007155,498,1,0,0,0,0,0,1,0,0,1,0,1,0
201,2016-11-25,2016,11,25,0,2689,2210,200,279,68,0,3.2,0.0,0.8,50.3,43.292604,5.361880752532345,392,1,0,0,0,1,0,0,0,0,0,1,1,0
202,2016-11-28,2016,11,28,0,2689,2356,114,219,397,0,3.9,0.0,0.8,61.5,43.039015,6.064746203878189,623,1,0,0,0,0,1,0,0,0,0,1,1,0
203,2016-11-29,2016,11,29,0,2689,2387,84,218,388,0,3.7,0.0,1.0,56.0,43.34028,5.5166,587,1,0,0,0,0,0,0,1,0,1,0,1,0
204,2016-11-30,2016,11,30,0,2689,2414,68,207,0,0,7.0,4.5,0.6,71.0,46.737300000000005,9.550506667392316,0,1,0,0,0,0,0,0,0,1,1,0,1,0
205,2016-12-01,2016,12,1,0,2705,2378,84,243,688,0,7.3,0.0,1.2,59.1,48.032857,8.930514367122536,571,0,0,0,1,0,0,1,0,0,1,0,1,0
206,2016-12-02,2016,12,2,0,2705,2250,183,272,152,0,2.6,0.0,0.5,60.9,41.264866,5.4821462891686,448,0,0,0,1,1,0,0,0,0,0,1,1,0
207,2016-12-05,2016,12,5,0,2705,2397,101,207,839,0,6.4,0.0,0.5,76.1,45.423396,9.192380563535776,560,0,0,0,1,0,1,0,0,0,0,1,1,0
208,2016-12-06,2016,12,6,0,2705,2414,69,222,799,0,3.6,0.0,1.2,40.0,44.9216,5.12048806821416,593,0,0,0,1,0,0,0,1,0,1,0,1,0
209,2016-12-07,2016,12,7,0,2705,2404,69,232,0,0,0.4,0.0,0.6,68.4,37.113664,3.037084117843062,468,0,0,0,1,0,0,0,0,1,0,1,1,0
210,2016-12-08,2016,12,8,0,2705,2367,76,262,587,0,3.2,0.0,0.7,70.4,41.055072,5.567915103161209,512,0,0,0,1,0,0,1,0,0,1,0,1,0
211,2016-12-09,2016,12,9,0,2705,2225,196,284,152,0,6.9,0.0,1.6,49.9,48.161969,8.099869644566057,416,0,0,0,1,1,0,0,0,0,0,1,1,0
212,2016-12-12,2016,12,12,0,2705,2410,102,193,633,0,3.7,0.0,0.5,54.9,43.457287,6.556161473853835,544,0,0,0,1,0,1,0,0,0,0,1,1,0
213,2016-12-13,2016,12,13,0,2705,2414,65,226,511,0,6.2,0.0,0.7,64.0,46.09832,8.555933356912222,482,0,0,0,1,0,0,0,1,0,1,0,1,0
214,2016-12-14,2016,12,14,0,2705,2376,82,247,0,0,2.7,0.0,1.3,48.1,42.894413,4.057043733156359,441,0,0,0,1,0,0,0,0,1,0,1,1,0
215,2016-12-15,2016,12,15,0,2705,2373,98,234,229,0,-0.2,0.0,1.9,47.6,39.236952,0.3080990356983921,499,0,0,0,1,0,0,1,0,0,1,0,1,0
216,2016-12-16,2016,12,16,0,2705,2276,167,262,37,0,-1.2,0.0,1.1,35.8,39.783296,0.3463715418900883,518,0,0,0,1,1,0,0,0,0,0,1,1,0
217,2016-12-19,2016,12,19,0,2705,2384,104,217,197,0,5.9,11.0,0.5,86.6,43.753506,8.704191843224308,482,0,0,0,1,0,1,0,0,0,0,1,1,0
218,2016-12-20,2016,12,20,0,2705,2378,89,238,126,0,8.2,0.0,0.7,81.5,47.90367,10.547945526079566,461,0,0,0,1,0,0,0,1,0,1,0,1,0
219,2016-12-21,2016,12,21,0,2705,2403,72,230,0,0,6.8,45.7,0.7,87.5,45.186,9.153537007662427,494,0,0,0,1,0,0,0,0,1,0,1,1,0
220,2016-12-22,2016,12,22,0,2705,2345,118,242,32,0,11.5,11.0,2.8,65.1,53.717335,12.237383224645358,213,0,0,0,1,0,0,1,0,0,1,0,1,0
221,2016-12-23,2016,12,23,0,2705,2119,343,243,7,0,4.1,0.0,1.8,49.4,44.561946,4.962908340403857,398,0,0,0,1,1,0,0,0,0,0,1,1,0
222,2016-12-26,2016,12,26,0,2705,2305,206,194,63,0,5.7,15.3,0.7,86.0,43.47198,8.057930314620389,328,0,0,0,1,0,1,0,0,0,0,1,1,0
223,2016-12-27,2016,12,27,0,2705,2342,127,236,51,0,3.7,1.0,2.2,47.8,44.212514,4.185089665067999,314,0,0,0,1,0,0,0,1,0,1,0,1,0
224,2016-12-28,2016,12,28,0,2705,2314,166,225,0,0,-0.5,0.0,0.7,55.6,37.66898,1.8826925902016247,0,0,0,0,1,0,0,0,0,1,1,0,1,0
225,2016-12-29,2016,12,29,0,2705,2262,242,201,42,0,-0.3,0.0,1.4,47.5,39.123425,0.8091341089115911,343,0,0,0,1,0,0,1,0,0,1,0,1,0
226,2016-12-30,2016,12,30,0,2705,2049,529,127,3,0,-1.9,0.0,0.5,51.6,36.411604,1.0884478063653655,275,0,0,0,1,1,0,0,0,0,0,1,1,0
227,2017-01-02,2017,1,2,0,2697,2499,96,102,272,0,4.4,0.0,0.5,72.8,42.624768,7.239625682289894,559,0,0,0,1,0,1,0,0,0,0,1,1,0
228,2017-01-03,2017,1,3,0,2697,2478,61,158,259,0,2.5,0.0,0.4,68.4,40.2367,5.710311365869622,364,0,0,0,1,0,0,0,1,0,1,0,1,0
229,2017-01-04,2017,1,4,0,2697,2460,67,170,0,0,1.8,0.0,0.2,71.9,38.757558,6.001658809902703,427,0,0,0,1,0,0,0,0,1,0,1,1,0
230,2017-01-05,2017,1,5,0,2697,2411,79,207,316,0,4.5,0.0,0.9,68.1,43.240555,6.491239105362563,531,0,0,0,1,0,0,1,0,0,1,0,1,0
231,2017-01-06,2017,1,6,0,2697,2284,189,224,74,0,5.7,0.0,1.2,60.5,45.679515,7.28293542705405,523,0,0,0,1,1,0,0,0,0,0,1,1,0
232,2017-01-09,2017,1,9,0,2697,2410,121,166,445,0,4.7,0.0,1.7,57.4,44.569622,5.69224518983758,620,0,0,0,1,0,1,0,0,0,0,1,1,0
233,2017-01-10,2017,1,10,0,2697,2428,70,199,412,0,0.8,0.0,1.1,55.8,39.410536,2.39455717454311,533,0,0,0,1,0,0,0,1,0,1,0,1,0
234,2017-01-11,2017,1,11,0,2697,2417,57,223,0,0,-0.1,0.0,1.4,33.0,41.46733,1.0171202751986157,514,0,0,0,1,0,0,0,0,1,0,1,1,0
235,2017-01-12,2017,1,12,0,2697,2374,85,238,305,0,0.8,0.0,1.4,55.3,39.478076,1.9530580234902264,416,0,0,0,1,0,0,1,0,0,0,1,1,0
236,2017-01-13,2017,1,13,0,2697,2259,191,247,62,0,-0.2,0.0,2.0,44.9,39.628398,0.2035443700697307,533,0,0,0,1,1,0,0,0,0,0,1,1,0
237,2017-01-16,2017,1,16,0,2697,2378,123,196,432,0,-2.4,0.0,0.9,39.8,37.718952,-0.4872273676409941,571,0,0,0,1,0,1,0,0,0,0,1,1,0
238,2017-01-17,2017,1,17,0,2697,2407,75,215,380,0,-1.8,0.0,0.4,50.0,36.801,1.565409028231601,469,0,0,0,1,0,0,0,1,0,1,0,1,0
239,2017-01-18,2017,1,18,0,2697,2398,59,240,0,0,1.2,0.0,0.9,49.4,40.794672000000006,3.1537116617521663,394,0,0,0,1,0,0,0,0,1,0,1,1,0
240,2017-01-19,2017,1,19,0,2697,2368,93,236,334,0,-0.5,0.0,0.4,59.1,37.151155,2.818519037284956,499,0,0,0,1,0,0,1,0,0,1,0,1,0
241,2017-01-20,2017,1,20,0,2697,2223,207,267,61,0,-0.6,0.0,2.5,50.1,38.352106,-0.6936672147451879,446,0,0,0,1,1,0,0,0,0,0,1,1,0
242,2017-01-23,2017,1,23,0,2697,2387,108,202,396,0,-3.5,0.0,1.8,39.8,36.39453,-3.071043437500982,509,0,0,0,1,0,1,0,0,0,0,1,1,0
243,2017-01-24,2017,1,24,0,2697,2416,63,218,273,0,-3.4,0.0,1.2,44.1,35.755294,-2.0876697945854694,396,0,0,0,1,0,0,0,1,0,1,0,1,0
244,2017-01-25,2017,1,25,0,2697,2415,79,203,0,0,-3.1,0.0,0.5,49.0,35.27819,-0.0832051223821648,0,0,0,0,1,0,0,0,0,1,1,0,1,0
245,2017-01-26,2017,1,26,1,2697,2211,369,117,28,0,-0.2,0.0,0.8,45.8,39.497916,1.9479628459953848,147,0,0,0,1,0,0,1,0,0,0,1,1,0
246,2017-01-31,2017,1,31,0,2697,2462,177,58,278,0,-1.1,0.0,0.6,50.9,37.575999,1.5567608111273232,680,0,0,0,1,0,0,0,1,0,1,0,1,0
247,2017-02-01,2017,2,1,0,2632,2392,61,179,0,0,0.9,0.0,1.8,34.6,42.389486,1.580191802338662,566,0,0,0,1,0,0,0,0,1,0,1,1,0
248,2017-02-02,2017,2,2,0,2632,2370,45,217,427,0,0.6,0.0,1.1,37.9,41.591426,2.189738611277808,549,0,0,0,1,0,0,1,0,0,1,0,1,0
249,2017-02-03,2017,2,3,0,2632,2275,104,253,92,0,1.1,0.0,0.6,48.8,40.744032,3.727901660977074,582,0,0,0,1,1,0,0,0,0,0,1,1,0
250,2017-02-06,2017,2,6,0,2632,2381,49,202,610,0,2.1,0.0,1.9,40.9,43.002611,2.7481311411017657,768,0,0,0,1,0,1,0,0,0,0,1,1,0
251,2017-02-07,2017,2,7,0,2632,2385,40,207,565,0,1.2,0.0,0.6,49.8,40.742224,3.8265898814247903,554,0,0,0,1,0,0,0,1,0,0,1,1,0
252,2017-02-08,2017,2,8,0,2632,2374,52,206,0,0,2.9,0.0,0.9,45.5,43.448805,4.873043981187825,548,0,0,0,1,0,0,0,0,1,0,1,1,0
253,2017-02-09,2017,2,9,0,2632,2340,65,227,377,0,0.1,0.0,3.0,31.5,41.907685,-0.3255910495971661,583,0,0,0,1,0,0,1,0,0,1,0,1,0
254,2017-02-10,2017,2,10,0,2632,2199,149,284,59,0,-2.4,0.0,2.6,35.9,38.369316,-2.728571614253223,505,0,0,0,1,1,0,0,0,0,0,1,1,0
255,2017-02-13,2017,2,13,0,2632,2375,61,196,505,0,1.8,0.0,0.7,50.0,41.499,4.17350658474407,689,0,0,0,1,0,1,0,0,0,0,1,1,0
256,2017-02-14,2017,2,14,0,2632,2356,53,223,444,0,2.2,0.0,0.9,49.5,42.08161,4.165083614361377,566,0,0,0,1,0,0,0,1,0,1,0,1,0
257,2017-02-15,2017,2,15,0,2632,2348,51,233,0,0,2.2,0.0,0.5,49.6,42.069488,5.091595312919424,505,0,0,0,1,0,0,0,0,1,0,1,1,0
258,2017-02-16,2017,2,16,0,2632,2336,56,240,419,0,6.7,2.5,1.0,66.6,46.620778,8.570600000000002,567,0,0,0,1,0,0,1,0,0,1,0,1,0
259,2017-02-17,2017,2,17,0,2632,2219,144,269,73,0,10.2,0.4,2.2,44.1,52.708918,11.14861620622023,494,0,0,0,1,1,0,0,0,0,0,1,1,0
260,2017-02-20,2017,2,20,0,2632,2329,104,199,494,0,7.4,0.4,2.7,45.3,49.134778,7.8301626566949905,648,0,0,0,1,0,1,0,0,0,0,1,1,0
261,2017-02-21,2017,2,21,0,2632,2343,63,226,445,0,1.6,0.0,0.6,48.3,41.454172,4.221342763215654,559,0,0,0,1,0,0,0,1,0,1,0,1,0
262,2017-02-22,2017,2,22,0,2632,2305,75,252,0,0,3.4,30.1,0.4,84.5,39.81477,6.577849064445021,0,0,0,0,1,0,0,0,0,1,1,0,1,0
263,2017-02-23,2017,2,23,0,2632,2285,75,272,307,0,4.1,0.0,2.6,42.6,45.258334000000005,4.314157308356999,534,0,0,0,1,0,0,1,0,0,1,0,1,0
264,2017-02-24,2017,2,24,0,2632,2167,174,291,63,0,2.5,0.0,2.2,31.1,44.647425,2.8995155343937404,463,0,0,0,1,1,0,0,0,0,0,1,1,0
265,2017-02-27,2017,2,27,0,2632,2317,134,181,368,0,5.1,0.0,0.8,60.1,44.871149,7.269658406185352,563,0,0,0,1,0,1,0,0,0,0,1,1,0
266,2017-02-28,2017,2,28,1,2632,2273,156,203,179,0,5.1,0.0,0.8,55.9,45.259691,7.269658406185352,536,0,0,0,1,0,0,0,1,0,1,0,1,0
267,2017-03-02,2017,3,2,0,2627,2222,190,215,428,0,4.5,1.3,2.5,50.6,44.96343,4.81742675214779,593,0,1,0,0,0,0,1,0,0,1,0,1,0
268,2017-03-03,2017,3,3,0,2627,2197,174,256,70,0,4.0,0.0,0.9,48.6,44.51476,5.985553129057957,578,0,1,0,0,1,0,0,0,0,0,1,1,0
269,2017-03-06,2017,3,6,0,2627,2363,63,201,490,0,4.7,0.0,2.5,32.6,46.962078,5.033548084182806,658,0,1,0,0,0,1,0,0,0,0,1,1,0
270,2017-03-07,2017,3,7,0,2627,2372,41,214,455,0,1.2,0.0,2.0,35.4,42.630352,1.6938504604136209,545,0,1,0,0,0,0,0,1,0,1,0,1,0
271,2017-03-08,2017,3,8,0,2627,2348,46,233,0,0,1.0,0.0,1.7,47.5,40.78775,1.795651698655406,518,0,1,0,0,0,0,0,0,1,0,1,1,0
272,2017-03-09,2017,3,9,0,2627,2318,55,254,346,0,5.1,0.0,2.4,37.5,46.961875,5.536256616848421,519,0,1,0,0,0,0,1,0,0,1,0,1,0
273,2017-03-10,2017,3,10,0,2627,2191,145,291,63,0,5.6,0.0,1.0,42.0,47.15848,7.450800000000001,461,0,1,0,0,1,0,0,0,0,0,1,1,0
274,2017-03-13,2017,3,13,0,2627,2334,82,211,449,0,9.3,0.0,1.2,47.8,51.398546,10.989988042208148,596,0,1,0,0,0,1,0,0,0,0,1,1,0
275,2017-03-14,2017,3,14,0,2627,2351,46,230,437,0,8.4,0.0,1.8,43.4,50.506944,9.508433688428966,533,0,1,0,0,0,0,0,1,0,1,0,1,0
276,2017-03-15,2017,3,15,0,2627,2353,40,234,0,0,5.5,0.0,1.1,43.0,46.94735,7.207793411277709,486,0,1,0,0,0,0,0,0,1,0,1,1,0
277,2017-03-16,2017,3,16,0,2627,2321,47,259,357,0,6.5,0.0,1.0,56.0,47.1606,8.367,504,0,1,0,0,0,0,1,0,0,1,0,1,0
278,2017-03-17,2017,3,17,0,2627,2199,129,299,59,0,6.5,0.0,1.0,49.5,47.671825,8.367,429,0,1,0,0,1,0,0,0,0,0,1,1,0
279,2017-03-20,2017,3,20,0,2627,2334,86,207,390,0,7.1,7.9,0.8,75.4,46.568666,9.277845410030624,556,0,1,0,0,0,1,0,0,0,0,1,1,0
280,2017-03-21,2017,3,21,0,2627,2350,55,222,454,0,9.2,2.3,1.6,54.4,50.927552,10.51249328182485,647,0,1,0,0,0,0,0,1,0,1,0,1,0
281,2017-03-22,2017,3,22,0,2627,2339,53,235,0,0,6.9,0.0,0.8,55.4,47.751174000000006,9.077026709646097,0,0,1,0,0,0,0,0,0,1,1,0,1,0
282,2017-03-23,2017,3,23,0,2627,2320,62,245,321,0,9.3,0.0,0.8,49.4,51.317058,11.486851114260425,557,0,1,0,0,0,0,1,0,0,1,0,1,0
283,2017-03-24,2017,3,24,0,2627,2167,181,279,50,0,8.1,0.0,1.0,61.3,49.010747,9.995800000000004,518,0,1,0,0,1,0,0,0,0,0,1,1,0
284,2017-03-27,2017,3,27,0,2627,2280,105,242,360,0,5.6,0.0,1.2,60.8,45.512352,7.179961743299771,501,0,1,0,0,0,1,0,0,0,0,1,1,0
285,2017-03-28,2017,3,28,0,2627,2335,44,248,368,0,7.4,0.6,1.1,55.6,48.416456,9.153569762298083,504,0,1,0,0,0,0,0,1,0,1,0,1,0
286,2017-03-29,2017,3,29,0,2627,2348,42,237,0,0,7.0,4.5,0.8,86.6,45.58758,9.177436059838362,474,0,1,0,0,0,0,0,0,1,0,1,1,0
287,2017-03-30,2017,3,30,0,2627,2282,67,278,223,0,10.6,0.0,1.2,62.4,52.511056,12.328645931013789,497,0,1,0,0,0,0,1,0,0,1,0,1,0
288,2017-03-31,2017,3,31,0,2627,2184,147,296,45,0,9.9,2.6,1.1,69.9,51.174199,11.713801803114356,420,0,1,0,0,1,0,0,0,0,0,1,1,0
289,2017-04-03,2017,4,3,0,2626,2347,81,198,465,0,11.0,0.0,1.1,45.9,53.64481,12.840303901073518,577,0,1,0,0,0,1,0,0,0,0,1,1,0
290,2017-04-04,2017,4,4,0,2626,2360,54,212,418,0,12.6,0.0,1.1,43.5,55.71169,14.478852407195935,535,0,1,0,0,0,0,0,1,0,1,0,1,0
291,2017-04-05,2017,4,5,0,2626,2312,63,251,0,0,13.4,48.5,1.3,77.4,56.353684,15.13152961443133,391,0,1,0,0,0,0,0,0,1,0,1,1,0
292,2017-04-06,2017,4,6,0,2626,2290,65,271,317,0,15.6,15.7,1.5,86.4,59.924416,17.28330210160859,436,0,1,0,0,0,0,1,0,0,1,0,1,0
293,2017-04-07,2017,4,7,0,2626,2184,151,291,67,0,15.0,0.0,1.2,69.5,58.83225,16.859488016202132,431,0,1,0,0,1,0,0,0,0,0,1,1,0
294,2017-04-10,2017,4,10,0,2626,2316,81,229,418,0,13.5,0.1,2.2,45.3,56.811445,14.68394506557444,541,0,1,0,0,0,1,0,0,0,0,1,1,0
295,2017-04-11,2017,4,11,0,2626,2348,44,234,440,0,13.2,11.5,1.7,59.0,56.26512,14.643878885796628,535,0,1,0,0,0,0,0,1,0,0,1,1,0
296,2017-04-12,2017,4,12,0,2626,2344,41,241,0,0,14.0,0.0,2.4,23.0,57.5388,15.127054750925716,384,0,1,0,0,0,0,0,0,1,0,1,1,0
297,2017-04-13,2017,4,13,0,2626,2295,61,270,318,0,13.7,0.0,1.6,42.5,57.083775,15.23284387646161,521,0,1,0,0,0,0,1,0,0,1,0,1,0
298,2017-04-14,2017,4,14,0,2626,2206,122,298,55,0,15.2,0.0,2.1,49.0,58.97852,16.55012549075238,402,0,1,0,0,1,0,0,0,0,0,1,1,0
299,2017-04-17,2017,4,17,0,2626,2324,82,220,434,0,14.2,16.5,0.8,88.6,57.587588,16.406909273681336,479,0,1,0,0,0,1,0,0,0,0,1,1,0
300,2017-04-18,2017,4,18,0,2626,2325,57,244,405,0,14.7,0.0,1.9,60.4,58.359812000000005,16.115263544615907,567,0,1,0,0,0,0,0,1,0,1,0,1,0
301,2017-04-19,2017,4,19,0,2626,2334,36,256,0,0,14.6,0.0,1.8,36.1,58.181594,16.06244698093028,408,0,1,0,0,0,0,0,0,1,0,1,1,0
302,2017-04-20,2017,4,20,0,2626,2294,44,288,284,0,13.0,0.2,1.0,52.6,56.07782,14.984000000000002,511,0,1,0,0,0,0,1,0,0,1,0,1,0
303,2017-04-21,2017,4,21,0,2626,2182,137,307,59,0,14.3,0.0,1.0,56.1,57.802777000000006,16.3074,353,0,1,0,0,1,0,0,0,0,0,1,1,0
304,2017-04-24,2017,4,24,0,2626,2290,76,260,373,0,14.6,0.0,1.2,59.9,58.218246,16.447593281185007,531,0,1,0,0,0,1,0,0,0,0,1,1,0
305,2017-04-25,2017,4,25,0,2626,2269,69,288,336,0,17.3,0.1,1.3,68.1,62.238187,19.16802446835398,510,0,1,0,0,0,0,0,1,0,1,0,1,0
