datetime,worker_number,real_number,biztrip_number,overtime_number,telecom_number,vacation_number
2018-05-08,2721,2357.0,231,590,0.0,133
2018-05-09,2721,2366.0,269,0,0.0,86
2018-05-10,2721,2350.0,291,369,0.0,80
2018-05-11,2721,2242.0,296,48,0.0,183
2018-05-14,2721,2392.0,229,490,0.0,100
2018-05-15,2721,2385.0,272,457,0.0,64
2018-05-16,2721,2399.0,264,0,0.0,58
2018-05-17,2721,2372.0,278,343,0.0,71
2018-05-18,2721,2274.0,302,29,0.0,145
2018-05-21,2721,1716.0,144,139,0.0,861
2018-05-23,2721,2386.0,246,0,0.0,89
2018-05-24,2721,2376.0,281,379,0.0,64
2018-05-25,2721,2292.0,293,70,0.0,136
2018-05-28,2721,2408.0,221,495,0.0,92
2018-05-29,2721,2390.0,258,422,0.0,73
2018-05-30,2721,2360.0,281,0,0.0,80
2018-05-31,2721,2348.0,283,242,0.0,90
2018-06-01,2728,2257.0,291,55,0.0,180
2018-06-04,2728,2355.0,215,519,0.0,158
2018-06-05,2728,2332.0,233,253,0.0,163
2018-06-07,2728,2276.0,265,379,0.0,187
2018-06-08,2728,2188.0,288,65,0.0,252
2018-06-11,2728,2380.0,195,490,0.0,153
2018-06-12,2728,2338.0,234,249,0.0,156
2018-06-14,2728,2278.0,260,381,0.0,190
2018-06-15,2728,2199.0,295,44,0.0,234
2018-06-18,2728,2412.0,229,335,0.0,87
2018-06-19,2728,2413.0,247,415,0.0,68
2018-06-20,2728,2398.0,257,0,0.0,73
2018-06-21,2728,2374.0,282,329,0.0,72
2018-06-22,2728,2245.0,305,50,0.0,178
2018-06-25,2728,2384.0,240,424,0.0,104
2018-06-26,2728,2414.0,243,384,0.0,71
2018-06-27,2728,2385.0,277,0,0.0,66
2018-06-28,2728,2359.0,286,234,0.0,83
2018-06-29,2728,2219.0,299,12,0.0,210
2018-07-02,2704,2399.0,209,130,0.0,96
2018-07-03,2704,2413.0,220,232,0.0,71
2018-07-04,2704,2373.0,237,0,0.0,94
2018-07-05,2704,2341.0,270,234,0.0,93
2018-07-06,2704,2221.0,289,36,0.0,194
2018-07-09,2704,2337.0,228,300,0.0,139
2018-07-10,2704,2357.0,251,292,0.0,96
2018-07-11,2704,2354.0,255,1,0.0,95
2018-07-12,2704,2332.0,270,244,0.0,102
2018-07-13,2704,2202.0,302,29,0.0,200
2018-07-16,2704,2355.0,199,318,0.0,150
2018-07-17,2704,2337.0,256,307,0.0,111
2018-07-18,2704,2342.0,254,0,0.0,108
2018-07-19,2704,2306.0,285,265,0.0,113
2018-07-20,2704,2140.0,291,49,0.0,273
2018-07-23,2704,2257.0,223,341,0.0,224
2018-07-24,2704,2271.0,232,392,0.0,201
2018-07-25,2704,2222.0,256,1,0.0,226
2018-07-26,2704,2167.0,265,299,0.0,272
2018-07-27,2704,2030.0,271,59,0.0,403
2018-07-30,2704,2024.0,193,401,0.0,487
2018-07-31,2704,2043.0,228,287,0.0,433
2018-08-01,2996,2298.0,209,0,0.0,489
2018-08-02,2996,2219.0,229,209,0.0,548
2018-08-03,2996,2089.0,242,34,0.0,665
2018-08-06,2996,2334.0,158,333,0.0,504
2018-08-07,2996,2321.0,206,366,0.0,469
2018-08-08,2996,2291.0,235,0,0.0,470
2018-08-09,2996,2278.0,227,271,0.0,491
2018-08-10,2996,2180.0,254,30,0.0,562
2018-08-13,2996,2237.0,184,297,0.0,575
2018-08-14,2996,2228.0,217,153,0.0,551
2018-08-16,2996,2287.0,228,228,0.0,481
2018-08-17,2996,2221.0,245,30,0.0,530
2018-08-20,2996,2586.0,206,475,0.0,204
2018-08-21,2996,2591.0,237,355,0.0,168
2018-08-22,2996,2611.0,238,0,0.0,147
2018-08-23,2996,2601.0,263,289,0.0,132
2018-08-24,2996,2493.0,284,46,0.0,219
2018-08-27,2996,2632.0,226,492,0.0,138
2018-08-28,2996,2649.0,243,376,0.0,104
2018-08-29,2996,2635.0,258,0,0.0,103
2018-08-30,2996,2626.0,264,304,0.0,106
2018-08-31,2996,2491.0,289,70,0.0,216
2018-09-03,2763,2408.0,233,393,0.0,122
2018-09-04,2763,2410.0,262,404,0.0,91
2018-09-05,2763,2401.0,269,0,0.0,93
2018-09-06,2763,2374.0,283,280,0.0,106
2018-09-07,2763,2296.0,303,56,0.0,164
2018-09-10,2763,2421.0,243,343,0.0,99
2018-09-11,2763,2424.0,272,370,0.0,67
2018-09-12,2763,2390.0,300,0,0.0,73
2018-09-13,2763,2390.0,306,297,0.0,67
2018-09-14,2763,2276.0,313,132,0.0,174
2018-09-17,2763,2420.0,252,465,0.0,91
2018-09-18,2763,2407.0,289,446,0.0,67
2018-09-19,2763,2398.0,288,0,0.0,77
2018-09-20,2763,2393.0,277,385,0.0,93
2018-09-21,2763,2262.0,241,51,0.0,260
2018-10-08,2805,2148.0,233,216,0.0,424
2018-10-10,2805,2493.0,232,1044,0.0,80
2018-10-11,2805,2498.0,240,430,0.0,67
2018-10-12,2805,2325.0,288,28,0.0,192
2018-10-15,2805,2461.0,243,268,0.0,101
2018-10-16,2805,2469.0,273,315,0.0,63
2018-10-17,2805,2443.0,294,0,0.0,68
2018-10-18,2805,2432.0,299,175,0.0,74
2018-10-19,2805,2295.0,303,40,0.0,207
2018-10-22,2805,2428.0,236,290,0.0,141
2018-10-23,2805,2455.0,277,243,0.0,73
2018-10-24,2805,2424.0,299,1,0.0,82
2018-10-25,2805,2380.0,315,158,0.0,110
2018-10-26,2805,2234.0,308,25,0.0,263
2018-10-29,2805,2400.0,250,316,0.0,155
2018-10-30,2805,2416.0,300,206,0.0,89
2018-10-31,2805,2388.0,306,0,0.0,111
2018-11-01,2815,2427.0,299,172,0.0,89
2018-11-02,2815,2305.0,299,43,0.0,211
2018-11-05,2815,2463.0,248,391,0.0,104
2018-11-06,2815,2477.0,269,393,0.0,69
2018-11-07,2815,2448.0,299,0,0.0,68
2018-11-08,2815,2458.0,285,305,0.0,72
2018-11-09,2815,2328.0,302,38,0.0,185
2018-11-12,2815,2464.0,228,401,0.0,123
2018-11-13,2815,2444.0,280,328,0.0,91
2018-11-14,2815,2463.0,263,0,0.0,89
2018-11-15,2815,2386.0,282,291,0.0,147
2018-11-16,2815,2269.0,295,59,0.0,251
2018-11-19,2815,2467.0,230,416,0.0,118
2018-11-20,2815,2467.0,278,344,0.0,70
2018-11-21,2815,2444.0,290,0,0.0,81
2018-11-22,2815,2448.0,287,325,0.0,80
2018-11-23,2815,2288.0,305,57,0.0,222
2018-11-26,2815,2493.0,215,447,0.0,107
2018-11-27,2815,2491.0,264,418,0.0,60
2018-11-28,2815,2448.0,298,1,0.0,69
2018-11-29,2815,2436.0,293,354,0.0,86
2018-11-30,2815,2305.0,314,60,0.0,196
2018-12-03,2846,2579.0,187,798,0.0,80
2018-12-04,2846,2536.0,246,802,0.0,64
2018-12-05,2846,2505.0,254,0,0.0,87
2018-12-06,2846,2490.0,266,589,0.0,90
2018-12-07,2846,2364.0,300,83,0.0,182
2018-12-10,2846,2544.0,204,863,0.0,98
2018-12-11,2846,2527.0,250,716,0.0,69
2018-12-12,2846,2509.0,262,0,0.0,75
2018-12-13,2846,2528.0,253,652,0.0,65
2018-12-14,2846,2409.0,277,113,0.0,160
2018-12-17,2846,2555.0,201,602,0.0,90
2018-12-18,2846,2516.0,243,525,0.0,87
2018-12-19,2846,2504.0,256,0,0.0,86
2018-12-20,2846,2498.0,242,235,0.0,106
2018-12-21,2846,2410.0,261,163,0.0,175
2018-12-24,2846,1793.0,159,26,0.0,894
2018-12-26,2846,2421.0,241,0,0.0,184
2018-12-27,2846,2411.0,253,132,0.0,182
2018-12-28,2846,2267.0,264,18,0.0,315
2018-12-31,2846,1629.0,132,28,0.0,1085
2019-01-02,2985,2748.0,129,0,0.0,108
2019-01-03,2985,2658.0,207,444,0.0,120
2019-01-04,2985,2533.0,234,65,0.0,218
2019-01-07,2985,2661.0,211,439,0.0,113
2019-01-08,2985,2664.0,223,444,0.0,98
2019-01-09,2985,2675.0,225,0,0.0,85
2019-01-10,2985,2648.0,243,363,0.0,94
2019-01-11,2985,2557.0,251,1,0.0,177
2019-01-14,2985,2700.0,186,487,0.0,99
2019-01-15,2985,2691.0,223,417,0.0,71
2019-01-16,2985,2677.0,228,0,0.0,80
2019-01-17,2985,2667.0,247,326,0.0,71
2019-01-18,2985,2513.0,276,1,0.0,196
2019-01-21,2985,2672.0,199,468,0.0,114
2019-01-22,2985,2682.0,230,436,0.0,73
2019-01-23,2985,2675.0,224,0,0.0,86
2019-01-24,2985,2653.0,241,401,0.0,91
2019-01-25,2985,2532.0,267,1,0.0,186
2019-01-28,2985,2688.0,203,426,0.0,94
2019-01-29,2985,2705.0,219,385,0.0,61
2019-01-30,2985,2693.0,226,1,0.0,66
2019-01-31,2985,2671.0,218,325,0.0,96
2019-02-01,2806,2343.0,180,2,0.0,283
2019-02-07,2806,2313.0,101,447,0.0,392
2019-02-08,2806,2243.0,190,3,0.0,373
2019-02-11,2806,2580.0,159,758,0.0,67
2019-02-12,2806,2515.0,240,648,0.0,51
2019-02-13,2806,2514.0,231,0,0.0,61
2019-02-14,2806,2494.0,239,605,0.0,73
2019-02-15,2806,2369.0,278,1,0.0,159
2019-02-18,2806,2507.0,195,728,0.0,104
2019-02-19,2806,2516.0,228,663,0.0,62
2019-02-20,2806,2500.0,241,0,0.0,65
2019-02-21,2806,2456.0,269,540,0.0,81
2019-02-22,2806,2327.0,301,1,0.0,178
2019-02-25,2806,2470.0,214,752,0.0,122
2019-02-26,2806,2458.0,239,644,0.0,109
2019-02-27,2806,2432.0,274,0,0.0,100
2019-02-28,2806,2281.0,271,116,0.0,254
2019-03-04,2836,2451.0,172,708,0.0,213
2019-03-05,2836,2539.0,230,736,0.0,67
2019-03-06,2836,2542.0,238,0,0.0,56
2019-03-07,2836,2526.0,265,589,0.0,45
2019-03-08,2836,2406.0,300,4,0.0,130
2019-03-11,2836,2550.0,205,690,0.0,81
2019-03-12,2836,2533.0,244,642,0.0,59
2019-03-13,2836,2531.0,244,0,0.0,61
2019-03-14,2836,2488.0,286,417,0.0,62
2019-03-15,2836,2358.0,304,4,0.0,174
2019-03-18,2836,2512.0,217,607,0.0,107
2019-03-19,2836,2516.0,248,553,0.0,72
2019-03-20,2836,2498.0,261,0,0.0,77
2019-03-21,2836,2495.0,260,457,0.0,81
2019-03-22,2836,2373.0,295,3,0.0,168
2019-03-25,2836,2493.0,232,585,0.0,111
2019-03-26,2836,2501.0,252,525,0.0,83
2019-03-27,2836,2485.0,259,0,0.0,92
2019-03-28,2836,2470.0,282,522,0.0,84
2019-03-29,2836,2296.0,301,1,0.0,239
2019-04-01,2822,2499.0,197,611,0.0,126
2019-04-02,2822,2502.0,253,514,0.0,67
2019-04-03,2822,2480.0,283,0,0.0,59
2019-04-04,2822,2474.0,288,429,0.0,60
2019-04-05,2822,2334.0,303,1,0.0,185
2019-04-08,2822,2496.0,222,592,0.0,104
2019-04-09,2822,2514.0,239,578,0.0,69
2019-04-10,2822,2513.0,245,0,0.0,64
2019-04-11,2822,2522.0,248,434,0.0,52
2019-04-12,2822,2379.0,288,0,0.0,155
2019-04-15,2822,2531.0,178,609,0.0,113
2019-04-16,2822,2534.0,234,552,0.0,54
2019-04-17,2822,2502.0,263,0,0.0,57
2019-04-18,2822,2465.0,281,458,0.0,76
2019-04-19,2822,2298.0,294,1,0.0,230
2019-04-22,2822,2460.0,253,533,0.0,109
2019-04-23,2822,2490.0,272,576,0.0,60
2019-04-24,2822,2490.0,273,0,0.0,59
2019-04-25,2822,2443.0,294,452,0.0,85
2019-04-26,2822,2310.0,297,0,0.0,215
2019-04-29,2822,2418.0,252,544,0.0,152
2019-04-30,2822,2372.0,298,290,0.0,152
2019-05-02,2825,2275.0,303,384,0.0,247
2019-05-03,2825,2201.0,276,1,0.0,348
2019-05-07,2825,2419.0,271,606,0.0,135
2019-05-08,2825,2448.0,296,0,0.0,81
2019-05-09,2825,2447.0,286,538,0.0,92
2019-05-10,2825,2357.0,302,0,0.0,166
2019-05-13,2825,2475.0,231,599,0.0,119
2019-05-14,2825,2493.0,256,601,0.0,76
2019-05-15,2825,2472.0,284,0,0.0,69
2019-05-16,2825,2470.0,283,482,0.0,72
2019-05-17,2825,2310.0,291,1,0.0,224
2019-05-20,2825,2502.0,223,602,0.0,100
2019-05-21,2825,2482.0,279,563,0.0,64
2019-05-22,2825,2493.0,272,0,0.0,60
2019-05-23,2825,2462.0,302,447,0.0,61
2019-05-24,2825,2325.0,307,0,0.0,193
2019-05-27,2825,2527.0,212,644,0.0,86
2019-05-28,2825,2542.0,229,632,0.0,54
2019-05-29,2825,2538.0,237,0,0.0,50
2019-05-30,2825,2494.0,258,517,0.0,73
2019-05-31,2825,2355.0,291,0,0.0,179
2019-06-03,2758,2446.0,225,702,0.0,87
2019-06-04,2758,2442.0,251,592,0.0,65
2019-06-05,2758,2367.0,247,0,0.0,144
2019-06-07,2758,1649.0,219,3,0.0,890
2019-06-10,2758,2408.0,236,673,0.0,114
2019-06-11,2758,2436.0,267,624,0.0,55
2019-06-12,2758,2420.0,278,0,0.0,60
2019-06-13,2758,2405.0,288,507,0.0,65
2019-06-14,2758,2270.0,295,4,0.0,193
2019-06-17,2758,2423.0,240,640,0.0,95
2019-06-18,2758,2429.0,264,558,0.0,65
2019-06-19,2758,2420.0,260,0,0.0,78
2019-06-20,2758,2377.0,291,444,0.0,90
2019-06-21,2758,2276.0,294,0,0.0,188
2019-06-24,2758,2444.0,213,692,0.0,101
2019-06-25,2758,2426.0,265,573,0.0,67
2019-06-26,2758,2407.0,282,0,0.0,69
2019-06-27,2758,2393.0,280,478,0.0,85
2019-06-28,2758,2241.0,288,2,0.0,229
2019-07-01,2760,2427.0,218,512,0.0,115
2019-07-02,2760,2436.0,237,490,0.0,87
2019-07-03,2760,2413.0,265,0,0.0,82
2019-07-04,2760,2356.0,309,434,0.0,95
2019-07-05,2760,2261.0,289,0,0.0,210
2019-07-08,2760,2328.0,277,536,0.0,155
2019-07-09,2760,2410.0,275,466,0.0,75
2019-07-10,2760,2351.0,286,0,0.0,123
2019-07-11,2760,2357.0,301,371,0.0,102
2019-07-12,2760,2210.0,306,0,0.0,244
2019-07-15,2760,2384.0,232,396,0.0,144
2019-07-16,2760,2433.0,227,426,0.0,100
2019-07-17,2760,2405.0,259,0,0.0,96
2019-07-18,2760,2373.0,274,310,0.0,113
2019-07-19,2760,2233.0,291,0,0.0,236
2019-07-22,2760,2319.0,218,438,0.0,223
2019-07-23,2760,2308.0,246,449,0.0,206
2019-07-24,2760,2284.0,252,0,0.0,224
2019-07-25,2760,2205.0,279,347,0.0,276
2019-07-26,2760,2084.0,280,1,0.0,396
2019-07-29,2760,2102.0,183,424,0.0,475
2019-07-30,2760,2113.0,213,382,0.0,434
2019-07-31,2760,2034.0,231,0,0.0,495
2019-08-01,3305,2540.0,219,285,0.0,546
2019-08-02,3305,2381.0,237,2,0.0,687
2019-08-05,3305,2660.0,183,392,0.0,462
2019-08-06,3305,2675.0,203,392,0.0,427
2019-08-07,3305,2651.0,233,1,0.0,421
2019-08-08,3305,2621.0,254,364,0.0,430
2019-08-09,3305,2548.0,261,3,0.0,496
2019-08-12,3305,2703.0,208,424,0.0,394
2019-08-13,3305,2706.0,254,411,0.0,345
2019-08-14,3305,2629.0,246,2,0.0,430
2019-08-16,3305,2071.0,208,7,0.0,1026
2019-08-19,3305,2829.0,212,569,0.0,264
2019-08-20,3305,2845.0,255,534,0.0,205
2019-08-21,3305,2826.0,265,0,0.0,214
2019-08-22,3305,2852.0,275,468,0.0,178
2019-08-23,3305,2742.0,295,2,0.0,268
2019-08-26,3305,2913.0,230,596,0.0,162
2019-08-27,3305,2921.0,266,550,0.0,118
2019-08-28,3305,2908.0,274,0,0.0,123
2019-08-29,3305,2884.0,289,435,0.0,132
2019-08-30,3305,2747.0,305,1,0.0,253
2019-09-02,3111,2761.0,213,564,0.0,137
2019-09-03,3111,2754.0,254,460,0.0,103
2019-09-04,3111,2739.0,270,0,0.0,102
2019-09-05,3111,2701.0,292,391,0.0,118
2019-09-06,3111,2596.0,301,0,0.0,214
2019-09-09,3111,2746.0,217,523,0.0,148
2019-09-10,3111,2731.0,238,401,0.0,142
2019-09-11,3111,2550.0,135,0,0.0,426
2019-09-16,3111,2672.0,180,631,0.0,259
2019-09-17,3111,2795.0,241,606,0.0,75
2019-09-18,3111,2790.0,250,0,0.0,71
2019-09-19,3111,2741.0,290,441,0.0,80
2019-09-20,3111,2627.0,302,2,0.0,182
2019-09-23,3111,2783.0,214,569,0.0,114
2019-09-24,3111,2775.0,265,631,0.0,71
2019-09-25,3111,2766.0,285,1,0.0,60
2019-09-26,3111,2724.0,312,542,0.0,75
2019-09-27,3111,2625.0,309,2,0.0,177
2019-09-30,3111,2597.0,231,366,0.0,283
2019-10-02,3121,2660.0,217,310,0.0,244
2019-10-04,3121,2622.0,231,428,0.0,268
2019-10-07,3121,2713.0,215,447,0.0,193
2019-10-08,3121,2645.0,262,247,0.0,214
2019-10-10,3121,2568.0,269,398,0.0,284
2019-10-11,3121,2447.0,285,3,0.0,389
2019-10-14,3121,2732.0,237,529,0.0,152
2019-10-15,3121,2749.0,260,534,0.0,112
2019-10-16,3121,2727.0,278,1,0.0,116
2019-10-17,3121,2676.0,301,364,0.0,144
2019-10-18,3121,2489.0,300,2,0.0,332
2019-10-21,3121,2726.0,227,709,0.0,168
2019-10-22,3121,2644.0,378,381,0.0,99
2019-10-23,3121,2746.0,286,2,0.0,89
2019-10-24,3121,2679.0,313,410,0.0,129
2019-10-25,3121,2482.0,323,1,0.0,316
2019-10-28,3121,2635.0,267,464,0.0,219
2019-10-29,3121,2716.0,293,477,0.0,112
2019-10-30,3121,2705.0,294,1,0.0,122
2019-10-31,3121,2679.0,312,430,0.0,130
2019-11-01,3104,2529.0,327,1,0.0,248
2019-11-04,3104,2710.0,239,538,0.0,155
2019-11-05,3104,2729.0,289,541,0.0,86
2019-11-06,3104,2690.0,295,0,0.0,119
2019-11-07,3104,2669.0,302,424,0.0,133
2019-11-08,3104,2524.0,309,1,0.0,271
2019-11-11,3104,2718.0,236,568,0.0,150
2019-11-12,3104,2726.0,272,481,0.0,106
2019-11-13,3104,2678.0,290,0,0.0,136
2019-11-14,3104,2630.0,286,453,0.0,188
2019-11-15,3104,2436.0,303,1,0.0,365
2019-11-18,3104,2691.0,230,672,0.0,183
2019-11-19,3104,2680.0,285,562,0.0,139
2019-11-20,3104,2642.0,288,0,0.0,174
2019-11-21,3104,2612.0,304,480,0.0,188
2019-11-22,3104,2465.0,310,1,0.0,329
2019-11-25,3104,2699.0,235,733,0.0,170
2019-11-26,3104,2705.0,270,634,0.0,129
2019-11-27,3104,2682.0,288,1,0.0,134
2019-11-28,3104,2640.0,297,558,0.0,167
2019-11-29,3104,2496.0,326,1,0.0,282
2019-12-02,3111,2741.0,201,748,0.0,169
2019-12-03,3111,2749.0,247,789,0.0,115
2019-12-04,3111,2736.0,257,1,0.0,118
2019-12-05,3111,2686.0,280,549,0.0,145
2019-12-06,3111,2500.0,299,5,0.0,312
2019-12-09,3111,2729.0,192,819,0.0,190
2019-12-10,3111,2708.0,248,800,0.0,155
2019-12-11,3111,2678.0,265,0,0.0,168
2019-12-12,3111,2664.0,257,586,0.0,190
2019-12-13,3111,2535.0,310,2,0.0,266
2019-12-16,3111,2694.0,211,709,0.0,206
2019-12-17,3111,2689.0,267,613,0.0,155
2019-12-18,3111,2659.0,283,3,0.0,169
2019-12-19,3111,2676.0,270,591,0.0,165
2019-12-20,3111,2513.0,261,4,0.0,337
2019-12-23,3111,2540.0,228,131,0.0,343
2019-12-24,3111,2417.0,216,52,0.0,478
2019-12-26,3111,2324.0,249,151,0.0,538
2019-12-27,3111,2169.0,236,1,0.0,706
2019-12-30,3111,2356.0,192,98,0.0,563
2019-12-31,3111,2253.0,149,22,0.0,709
2020-01-02,2821,2433.0,133,338,0.0,255
2020-01-03,2821,2314.0,186,3,0.0,321
2020-01-06,2821,2494.0,203,424,5.0,119
2020-01-07,2821,2515.0,204,448,7.0,95
2020-01-08,2821,2477.0,222,7,5.0,117
2020-01-09,2821,2449.0,241,426,7.0,124
2020-01-10,2821,2292.0,262,0,3.0,264
2020-01-13,2821,2462.0,218,526,0.0,141
2020-01-14,2821,2489.0,236,388,0.0,96
2020-01-15,2821,2489.0,235,4,0.0,97
2020-01-16,2821,2485.0,244,390,0.0,92
2020-01-17,2821,2310.0,269,0,0.0,242
2020-01-20,2821,2490.0,199,488,0.0,132
2020-01-21,2821,2488.0,237,491,0.0,96
2020-01-22,2821,2459.0,232,5,0.0,130
2020-01-23,2821,2199.0,141,38,0.0,481
2020-01-28,2821,2394.0,143,670,0.0,284
2020-01-29,2821,2506.0,214,4,0.0,101
2020-01-30,2821,2484.0,261,482,0.0,76
2020-01-31,2821,2373.0,265,0,0.0,183
2020-02-03,2872,2562.0,208,537,1.0,101
2020-02-04,2872,2578.0,222,471,0.0,72
2020-02-05,2872,2595.0,215,4,0.0,62
2020-02-06,2872,2549.0,233,426,0.0,90
2020-02-07,2872,2485.0,247,2,0.0,140
2020-02-10,2872,2671.0,136,617,0.0,65
2020-02-11,2872,2622.0,198,748,0.0,52
2020-02-12,2872,2597.0,210,5,0.0,65
2020-02-13,2872,2552.0,249,620,0.0,71
2020-02-14,2872,2439.0,273,0,0.0,160
2020-02-17,2872,2602.0,196,722,0.0,74
2020-02-18,2872,2586.0,239,666,0.0,47
2020-02-19,2872,2586.0,224,1,0.0,62
2020-02-20,2872,2540.0,254,549,0.0,78
2020-02-21,2872,2414.0,277,0,0.0,181
2020-02-24,2872,2572.0,156,846,0.0,144
2020-02-25,2872,2597.0,158,806,0.0,117
2020-02-26,2872,2573.0,190,4,0.0,109
2020-02-27,2872,2529.0,217,667,5.0,121
2020-02-28,2872,2421.0,234,0,7.0,210
2020-03-02,2950,2695.0,133,786,14.0,108
2020-03-03,2950,2677.0,185,753,12.0,76
2020-03-04,2950,2652.0,205,1,19.0,74
2020-03-05,2950,2619.0,232,612,15.0,84
2020-03-06,2950,2521.0,251,0,12.0,166
2020-03-09,2950,2714.0,129,784,16.0,91
2020-03-10,2950,2695.0,168,678,20.0,67
2020-03-11,2950,2656.0,197,0,23.0,74
2020-03-12,2950,2612.0,243,555,17.0,78
2020-03-13,2950,2506.0,259,0,20.0,165
2020-03-16,2950,2722.0,138,789,21.0,69
2020-03-17,2950,2698.0,171,679,20.0,61
2020-03-18,2950,2668.0,210,0,25.0,47
2020-03-19,2950,2626.0,235,560,19.0,70
2020-03-20,2950,2376.0,263,3,135.0,176
2020-03-23,2950,2378.0,178,687,285.0,109
2020-03-24,2950,2379.0,137,639,303.0,131
2020-03-25,2950,2379.0,146,1,303.0,122
2020-03-26,2950,2396.0,133,584,288.0,133
2020-03-27,2950,2280.0,156,0,260.0,254
2020-03-30,2950,2179.0,53,627,488.0,230
2020-03-31,2950,2181.0,43,528,533.0,193
2020-04-01,2962,2258.0,56,0,420.0,228
2020-04-02,2962,2242.0,89,490,395.0,236
2020-04-03,2962,2123.0,149,1,340.0,350
2020-04-06,2962,2127.0,152,713,477.0,206
2020-04-07,2962,2152.0,156,698,490.0,164
2020-04-08,2962,2152.0,172,1,479.0,159
2020-04-09,2962,2134.0,186,544,488.0,154
2020-04-10,2962,2020.0,209,0,417.0,316
2020-04-13,2962,2204.0,146,619,447.0,165
2020-04-14,2962,2101.0,176,274,485.0,200
2020-04-16,2962,2068.0,182,498,447.0,265
2020-04-17,2962,2027.0,221,3,389.0,325
2020-04-20,2962,2203.0,143,624,471.0,145
2020-04-21,2962,2215.0,171,700,450.0,126
2020-04-22,2962,2183.0,204,2,443.0,132
2020-04-23,2962,2167.0,251,518,437.0,107
2020-04-24,2962,2076.0,267,1,387.0,232
2020-04-27,2962,2227.0,192,706,418.0,125
2020-04-28,2962,2211.0,223,493,410.0,118
2020-04-29,2962,2095.0,250,0,396.0,221
2020-05-04,2962,1543.0,117,91,189.0,1113
2020-05-06,2962,2390.0,177,2,291.0,104
2020-05-07,2962,2365.0,236,577,285.0,76
2020-05-08,2962,2298.0,265,0,246.0,153
2020-05-11,2962,2428.0,195,659,245.0,94
2020-05-12,2962,2415.0,230,690,250.0,67
2020-05-13,2962,2416.0,242,0,236.0,68
2020-05-14,2962,2398.0,281,488,212.0,71
2020-05-15,2962,2304.0,296,0,201.0,161
2020-05-18,2962,2397.0,223,701,246.0,96
2020-05-19,2962,2412.0,235,617,237.0,78
2020-05-20,2962,2390.0,243,0,258.0,71
2020-05-21,2962,2412.0,269,474,218.0,63
2020-05-22,2962,2253.0,277,0,206.0,226
2020-05-25,2962,2429.0,206,732,229.0,98
2020-05-26,2962,2472.0,220,649,200.0,70
2020-05-27,2962,2428.0,234,2,235.0,65
2020-05-28,2962,2414.0,270,431,212.0,66
2020-05-29,2962,2240.0,284,1,202.0,236
2020-06-01,2956,2447.0,185,612,215.0,109
2020-06-02,2956,2448.0,231,605,213.0,64
2020-06-03,2956,2451.0,251,0,191.0,63
2020-06-04,2956,2393.0,284,403,208.0,71
2020-06-05,2956,2256.0,291,0,176.0,233
2020-06-08,2956,2398.0,236,566,201.0,121
2020-06-09,2956,2458.0,253,519,177.0,68
2020-06-10,2956,2432.0,248,4,201.0,75
2020-06-11,2956,2422.0,280,399,172.0,82
2020-06-12,2956,2274.0,303,2,175.0,204
2020-07-01,2997,2521.0,252,9,153.0,71
2020-07-02,2997,2495.0,268,446,152.0,82
2020-07-03,2997,2291.0,288,1,157.0,261
2020-07-06,2997,2479.0,220,626,172.0,126
2020-07-07,2997,2526.0,242,575,152.0,77
2020-07-08,2997,2511.0,251,7,158.0,77
2020-07-09,2997,2449.0,290,449,159.0,99
2020-07-10,2997,2339.0,290,0,135.0,233
2020-07-13,2997,2506.0,225,632,148.0,118
2020-07-14,2997,2550.0,224,561,143.0,80
2020-07-15,2997,2486.0,248,4,183.0,80
2020-07-16,2997,2455.0,274,411,166.0,102
2020-07-17,2997,2309.0,291,2,148.0,249
2020-07-20,2997,2480.0,220,518,140.0,157
2020-07-21,2997,2508.0,222,519,129.0,138
2020-07-22,2997,2433.0,250,9,149.0,165
2020-07-23,2997,2433.0,274,377,134.0,156
2020-07-24,2997,2257.0,281,0,115.0,344
2020-07-27,2997,2424.0,182,728,120.0,271
2020-07-28,2997,2382.0,213,565,150.0,252
2020-07-29,2997,2358.0,233,11,150.0,256
2020-07-30,2997,2279.0,242,395,130.0,346
2020-07-31,2997,2115.0,261,0,125.0,496
2020-08-03,2989,2225.0,155,446,115.0,494
2020-08-04,2989,2238.0,172,463,115.0,464
2020-08-05,2989,2202.0,182,7,115.0,490
2020-08-06,2989,2180.0,218,364,109.0,482
2020-08-07,2989,2003.0,239,1,142.0,605
2020-08-10,2989,2227.0,191,548,95.0,476
2020-08-11,2989,2243.0,188,465,102.0,456
2020-08-12,2989,2216.0,213,12,111.0,449
2020-08-13,2989,2128.0,245,353,112.0,504
2020-08-14,2989,1973.0,256,1,116.0,644
2020-08-18,2989,2220.0,195,534,105.0,469
2020-08-19,2989,2216.0,227,10,126.0,420
2020-08-20,2989,2242.0,232,477,125.0,390
2020-08-21,2989,2094.0,249,0,149.0,497
2020-08-24,2989,2253.0,185,683,249.0,302
2020-08-25,2989,2295.0,190,757,285.0,219
2020-08-26,2989,2214.0,197,2,363.0,215
2020-08-27,2989,2257.0,211,575,316.0,205
2020-08-28,2989,2142.0,230,0,297.0,320
2020-08-31,2989,2179.0,163,648,464.0,183
2020-09-01,3132,2421.0,111,630,527.0,73
2020-09-02,3132,2377.0,155,0,522.0,78
2020-09-03,3132,2307.0,195,531,511.0,119
2020-09-04,3132,2241.0,221,3,462.0,208
