datetime,year,month,date,weekdays,season,vacation
2018-07-20,2018,07,20,friday,summer,0
2018-07-23,2018,07,23,monday,summer,0
2018-07-24,2018,07,24,tuesday,summer,0
2018-07-25,2018,07,25,wednesday,summer,0
2018-07-26,2018,07,26,thursday,summer,0
2018-07-27,2018,07,27,friday,summer,0
2018-07-30,2018,07,30,monday,summer,0
2018-07-31,2018,07,31,tuesday,summer,0
2018-08-01,2018,08,01,wednesday,summer,0
2018-08-02,2018,08,02,thursday,summer,0
2018-08-03,2018,08,03,friday,summer,0
2018-08-06,2018,08,06,monday,summer,0
2018-08-07,2018,08,07,tuesday,summer,0
2018-08-08,2018,08,08,wednesday,summer,0
2018-08-09,2018,08,09,thursday,summer,0
2018-08-10,2018,08,10,friday,summer,0
2018-08-13,2018,08,13,monday,summer,0
2018-08-14,2018,08,14,tuesday,summer,1
2018-08-16,2018,08,16,thursday,summer,0
2018-08-17,2018,08,17,friday,summer,0
2018-08-20,2018,08,20,monday,summer,0
2018-08-21,2018,08,21,tuesday,summer,0
2018-08-22,2018,08,22,wednesday,summer,0
2018-08-23,2018,08,23,thursday,summer,0
2018-08-24,2018,08,24,friday,summer,0
2018-08-27,2018,08,27,monday,summer,0
2018-08-28,2018,08,28,tuesday,summer,0
2018-08-29,2018,08,29,wednesday,summer,0
2018-08-30,2018,08,30,thursday,summer,0
2018-08-31,2018,08,31,friday,summer,0
2018-09-03,2018,09,03,monday,fall,0
2018-09-04,2018,09,04,tuesday,fall,0
2018-09-05,2018,09,05,wednesday,fall,0
2018-09-06,2018,09,06,thursday,fall,0
2018-09-07,2018,09,07,friday,fall,0
2018-09-10,2018,09,10,monday,fall,0
2018-09-11,2018,09,11,tuesday,fall,0
2018-09-12,2018,09,12,wednesday,fall,0
2018-09-13,2018,09,13,thursday,fall,0
2018-09-14,2018,09,14,friday,fall,0
2018-09-17,2018,09,17,monday,fall,0
2018-09-18,2018,09,18,tuesday,fall,0
2018-09-19,2018,09,19,wednesday,fall,0
2018-09-20,2018,09,20,thursday,fall,0
2018-09-21,2018,09,21,friday,fall,1
2018-10-08,2018,10,08,monday,fall,1
2018-10-10,2018,10,10,wednesday,fall,0
2018-10-11,2018,10,11,thursday,fall,0
2018-10-12,2018,10,12,friday,fall,0
2018-10-15,2018,10,15,monday,fall,0
2018-10-16,2018,10,16,tuesday,fall,0
2018-10-17,2018,10,17,wednesday,fall,0
2018-10-18,2018,10,18,thursday,fall,0
2018-10-19,2018,10,19,friday,fall,0
2018-10-22,2018,10,22,monday,fall,0
2018-10-23,2018,10,23,tuesday,fall,0
2018-10-24,2018,10,24,wednesday,fall,0
2018-10-25,2018,10,25,thursday,fall,0
2018-10-26,2018,10,26,friday,fall,0
2018-10-29,2018,10,29,monday,fall,0
2018-10-30,2018,10,30,tuesday,fall,0
2018-10-31,2018,10,31,wednesday,fall,0
2018-11-01,2018,11,01,thursday,fall,0
2018-11-02,2018,11,02,friday,fall,0
2018-11-05,2018,11,05,monday,fall,0
2018-11-06,2018,11,06,tuesday,fall,0
2018-11-07,2018,11,07,wednesday,fall,0
2018-11-08,2018,11,08,thursday,fall,0
2018-11-09,2018,11,09,friday,fall,0
2018-11-12,2018,11,12,monday,fall,0
2018-11-13,2018,11,13,tuesday,fall,0
2018-11-14,2018,11,14,wednesday,fall,0
2018-11-15,2018,11,15,thursday,fall,0
2018-11-16,2018,11,16,friday,fall,0
2018-11-19,2018,11,19,monday,fall,0
2018-11-20,2018,11,20,tuesday,fall,0
2018-11-21,2018,11,21,wednesday,fall,0
2018-11-22,2018,11,22,thursday,fall,0
2018-11-23,2018,11,23,friday,fall,0
2018-11-26,2018,11,26,monday,fall,0
2018-11-27,2018,11,27,tuesday,fall,0
2018-11-28,2018,11,28,wednesday,fall,0
2018-11-29,2018,11,29,thursday,fall,0
2018-11-30,2018,11,30,friday,fall,0
2018-12-03,2018,12,03,monday,winter,0
2018-12-04,2018,12,04,tuesday,winter,0
2018-12-05,2018,12,05,wednesday,winter,0
2018-12-06,2018,12,06,thursday,winter,0
2018-12-07,2018,12,07,friday,winter,0
2018-12-10,2018,12,10,monday,winter,0
2018-12-11,2018,12,11,tuesday,winter,0
2018-12-12,2018,12,12,wednesday,winter,0
2018-12-13,2018,12,13,thursday,winter,0
2018-12-14,2018,12,14,friday,winter,0
2018-12-17,2018,12,17,monday,winter,0
2018-12-18,2018,12,18,tuesday,winter,0
2018-12-19,2018,12,19,wednesday,winter,0
2018-12-20,2018,12,20,thursday,winter,0
2018-12-21,2018,12,21,friday,winter,0
2018-12-24,2018,12,24,monday,winter,1
2018-12-26,2018,12,26,wednesday,winter,0
2018-12-27,2018,12,27,thursday,winter,0
2018-12-28,2018,12,28,friday,winter,0
2018-12-31,2018,12,31,monday,winter,1
2019-01-02,2019,01,02,wednesday,winter,0
2019-01-03,2019,01,03,thursday,winter,0
2019-01-04,2019,01,04,friday,winter,0
2019-01-07,2019,01,07,monday,winter,0
2019-01-08,2019,01,08,tuesday,winter,0
2019-01-09,2019,01,09,wednesday,winter,0
2019-01-10,2019,01,10,thursday,winter,0
2019-01-11,2019,01,11,friday,winter,0
2019-01-14,2019,01,14,monday,winter,0
2019-01-15,2019,01,15,tuesday,winter,0
2019-01-16,2019,01,16,wednesday,winter,0
2019-01-17,2019,01,17,thursday,winter,0
2019-01-18,2019,01,18,friday,winter,0
2019-01-21,2019,01,21,monday,winter,0
2019-01-22,2019,01,22,tuesday,winter,0
2019-01-23,2019,01,23,wednesday,winter,0
2019-01-24,2019,01,24,thursday,winter,0
2019-01-25,2019,01,25,friday,winter,0
2019-01-28,2019,01,28,monday,winter,0
2019-01-29,2019,01,29,tuesday,winter,0
2019-01-30,2019,01,30,wednesday,winter,0
2019-01-31,2019,01,31,thursday,winter,0
2019-02-01,2019,02,01,friday,winter,1
2019-02-07,2019,02,07,thursday,winter,0
2019-02-08,2019,02,08,friday,winter,0
2019-02-11,2019,02,11,monday,winter,0
2019-02-12,2019,02,12,tuesday,winter,0
2019-02-13,2019,02,13,wednesday,winter,0
2019-02-14,2019,02,14,thursday,winter,0
2019-02-15,2019,02,15,friday,winter,0
2019-02-18,2019,02,18,monday,winter,0
2019-02-19,2019,02,19,tuesday,winter,0
2019-02-20,2019,02,20,wednesday,winter,0
2019-02-21,2019,02,21,thursday,winter,0
2019-02-22,2019,02,22,friday,winter,0
2019-02-25,2019,02,25,monday,winter,0
2019-02-26,2019,02,26,tuesday,winter,0
2019-02-27,2019,02,27,wednesday,winter,0
2019-02-28,2019,02,28,thursday,winter,1
2019-03-04,2019,03,04,monday,spring,0
2019-03-05,2019,03,05,tuesday,spring,0
2019-03-06,2019,03,06,wednesday,spring,0
2019-03-07,2019,03,07,thursday,spring,0
2019-03-08,2019,03,08,friday,spring,0
2019-03-11,2019,03,11,monday,spring,0
2019-03-12,2019,03,12,tuesday,spring,0
2019-03-13,2019,03,13,wednesday,spring,0
2019-03-14,2019,03,14,thursday,spring,0
2019-03-15,2019,03,15,friday,spring,0
2019-03-18,2019,03,18,monday,spring,0
2019-03-19,2019,03,19,tuesday,spring,0
2019-03-20,2019,03,20,wednesday,spring,0
2019-03-21,2019,03,21,thursday,spring,0
2019-03-22,2019,03,22,friday,spring,0
2019-03-25,2019,03,25,monday,spring,0
2019-03-26,2019,03,26,tuesday,spring,0
2019-03-27,2019,03,27,wednesday,spring,0
2019-03-28,2019,03,28,thursday,spring,0
2019-03-29,2019,03,29,friday,spring,0
2019-04-01,2019,04,01,monday,spring,0
2019-04-02,2019,04,02,tuesday,spring,0
2019-04-03,2019,04,03,wednesday,spring,0
2019-04-04,2019,04,04,thursday,spring,0
2019-04-05,2019,04,05,friday,spring,0
2019-04-08,2019,04,08,monday,spring,0
2019-04-09,2019,04,09,tuesday,spring,0
2019-04-10,2019,04,10,wednesday,spring,0
2019-04-11,2019,04,11,thursday,spring,0
2019-04-12,2019,04,12,friday,spring,0
2019-04-15,2019,04,15,monday,spring,0
2019-04-16,2019,04,16,tuesday,spring,0
2019-04-17,2019,04,17,wednesday,spring,0
2019-04-18,2019,04,18,thursday,spring,0
2019-04-19,2019,04,19,friday,spring,0
2019-04-22,2019,04,22,monday,spring,0
2019-04-23,2019,04,23,tuesday,spring,0
2019-04-24,2019,04,24,wednesday,spring,0
2019-04-25,2019,04,25,thursday,spring,0
2019-04-26,2019,04,26,friday,spring,0
2019-04-29,2019,04,29,monday,spring,0
2019-04-30,2019,04,30,tuesday,spring,1
2019-05-02,2019,05,02,thursday,spring,0
2019-05-03,2019,05,03,friday,spring,1
2019-05-07,2019,05,07,tuesday,spring,0
2019-05-08,2019,05,08,wednesday,spring,0
2019-05-09,2019,05,09,thursday,spring,0
2019-05-10,2019,05,10,friday,spring,0
2019-05-13,2019,05,13,monday,spring,0
2019-05-14,2019,05,14,tuesday,spring,0
2019-05-15,2019,05,15,wednesday,spring,0
2019-05-16,2019,05,16,thursday,spring,0
2019-05-17,2019,05,17,friday,spring,0
2019-05-20,2019,05,20,monday,spring,0
2019-05-21,2019,05,21,tuesday,spring,0
2019-05-22,2019,05,22,wednesday,spring,0
2019-05-23,2019,05,23,thursday,spring,0
2019-05-24,2019,05,24,friday,spring,0
2019-05-27,2019,05,27,monday,spring,0
2019-05-28,2019,05,28,tuesday,spring,0
2019-05-29,2019,05,29,wednesday,spring,0
2019-05-30,2019,05,30,thursday,spring,0
2019-05-31,2019,05,31,friday,spring,0
2019-06-03,2019,06,03,monday,summer,0
2019-06-04,2019,06,04,tuesday,summer,0
2019-06-05,2019,06,05,wednesday,summer,1
2019-06-07,2019,06,07,friday,summer,0
2019-06-10,2019,06,10,monday,summer,0
2019-06-11,2019,06,11,tuesday,summer,0
2019-06-12,2019,06,12,wednesday,summer,0
2019-06-13,2019,06,13,thursday,summer,0
2019-06-14,2019,06,14,friday,summer,0
2019-06-17,2019,06,17,monday,summer,0
2019-06-18,2019,06,18,tuesday,summer,0
2019-06-19,2019,06,19,wednesday,summer,0
2019-06-20,2019,06,20,thursday,summer,0
2019-06-21,2019,06,21,friday,summer,0
2019-06-24,2019,06,24,monday,summer,0
2019-06-25,2019,06,25,tuesday,summer,0
2019-06-26,2019,06,26,wednesday,summer,0
2019-06-27,2019,06,27,thursday,summer,0
2019-06-28,2019,06,28,friday,summer,0
2019-07-01,2019,07,01,monday,summer,0
2019-07-02,2019,07,02,tuesday,summer,0
2019-07-03,2019,07,03,wednesday,summer,0
2019-07-04,2019,07,04,thursday,summer,0
2019-07-05,2019,07,05,friday,summer,0
2019-07-08,2019,07,08,monday,summer,0
2019-07-09,2019,07,09,tuesday,summer,0
2019-07-10,2019,07,10,wednesday,summer,0
2019-07-11,2019,07,11,thursday,summer,0
2019-07-12,2019,07,12,friday,summer,0
2019-07-15,2019,07,15,monday,summer,0
2019-07-16,2019,07,16,tuesday,summer,0
2019-07-17,2019,07,17,wednesday,summer,0
2019-07-18,2019,07,18,thursday,summer,0
2019-07-19,2019,07,19,friday,summer,0
2019-07-22,2019,07,22,monday,summer,0
2019-07-23,2019,07,23,tuesday,summer,0
2019-07-24,2019,07,24,wednesday,summer,0
2019-07-25,2019,07,25,thursday,summer,0
2019-07-26,2019,07,26,friday,summer,0
2019-07-29,2019,07,29,monday,summer,0
2019-07-30,2019,07,30,tuesday,summer,0
2019-07-31,2019,07,31,wednesday,summer,0
2019-08-01,2019,08,01,thursday,summer,0
2019-08-02,2019,08,02,friday,summer,0
2019-08-05,2019,08,05,monday,summer,0
2019-08-06,2019,08,06,tuesday,summer,0
2019-08-07,2019,08,07,wednesday,summer,0
2019-08-08,2019,08,08,thursday,summer,0
2019-08-09,2019,08,09,friday,summer,0
2019-08-12,2019,08,12,monday,summer,0
2019-08-13,2019,08,13,tuesday,summer,0
2019-08-14,2019,08,14,wednesday,summer,1
2019-08-16,2019,08,16,friday,summer,0
2019-08-19,2019,08,19,monday,summer,0
2019-08-20,2019,08,20,tuesday,summer,0
2019-08-21,2019,08,21,wednesday,summer,0
2019-08-22,2019,08,22,thursday,summer,0
2019-08-23,2019,08,23,friday,summer,0
2019-08-26,2019,08,26,monday,summer,0
2019-08-27,2019,08,27,tuesday,summer,0
2019-08-28,2019,08,28,wednesday,summer,0
2019-08-29,2019,08,29,thursday,summer,0
2019-08-30,2019,08,30,friday,summer,0
2019-09-02,2019,09,02,monday,fall,0
2019-09-03,2019,09,03,tuesday,fall,0
2019-09-04,2019,09,04,wednesday,fall,0
2019-09-05,2019,09,05,thursday,fall,0
2019-09-06,2019,09,06,friday,fall,0
2019-09-09,2019,09,09,monday,fall,0
2019-09-10,2019,09,10,tuesday,fall,0
2019-09-11,2019,09,11,wednesday,fall,1
2019-09-16,2019,09,16,monday,fall,0
2019-09-17,2019,09,17,tuesday,fall,0
2019-09-18,2019,09,18,wednesday,fall,0
2019-09-19,2019,09,19,thursday,fall,0
2019-09-20,2019,09,20,friday,fall,0
2019-09-23,2019,09,23,monday,fall,0
2019-09-24,2019,09,24,tuesday,fall,0
2019-09-25,2019,09,25,wednesday,fall,0
2019-09-26,2019,09,26,thursday,fall,0
2019-09-27,2019,09,27,friday,fall,0
2019-09-30,2019,09,30,monday,fall,1
2019-10-02,2019,10,02,wednesday,fall,1
2019-10-04,2019,10,04,friday,fall,0
2019-10-07,2019,10,07,monday,fall,0
2019-10-08,2019,10,08,tuesday,fall,1
2019-10-10,2019,10,10,thursday,fall,0
2019-10-11,2019,10,11,friday,fall,0
2019-10-14,2019,10,14,monday,fall,0
2019-10-15,2019,10,15,tuesday,fall,0
2019-10-16,2019,10,16,wednesday,fall,0
2019-10-17,2019,10,17,thursday,fall,0
2019-10-18,2019,10,18,friday,fall,0
2019-10-21,2019,10,21,monday,fall,0
2019-10-22,2019,10,22,tuesday,fall,0
2019-10-23,2019,10,23,wednesday,fall,0
2019-10-24,2019,10,24,thursday,fall,0
2019-10-25,2019,10,25,friday,fall,0
2019-10-28,2019,10,28,monday,fall,0
2019-10-29,2019,10,29,tuesday,fall,0
2019-10-30,2019,10,30,wednesday,fall,0
2019-10-31,2019,10,31,thursday,fall,0
2019-11-01,2019,11,01,friday,fall,0
2019-11-04,2019,11,04,monday,fall,0
2019-11-05,2019,11,05,tuesday,fall,0
2019-11-06,2019,11,06,wednesday,fall,0
2019-11-07,2019,11,07,thursday,fall,0
2019-11-08,2019,11,08,friday,fall,0
2019-11-11,2019,11,11,monday,fall,0
2019-11-12,2019,11,12,tuesday,fall,0
2019-11-13,2019,11,13,wednesday,fall,0
2019-11-14,2019,11,14,thursday,fall,0
2019-11-15,2019,11,15,friday,fall,0
2019-11-18,2019,11,18,monday,fall,0
2019-11-19,2019,11,19,tuesday,fall,0
2019-11-20,2019,11,20,wednesday,fall,0
2019-11-21,2019,11,21,thursday,fall,0
2019-11-22,2019,11,22,friday,fall,0
2019-11-25,2019,11,25,monday,fall,0
2019-11-26,2019,11,26,tuesday,fall,0
2019-11-27,2019,11,27,wednesday,fall,0
2019-11-28,2019,11,28,thursday,fall,0
2019-11-29,2019,11,29,friday,fall,0
2019-12-02,2019,12,02,monday,winter,0
2019-12-03,2019,12,03,tuesday,winter,0
2019-12-04,2019,12,04,wednesday,winter,0
2019-12-05,2019,12,05,thursday,winter,0
2019-12-06,2019,12,06,friday,winter,0
2019-12-09,2019,12,09,monday,winter,0
2019-12-10,2019,12,10,tuesday,winter,0
2019-12-11,2019,12,11,wednesday,winter,0
2019-12-12,2019,12,12,thursday,winter,0
2019-12-13,2019,12,13,friday,winter,0
2019-12-16,2019,12,16,monday,winter,0
2019-12-17,2019,12,17,tuesday,winter,0
2019-12-18,2019,12,18,wednesday,winter,0
2019-12-19,2019,12,19,thursday,winter,0
2019-12-20,2019,12,20,friday,winter,0
2019-12-23,2019,12,23,monday,winter,0
2019-12-24,2019,12,24,tuesday,winter,1
2019-12-26,2019,12,26,thursday,winter,0
2019-12-27,2019,12,27,friday,winter,0
2019-12-30,2019,12,30,monday,winter,0
2019-12-31,2019,12,31,tuesday,winter,1
2020-01-02,2020,01,02,thursday,winter,0
2020-01-03,2020,01,03,friday,winter,0
2020-01-06,2020,01,06,monday,winter,0
2020-01-07,2020,01,07,tuesday,winter,0
2020-01-08,2020,01,08,wednesday,winter,0
2020-01-09,2020,01,09,thursday,winter,0
2020-01-10,2020,01,10,friday,winter,0
2020-01-13,2020,01,13,monday,winter,0
2020-01-14,2020,01,14,tuesday,winter,0
2020-01-15,2020,01,15,wednesday,winter,0
2020-01-16,2020,01,16,thursday,winter,0
2020-01-17,2020,01,17,friday,winter,0
2020-01-20,2020,01,20,monday,winter,0
2020-01-21,2020,01,21,tuesday,winter,0
2020-01-22,2020,01,22,wednesday,winter,0
2020-01-23,2020,01,23,thursday,winter,1
2020-01-28,2020,01,28,tuesday,winter,0
2020-01-29,2020,01,29,wednesday,winter,0
2020-01-30,2020,01,30,thursday,winter,0
2020-01-31,2020,01,31,friday,winter,0
2020-02-03,2020,02,03,monday,winter,0
2020-02-04,2020,02,04,tuesday,winter,0
2020-02-05,2020,02,05,wednesday,winter,0
2020-02-06,2020,02,06,thursday,winter,0
2020-02-07,2020,02,07,friday,winter,0
2020-02-10,2020,02,10,monday,winter,0
2020-02-11,2020,02,11,tuesday,winter,0
2020-02-12,2020,02,12,wednesday,winter,0
2020-02-13,2020,02,13,thursday,winter,0
2020-02-14,2020,02,14,friday,winter,0
2020-02-17,2020,02,17,monday,winter,0
2020-02-18,2020,02,18,tuesday,winter,0
2020-02-19,2020,02,19,wednesday,winter,0
2020-02-20,2020,02,20,thursday,winter,0
2020-02-21,2020,02,21,friday,winter,0
2020-02-24,2020,02,24,monday,winter,0
2020-02-25,2020,02,25,tuesday,winter,0
2020-02-26,2020,02,26,wednesday,winter,0
2020-02-27,2020,02,27,thursday,winter,0
2020-02-28,2020,02,28,friday,winter,0
2020-03-02,2020,03,02,monday,spring,0
2020-03-03,2020,03,03,tuesday,spring,0
2020-03-04,2020,03,04,wednesday,spring,0
2020-03-05,2020,03,05,thursday,spring,0
2020-03-06,2020,03,06,friday,spring,0
2020-03-09,2020,03,09,monday,spring,0
2020-03-10,2020,03,10,tuesday,spring,0
2020-03-11,2020,03,11,wednesday,spring,0
2020-03-12,2020,03,12,thursday,spring,0
2020-03-13,2020,03,13,friday,spring,0
2020-03-16,2020,03,16,monday,spring,0
2020-03-17,2020,03,17,tuesday,spring,0
2020-03-18,2020,03,18,wednesday,spring,0
2020-03-19,2020,03,19,thursday,spring,0
2020-03-20,2020,03,20,friday,spring,0
2020-03-23,2020,03,23,monday,spring,0
2020-03-24,2020,03,24,tuesday,spring,0
2020-03-25,2020,03,25,wednesday,spring,0
2020-03-26,2020,03,26,thursday,spring,0
2020-03-27,2020,03,27,friday,spring,0
2020-03-30,2020,03,30,monday,spring,0
2020-03-31,2020,03,31,tuesday,spring,0
2020-04-01,2020,04,01,wednesday,spring,0
2020-04-02,2020,04,02,thursday,spring,0
2020-04-03,2020,04,03,friday,spring,0
2020-04-06,2020,04,06,monday,spring,0
2020-04-07,2020,04,07,tuesday,spring,0
2020-04-08,2020,04,08,wednesday,spring,0
2020-04-09,2020,04,09,thursday,spring,0
2020-04-10,2020,04,10,friday,spring,0
2020-04-13,2020,04,13,monday,spring,0
2020-04-14,2020,04,14,tuesday,spring,1
2020-04-16,2020,04,16,thursday,spring,0
2020-04-17,2020,04,17,friday,spring,0
2020-04-20,2020,04,20,monday,spring,0
2020-04-21,2020,04,21,tuesday,spring,0
2020-04-22,2020,04,22,wednesday,spring,0
2020-04-23,2020,04,23,thursday,spring,0
2020-04-24,2020,04,24,friday,spring,0
2020-04-27,2020,04,27,monday,spring,0
2020-04-28,2020,04,28,tuesday,spring,0
2020-04-29,2020,04,29,wednesday,spring,1
2020-05-04,2020,05,04,monday,spring,1
2020-05-06,2020,05,06,wednesday,spring,0
2020-05-07,2020,05,07,thursday,spring,0
2020-05-08,2020,05,08,friday,spring,0
2020-05-11,2020,05,11,monday,spring,0
2020-05-12,2020,05,12,tuesday,spring,0
2020-05-13,2020,05,13,wednesday,spring,0
2020-05-14,2020,05,14,thursday,spring,0
2020-05-15,2020,05,15,friday,spring,0
2020-05-18,2020,05,18,monday,spring,0
2020-05-19,2020,05,19,tuesday,spring,0
2020-05-20,2020,05,20,wednesday,spring,0
2020-05-21,2020,05,21,thursday,spring,0
2020-05-22,2020,05,22,friday,spring,0
2020-05-25,2020,05,25,monday,spring,0
2020-05-26,2020,05,26,tuesday,spring,0
2020-05-27,2020,05,27,wednesday,spring,0
2020-05-28,2020,05,28,thursday,spring,0
2020-05-29,2020,05,29,friday,spring,0
2020-06-01,2020,06,01,monday,summer,0
2020-06-02,2020,06,02,tuesday,summer,0
2020-06-03,2020,06,03,wednesday,summer,0
2020-06-04,2020,06,04,thursday,summer,0
2020-06-05,2020,06,05,friday,summer,0
2020-06-08,2020,06,08,monday,summer,0
2020-06-09,2020,06,09,tuesday,summer,0
2020-06-10,2020,06,10,wednesday,summer,0
2020-06-11,2020,06,11,thursday,summer,0
2020-06-12,2020,06,12,friday,summer,1
2020-07-01,2020,07,01,wednesday,summer,0
2020-07-02,2020,07,02,thursday,summer,0
2020-07-03,2020,07,03,friday,summer,0
2020-07-06,2020,07,06,monday,summer,0
2020-07-07,2020,07,07,tuesday,summer,0
2020-07-08,2020,07,08,wednesday,summer,0
2020-07-09,2020,07,09,thursday,summer,0
2020-07-10,2020,07,10,friday,summer,0
2020-07-13,2020,07,13,monday,summer,0
2020-07-14,2020,07,14,tuesday,summer,0
2020-07-15,2020,07,15,wednesday,summer,0
2020-07-16,2020,07,16,thursday,summer,0
2020-07-17,2020,07,17,friday,summer,0
2020-07-20,2020,07,20,monday,summer,0
2020-07-21,2020,07,21,tuesday,summer,0
2020-07-22,2020,07,22,wednesday,summer,0
2020-07-23,2020,07,23,thursday,summer,0
2020-07-24,2020,07,24,friday,summer,0
2020-07-27,2020,07,27,monday,summer,0
2020-07-28,2020,07,28,tuesday,summer,0
2020-07-29,2020,07,29,wednesday,summer,0
2020-07-30,2020,07,30,thursday,summer,0
2020-07-31,2020,07,31,friday,summer,0
2020-08-03,2020,08,03,monday,summer,0
2020-08-04,2020,08,04,tuesday,summer,0
2020-08-05,2020,08,05,wednesday,summer,0
2020-08-06,2020,08,06,thursday,summer,0
2020-08-07,2020,08,07,friday,summer,0
2020-08-10,2020,08,10,monday,summer,0
2020-08-11,2020,08,11,tuesday,summer,0
2020-08-12,2020,08,12,wednesday,summer,0
2020-08-13,2020,08,13,thursday,summer,0
2020-08-14,2020,08,14,friday,summer,1
2020-08-18,2020,08,18,tuesday,summer,0
2020-08-19,2020,08,19,wednesday,summer,0
2020-08-20,2020,08,20,thursday,summer,0
2020-08-21,2020,08,21,friday,summer,0
2020-08-24,2020,08,24,monday,summer,0
2020-08-25,2020,08,25,tuesday,summer,0
2020-08-26,2020,08,26,wednesday,summer,0
2020-08-27,2020,08,27,thursday,summer,0
2020-08-28,2020,08,28,friday,summer,0
2020-08-31,2020,08,31,monday,summer,0
2020-09-01,2020,09,01,tuesday,fall,0
2020-09-02,2020,09,02,wednesday,fall,0
2020-09-03,2020,09,03,thursday,fall,0
2020-09-04,2020,09,04,friday,fall,0
2020-09-07,2020,09,07,monday,fall,0
2020-09-08,2020,09,08,tuesday,fall,0
2020-09-09,2020,09,09,wednesday,fall,0
2020-09-10,2020,09,10,thursday,fall,0
2020-09-11,2020,09,11,friday,fall,0
2020-09-14,2020,09,14,monday,fall,0
2020-09-15,2020,09,15,tuesday,fall,0
2020-09-16,2020,09,16,wednesday,fall,0
2020-09-17,2020,09,17,thursday,fall,0
2020-09-18,2020,09,18,friday,fall,0
2020-09-21,2020,09,21,monday,fall,0
2020-09-22,2020,09,22,tuesday,fall,0
2020-09-23,2020,09,23,wednesday,fall,0
2020-09-24,2020,09,24,thursday,fall,0
2020-09-25,2020,09,25,friday,fall,0
2020-09-28,2020,09,28,monday,fall,1
2020-10-05,2020,10,05,monday,fall,0
2020-10-06,2020,10,06,tuesday,fall,0
2020-10-07,2020,10,07,wednesday,fall,0
2020-10-08,2020,10,08,thursday,fall,1
2020-10-12,2020,10,12,monday,fall,0
2020-10-13,2020,10,13,tuesday,fall,0
2020-10-14,2020,10,14,wednesday,fall,0
2020-10-15,2020,10,15,thursday,fall,0
2020-10-16,2020,10,16,friday,fall,0
2020-10-19,2020,10,19,monday,fall,0
2020-10-20,2020,10,20,tuesday,fall,0
2020-10-21,2020,10,21,wednesday,fall,0
2020-10-22,2020,10,22,thursday,fall,0
2020-10-23,2020,10,23,friday,fall,0
2020-10-26,2020,10,26,monday,fall,0
2020-10-27,2020,10,27,tuesday,fall,0
2020-10-28,2020,10,28,wednesday,fall,0
2020-10-29,2020,10,29,thursday,fall,0
2020-10-30,2020,10,30,friday,fall,0
2020-11-02,2020,11,02,monday,fall,0
2020-11-03,2020,11,03,tuesday,fall,0
2020-11-04,2020,11,04,wednesday,fall,0
2020-11-05,2020,11,05,thursday,fall,0
2020-11-06,2020,11,06,friday,fall,0
2020-11-09,2020,11,09,monday,fall,0
2020-11-10,2020,11,10,tuesday,fall,0
2020-11-11,2020,11,11,wednesday,fall,0
2020-11-12,2020,11,12,thursday,fall,0
2020-11-13,2020,11,13,friday,fall,0
2020-11-16,2020,11,16,monday,fall,0
2020-11-17,2020,11,17,tuesday,fall,0
2020-11-18,2020,11,18,wednesday,fall,0
2020-11-19,2020,11,19,thursday,fall,0
2020-11-20,2020,11,20,friday,fall,0
2020-11-23,2020,11,23,monday,fall,0
2020-11-24,2020,11,24,tuesday,fall,0
2020-11-25,2020,11,25,wednesday,fall,0
2020-11-26,2020,11,26,thursday,fall,0
2020-11-27,2020,11,27,friday,fall,0
2020-11-30,2020,11,30,monday,fall,0
2020-12-01,2020,12,01,tuesday,winter,0
2020-12-02,2020,12,02,wednesday,winter,0
2020-12-03,2020,12,03,thursday,winter,0
2020-12-04,2020,12,04,friday,winter,0
2020-12-07,2020,12,07,monday,winter,0
2020-12-08,2020,12,08,tuesday,winter,0
2020-12-09,2020,12,09,wednesday,winter,0
2020-12-10,2020,12,10,thursday,winter,0
2020-12-11,2020,12,11,friday,winter,0
2020-12-14,2020,12,14,monday,winter,0
2020-12-15,2020,12,15,tuesday,winter,0
2020-12-16,2020,12,16,wednesday,winter,0
2020-12-17,2020,12,17,thursday,winter,0
2020-12-18,2020,12,18,friday,winter,0
2020-12-21,2020,12,21,monday,winter,0
2020-12-22,2020,12,22,tuesday,winter,0
2020-12-23,2020,12,23,wednesday,winter,0
2020-12-24,2020,12,24,thursday,winter,1
2021-01-04,2021,01,04,monday,winter,0
2021-01-05,2021,01,05,tuesday,winter,0
2021-01-06,2021,01,06,wednesday,winter,0
2021-01-07,2021,01,07,thursday,winter,0
2021-01-08,2021,01,08,friday,winter,0
2021-01-11,2021,01,11,monday,winter,0
2021-01-12,2021,01,12,tuesday,winter,0
2021-01-13,2021,01,13,wednesday,winter,0
2021-01-14,2021,01,14,thursday,winter,0
2021-01-15,2021,01,15,friday,winter,0
2021-01-18,2021,01,18,monday,winter,0
2021-01-19,2021,01,19,tuesday,winter,0
2021-01-20,2021,01,20,wednesday,winter,0
2021-01-21,2021,01,21,thursday,winter,0
2021-01-22,2021,01,22,friday,winter,0
2021-01-25,2021,01,25,monday,winter,0
2021-01-26,2021,01,26,tuesday,winter,0
