datetime,new_lunch,lunch_rice,lunch_soup,lunch_main,lunch_number
2017-11-13,N,밥,시금치국,소고기불고기,1017.0
2017-11-14,N,밥,새알미역국,돼지갈비찜,924.0
2017-11-15,N,곤드레밥*간장양념,청양된장찌개,굴비구이,895.0
2017-11-16,N,밥,북어계란국,찜닭,736.0
2017-11-17,N,밥,콩비지찌개,미니채소떡갈비,640.0
2017-11-20,N,밥,차돌박이찌개,오징어볶음,1115.0
2017-11-21,N,밥,어묵국,순살파닭,954.0
2017-11-22,N,단호박영양밥,가쯔오장국,돈육칠리강정,817.0
2017-11-23,N,밥,쇠고기무국,갈치구이,758.0
2017-11-24,N,밥,꽃게탕,돈육굴소스볶음,563.0
2017-11-27,N,밥,아욱국,버섯불고기,1065.0
2017-11-28,N,밥,연두부탕,사천식탕수육,929.0
2017-11-29,N,나물비빔밥,미소장국,코다리조림,903.0
2017-11-30,N,밥,들깨시래기국,제육볶음,781.0
2017-12-01,N,밥,동태탕,찜닭,660.0
2017-12-04,N,밥,들깨무채국,돈육피망볶음,1142.0
2017-12-05,N,밥,소고기된장찌개,낙지볶음,939.0
2017-12-06,N,콩나물밥,유부주머니국,생선까스&탈탈소스,860.0
2017-12-07,N,밥,봄동된장국,닭볶음탕,740.0
2017-12-08,N,밥,부대찌개,미트볼케찹조림,682.0
2017-12-11,N,밥,해물된장찌개,돈육굴소스볶음,1165.0
2017-12-12,N,밥,차돌박이찌개,해물누룽지탕,884.0
2017-12-13,N,카레라이스,미소장국,떡갈비조림,978.0
2017-12-14,N,밥,우거지해장국,명태코다리조림,875.0
2017-12-15,N,밥,들깨시래기국,표고버섯탕수육,618.0
2017-12-18,N,밥,오징어국,버섯불고기,1149.0
2017-12-19,N,밥,달래된장국,주꾸미볶음,715.0
2017-12-20,N,밥,민물새우찌개,동파육,814.0
2017-12-21,N,밥,순두부찌개,훈제오리구이,692.0
2017-12-22,N,밥,콩나물국,간장마늘치킨,565.0
2017-12-26,N,밥,꽃게탕,언양식불고기,915.0
2017-12-27,N,밥,쇠고기미역국,오징어볶음,571.0
2017-12-28,N,밥,아욱된장국,돼지갈비찜,311.0
2017-12-29,N,밥,어묵국,닭볶음탕,394.0
2018-01-02,N,밥,사골떡국,한방소갈비찜,1148.0
2018-01-03,N,곤드레밥*간장양념,청량된장찌개,굴비구이,883.0
2018-01-04,N,밥,콩가루배추국,제육볶음,893.0
2018-01-05,N,밥,부대찌개,깐풍기,762.0
2018-01-08,N,밥,황태국,소불고기,1178.0
2018-01-09,N,밥,근대국,양파치킨,816.0
2018-01-10,N,콩나물밥,맑은국,고추잡채*꽃빵,865.0
2018-01-11,N,밥,봄동된장국,오징어돈육볶음,911.0
2018-01-12,N,밥,차돌박이찌개,명태코다리강정,679.0
2018-01-15,N,밥,아욱국,유자청제육볶음,1256.0
2018-01-16,N,밥,꽃게탕,미니채소떡갈비,1076.0
2018-01-17,N,나물비빔밥,가쯔오장국,치킨핑거,969.0
2018-01-18,N,밥,된장찌개,쇠고기장조림,830.0
2018-01-19,N,밥,육개장,탕수어,654.0
2018-01-22,N,밥,북어국,쇠고기숙주볶음,1241.0
2018-01-23,N,밥,시금치된장국,오징어볶음,872.0
2018-01-24,N,짜장덮밥,맑은국,과일탕수육,845.0
2018-01-25,N,밥,김치콩나물국,돈육굴소스볶음,754.0
2018-01-26,N,밥,연두부탕,순살파닭,722.0
2018-01-29,N,밥,봄동된장국,가래떡돼지갈비찜,1417.0
2018-01-30,N,밥,어묵국,닭볶음,1054.0
2018-01-31,N,김치제육덮밥,미소장국,양장피잡채,1138.0
2018-02-01,N,밥,닭곰탕,매콤미니함박,1002.0
2018-02-02,N,밥,차돌박이찌개,표고버섯탕수육,760.0
2018-02-05,N,밥,순두부찌개,돈육볶음,1372.0
2018-02-06,N,밥,해물된장찌개,쇠고기장조림,1085.0
2018-02-07,N,콩나물밥,유부주머니국,언양식불고기,1107.0
2018-02-08,N,밥,열무된장국,동파삼겹수육,984.0
2018-02-09,N,밥,부대찌개,해물청경채볶음,724.0
2018-02-12,N,밥,차돌박이찌개,닭갈비,1251.0
2018-02-13,N,밥,아욱된장국,사천식탕수육,955.0
2018-02-14,N,밥,떡국,버섯불고기,850.0
2018-02-19,N,밥,들깨미역국,훈제오리구이,1298.0
2018-02-20,N,밥,배추된장국,짬뽕불고기,1105.0
2018-02-21,N,카레덮밥,맑은국,고구마치즈구이,1087.0
2018-02-22,N,밥,콩나물국,마늘치킨,988.0
2018-02-23,N,밥,시금치된장국,등갈비김치찜,651.0
2018-02-26,N,밥,황태국,소고기숙주볶음,1192.0
2018-02-27,N,밥,아욱된장국,돼지갈비찜,934.0
2018-02-28,N,곤드레밥*강된장,어묵국,치킨핑거*요거트소스,786.0
2018-03-02,N,밥,차돌박이된장찌개,조기구이,508.0
2018-03-05,N,밥,해물순두부찌개,소고기장조림,1355.0
2018-03-06,N,밥,근대된장국,닭강정,1020.0
2018-03-07,N,콩나물밥,가쯔오국,삼치구이,1057.0
2018-03-08,N,밥,홍합탕,오리불고기,973.0
2018-03-09,N,밥,쇠고기샤브국,주꾸미볶음,716.0
2018-03-12,N,밥,배추된장국,버섯불고기,1361.0
2018-03-13,N,밥,쇠고기무국,미트볼케찹조림,997.0
2018-03-14,N,밥,시금치된장국,탕수어,948.0
2018-03-15,N,밥,동태탕,닭데리야끼조림,975.0
2018-03-16,N,밥,얼갈이국,오징어볶음,707.0
2018-03-19,N,밥,어묵국,돈육간장볶음,1159.0
2018-03-20,N,밥,된장찌개,해물누룽지탕,1040.0
2018-03-21,N,밥,쇠고기미역국,닭볶음탕,1092.0
2018-03-22,N,밥,우거지해장국,코다리강정,899.0
2018-03-23,N,밥,열무된장국,수제돈까스,759.0
2018-03-26,N,밥,차돌박이찌개,닭갈비,1276.0
2018-03-27,N,밥,콩나물국,등갈비김치찜,1005.0
2018-03-28,N,단호박카레라이스,유부장국,유린기,926.0
2018-03-29,N,밥,얼큰소고기국,고추잡채*꽃빵,936.0
2018-03-30,N,밥,참치김치찌개,주꾸미볶음,616.0
2018-04-02,N,밥,들깨버섯국,소고기낙지볶음,1212.0
2018-04-03,N,밥,동태매운탕,언양식불고기,800.0
2018-04-04,N,곤드레밥*강된장,가쯔오장국,닭오븐구이,903.0
2018-04-05,N,밥,쑥된장국,류산슬,849.0
2018-04-06,N,밥,수제비국,양념치킨,741.0
2018-04-09,N,밥,콩나물국,제육볶음,1283.0
2018-04-10,N,밥,민물새우찌개,소고기장조림,855.0
2018-04-11,N,밥,아욱국,오징어볶음,804.0
2018-04-12,N,밥,순두부찌개,코다리양념조림,796.0
2018-04-13,N,밥,근대국,안동찜닭,652.0
2018-04-16,N,밥,배추된장국,짬뽕불고기,1195.0
2018-04-17,N,밥,무채국,훈제오리구이,900.0
2018-04-18,N,콩나물밥,열무된장국,치킨핑거,922.0
2018-04-19,N,밥,알탕,돈육간장볶음,846.0
2018-04-20,N,밥,돈육김치찌개,가자미카레튀김,605.0
2018-04-23,N,밥,콩나물국,류산슬,1246.0
2018-04-24,N,밥,쇠고기미역국,깐풍기,940.0
2018-04-25,N,비빔밥,유부장국,오징어튀김,851.0
2018-04-26,N,밥,시래기국,닭매운찜,761.0
2018-04-27,N,밥,순두부찌개,삼겹살구이,674.0
2018-04-30,N,밥,어묵국,닭데리야끼조림,629.0
2018-05-02,N,김치제육덮밥,유부장국,양장피잡채,1137.0
2018-05-03,N,밥,도토리묵냉국,수제돈까스*칠리소스,883.0
2018-05-04,N,밥,무청된장국,콩나물제육볶음,630.0
2018-05-08,N,밥,배추된장국,버섯불고기,1225.0
2018-05-09,N,밥,돈육김치찌개,탕수어,919.0
2018-05-10,N,밥,근대국,돈육굴소스볶음,763.0
2018-05-11,N,밥,소고기무국,오징어볶음,602.0
2018-05-14,N,밥,시금치된장국,훈제오리구이,1229.0
2018-05-15,N,밥,얼갈이된장국,등갈비김치찜,1004.0
2018-05-16,N,카레덮밥,맑은국,고구마치즈구이,1031.0
2018-05-17,N,밥,콩나물국,닭볶음탕,811.0
2018-05-18,N,밥,차돌박이된장찌개,주꾸미볶음,563.0
2018-05-21,N,밥,시래기들깨탕,짬뽕불고기,543.0
2018-05-23,N,곤드레밥*강된장,얼갈이된장국,마늘치킨,1065.0
2018-05-24,N,밥,조랭이떡국,돼지갈비찜,754.0
2018-05-25,N,밥,사과오이냉국,꽁치오븐구이,594.0
2018-05-28,N,밥,미역국,제육볶음,1306.0
2018-05-29,N,밥,김치찌개,해물청경채볶음,931.0
2018-05-30,N,콩나물밥,유부장국,수제돈가스,876.0
2018-05-31,N,밥,오징어국,동파삼겹수육,856.0
2018-06-01,N,밥,우거지해장국,치킨핑거,649.0
2018-06-04,N,밥,콩나물국,돈육간장볶음,1211.0
2018-06-05,N,밥,된장찌개,닭갈비,884.0
2018-06-07,N,밥,순두부찌개,고추잡채*꽃빵,890.0
2018-06-08,N,밥,대구매운탕,완자전,631.0
2018-06-11,N,밥,배추된장국,버섯불고기,1228.0
2018-06-12,N,밥,육개장,고등어김치말이,905.0
2018-06-14,N,밥,근대국,순살파닭,936.0
2018-06-15,N,밥,부대찌개,오징어볶음,639.0
2018-06-18,N,밥,미역국,훈제오리구이,1069.0
2018-06-19,N,밥,꽃게탕,삼치데리야끼,952.0
2018-06-20,N,열무비빔밥,팽이장국,미니채소떡갈비,875.0
2018-06-21,N,밥,오이냉국,짬뽕불고기,791.0
2018-06-22,N,밥,닭개장,코다리강정,552.0
2018-06-25,N,밥,어묵국,닭갈비,1128.0
2018-06-26,N,밥,돈육김치찌개,류산슬,1012.0
2018-06-27,N,카레덮밥,가쯔오장국,깐풍육,957.0
2018-06-28,N,밥,들깨버섯국,매운돼지갈비찜,803.0
2018-06-29,N,밥,육개장,동태무조림,507.0
2018-07-02,N,밥,콩나물국,유자청제육볶음,1258.0
2018-07-03,N,밥,아욱국,소고기장조림,975.0
2018-07-04,N,곤드레밥*양념장,맑은국,탕수어,791.0
2018-07-05,N,밥,근대국,닭볶음탕,876.0
2018-07-06,N,밥,도토리묵냉국,동파삼겹수육,661.0
2018-07-09,N,밥,고추장찌개,돈육굴소스볶음,1097.0
2018-07-10,N,밥,쇠고기매운국,훈제오리구이,838.0
2018-07-11,N,나물비빔밥,미소장국,오징어튀김,894.0
2018-07-12,N,밥,호박잎된장찌개,깐풍기,764.0
2018-07-13,N,밥,어묵국,등갈비김치찜,585.0
2018-07-16,N,밥,된장찌개,소불고기,1061.0
2018-07-17,N,삼계탕,찹쌀밥,생야채,1116.0
2018-07-18,N,콩나물밥,유부장국,해물까스*칠리소스,839.0
2018-07-19,N,밥,해물순두부찌개,안동찜닭,748.0
2018-07-20,N,밥,우무콩국,유자청제육볶음,489.0
2018-07-23,N,밥,어묵국,돈육굴소스볶음,991.0
2018-07-24,N,밥,우거지해장국,삼치양념구이,886.0
2018-07-25,N,밥,쇠고기샤브국,유린기,760.0
2018-07-26,N,밥,오이지냉국,매운돼지갈비찜,714.0
2018-07-27,N,밥,닭곰탕,주꾸미떡볶음,589.0
2018-07-30,N,밥,근대국,닭갈비,944.0
2018-07-31,N,밥,콩나물국,짬뽕불고기,789.0
2018-08-01,N,카레덮밥,가쯔오장국,떡갈비조림,820.0
2018-08-02,N,밥,돈육김치찌개,갈치양념조림,631.0
2018-08-03,N,밥,연두부탕,닭오븐구이,540.0
2018-08-06,N,밥,콩나물김치국,소불고기,1092.0
2018-08-07,N,밥,얼갈이된장국,오징어볶음,773.0
2018-08-08,N,열무보리비빔밥,맑은국,깐풍육,896.0
2018-08-09,N,밥,미역오이냉국,돈육장조림,821.0
2018-08-10,N,밥,된장찌개,굴비구이,548.0
2018-08-13,N,밥,들깨버섯국,제육볶음,930.0
2018-08-14,N,밥,차돌박이된장찌개,해물누룽지탕,772.0
2018-08-16,N,밥,닭개장,동태포전,789.0
2018-08-17,N,밥,알탕,쇠고기단호박조림,646.0
2018-08-20,N,밥,시금치된장국,훈제오리구이,1199.0
2018-08-21,N,밥,미역국,소고기불고기,972.0
2018-08-22,N,비빔밥,미소장국,해물까스,1000.0
2018-08-23,N,밥,된장찌개,꽁치레몬구이,835.0
2018-08-24,N,밥,우무묵냉국,마늘치킨,678.0
2018-08-27,N,밥,배추된장국,돈육간장불고기,1221.0
2018-08-28,N,밥,쇠고기샤브국,탕수어,873.0
2018-08-29,N,콩나물밥,팽이장국,치킨핑거,915.0
2018-08-30,N,밥,근대국,모듬장조림,849.0
2018-08-31,N,밥,조랭이떡국,소고기낙지볶음,817.0
2018-09-03,N,밥,콩나물국,버섯불고기,1213.0
2018-09-04,N,밥,들깨시래기국,동파삼겹수육,938.0
2018-09-05,N,김치제육덮밥,맑은국,샐러드파스타,829.0
2018-09-06,N,밥,꽃게탕,간장찜닭,830.0
2018-09-07,N,밥,미역국,매운주꾸미볶음,581.0
2018-09-10,N,밥,연두부국,돈육고추장불고기,1144.0
2018-09-11,N,밥,쇠고기미역국,닭매운찜,960.0
2018-09-12,N,소불고기덮밥,가쯔오장국,오징어튀김,805.0
2018-09-13,N,밥,시래기국,등갈비김치찜,882.0
2018-09-14,N,밥,고추장찌개,언양식불고기,405.0
2018-09-17,N,밥,어묵국,돈육굴소스볶음,1189.0
2018-09-18,N,밥,닭개장,류산슬,946.0
2018-09-19,N,카레덮밥,유부장국,감자프리타타,833.0
2018-09-20,N,밥,꽃게탕,소고기장조림,817.0
2018-09-21,N,밥,아욱된장국,돼지갈비찜/잡채,929.0
2018-10-08,N,밥,어묵탕,돈육고추장불고기,895.0
2018-10-10,N,곤드레밥*강된장,맑은국,돈육강정,1319.0
2018-10-11,N,밥,들깨버섯국,오징어볶음,1211.0
2018-10-12,N,밥,설렁탕,김치전,622.0
2018-10-15,N,밥,열무된장국,버섯불고기,1235.0
2018-10-16,N,밥,매운소고기무국,조기구이,928.0
2018-10-17,N,콩나물밥,유부장국,생선가스*칠리소스,761.0
2018-10-18,N,밥,감자국,김치제육볶음,857.0
2018-10-22,N,밥,고추장찌개,돈육간장불고기,1176.0
2018-10-23,N,밥,콩비지찌개,닭볶음탕,902.0
2018-10-24,N,밥,콩나물국,등갈비김치찜,777.0
2018-10-25,N,밥,얼갈이국,쇠고기낙지볶음,722.0
2018-10-26,N,밥,근대국,오징어볶음,528.0
2018-10-29,N,밥,황태국,소불고기,1156.0
2018-10-30,N,밥,어묵국,동파삼겹수육,932.0
2018-10-31,N,밥,콩나물국,수제돈가스,930.0
2018-11-01,N,밥,시래기국,마늘간장치킨,703.0
2018-11-02,N,밥,배추된장국,훈제오리구이,539.0
2018-11-05,N,밥,쇠고기샤브국,오징어볶음,1088.0
2018-11-06,N,밥,매운콩나물국,닭데리야끼구이,813.0
2018-11-07,N,곤드레밥*강된장,맑은국,사천식탕수육,860.0
2018-11-08,N,밥,미역국,닭갈비,926.0
2018-11-09,N,밥,육개장,고등어구이,496.0
2018-11-12,N,밥,순두부찌개,소고기불고기,1154.0
2018-11-13,N,밥,청국장찌개,돈육강정,783.0
2018-11-14,N,콩나물밥*양념장,팽이장국,치킨핑거*요거트드레싱,800.0
2018-11-15,N,밥,아욱국,유자청제육볶음,747.0
2018-11-16,N,밥,알탕,언양식불고기,616.0
2018-11-19,N,밥,꽃게탕,돈육굴소스볶음,1124.0
2018-11-20,N,밥,들깨시래기국,주꾸미볶음,740.0
2018-11-21,N,카레덮밥,맑은국,새우까스*탈탈소스,832.0
2018-11-22,N,밥,콩나물국,닭볶음탕,718.0
2018-11-23,N,밥,근대국,버섯불고기,527.0
2018-11-26,N,밥,얼갈이국,닭갈비,1077.0
2018-11-27,N,밥,배추된장국,짬뽕불고기,839.0
2018-11-28,N,나물비빔밥,가쯔오장국,오징어튀김,862.0
2018-11-29,N,밥,두부김치국,레몬탕수육,794.0
2018-11-30,N,밥,매운버섯국,해물누룽지탕,543.0
2018-12-03,N,밥,미역국,쇠고기낙지볶음,1248.0
2018-12-04,N,밥,차돌박이찌개,유린기,911.0
2018-12-05,N,단호박영양밥,유부장국,언양식불고기,885.0
2018-12-06,N,밥,콩나물국,오리불고기,765.0
2018-12-07,N,밥,떡만두국,쇠고기모듬장조림,674.0
2018-12-10,N,밥,아욱국,제육볶음,1201.0
2018-12-11,N,밥,시금치국,등갈비김치찜,883.0
2018-12-12,N,콩나물밥*양념장,가쯔오국,가자미튀김,788.0
2018-12-13,N,밥,매운어묵국,동파삼겹수육,765.0
2018-12-14,N,밥,동태찌개,치즈함박스테이크,664.0
2018-12-17,N,밥,콩나물국,짬뽕불고기,1170.0
2018-12-18,N,밥,연두부탕,닭볶음탕,813.0
2018-12-19,N,곤드레밥*강된장,팽이장국,탕수어,710.0
2018-12-20,N,밥,근대국,돼지갈비찜,784.0
2018-12-21,N,밥,닭개장,갈치양념조림,456.0
2018-12-24,N,밥,열무된장국,훈제오리구이,296.0
2018-12-26,N,밥,아욱국,돈육굴소스볶음,695.0
2018-12-27,N,밥,순두부찌개,오징어볶음,517.0
2018-12-28,N,밥,고추장찌개,버섯불고기,491.0
2018-12-31,N,밥,콩나물국,돈육고추장불고기,332.0
2019-01-02,N,밥,떡국,소갈비찜,1201.0
2019-01-03,N,밥,차돌박이찌개,안동찜닭,858.0
2019-01-04,N,밥,두부김치국,언양식불고기,668.0
2019-01-07,N,밥,시래기국,쇠고기숙주볶음,1072.0
2019-01-08,N,밥,콩나물국,치즈함박스테이크,839.0
2019-01-09,N,비빔밥,맑은국,치킨핑거*요거트소스,778.0
2019-01-10,N,밥,육개장,탕수육,767.0
2019-01-11,N,밥,꽃게탕,고추잡채*꽃빵,627.0
2019-01-14,N,밥,알탕,돈육굴소스볶음,1163.0
2019-01-15,N,밥,어묵국,등갈비김치말이,963.0
2019-01-16,N,짜장덮밥,맑은국,유산슬,1021.0
2019-01-17,N,밥,봄동된장국,쇠고기낙지볶음,837.0
2019-01-18,N,밥,콩나물김치국,순살파닭,585.0
2019-01-21,N,밥,고추장찌개,버섯불고기,1270.0
2019-01-22,N,밥,배추된장국,닭볶음탕,889.0
2019-01-23,N,콩나물밥,맑은국,생선까스*탈탈소스,958.0
2019-01-24,N,밥,얼갈이국,누룽지탕수육,827.0
2019-01-25,N,밥,수제비국,짬뽕불고기,667.0
2019-01-28,N,밥,된장찌개,김치제육볶음,1140.0
2019-01-29,N,밥,새알만두국,양파치킨,968.0
2019-01-30,N,카레덮밥,유부장국,새우까스*칠리소스,679.0
2019-01-31,N,밥,청국장찌개,갈치구이,765.0
2019-02-01,N,밥,시금치국,동파삼겹수육,804.0
2019-02-07,N,밥,열무된장국,훈제오리구이,1144.0
2019-02-08,N,밥,황태국,제육볶음,970.0
2019-02-11,N,밥,어묵국,소불고기,1459.0
2019-02-12,N,밥,순두부찌개,돈육장조림,1102.0
2019-02-13,N,낙지비빔밥,맑은국,메추리알조림,1044.0
2019-02-14,N,밥,꽃게탕,미니채소떡갈비,963.0
2019-02-15,N,밥,봄동된장국,오징어볶음,682.0
2019-02-18,N,밥,콩비지찌개,치즈함박스테이크,1314.0
2019-02-19,N,밥,차돌박이찌개,굴비구이,1052.0
2019-02-20,N,곤드레밥*양념장,맑은국,치킨핑거,1005.0
2019-02-21,N,밥,아욱국,돼지갈비찜,955.0
2019-02-22,N,밥,돈육김치찌개,언양식불고기,631.0
2019-02-25,N,밥,고추장찌개,버섯불고기,1299.0
2019-02-26,N,밥,쇠고기미역국,미트볼칠리조림,924.0
2019-02-27,N,비빔밥,유부장국,오징어튀김,944.0
2019-02-28,N,밥,콩가루배추된장국,돈삼겹보쌈,772.0
2019-03-04,N,밥,해물된장찌개,돈육간장불고기,1274.0
2019-03-05,N,밥,육개장,고추잡채*꽃빵,940.0
2019-03-06,N,콩나물밥,미역장국,코다리강정,1061.0
2019-03-07,N,밥,북어해장국,소고기낙지볶음,845.0
2019-03-08,N,밥,차돌박이찌개,해물누룽지탕,663.0
2019-03-11,N,밥,어묵국,쇠고기숙주볶음,1277.0
2019-03-12,N,밥,쑥국,안동찜닭,956.0
2019-03-13,N,카레덮밥,가쯔오장국,고구마치즈구이,953.0
2019-03-14,N,밥,우거지해장국,갈치구이,791.0
2019-03-15,N,밥,열무된장국,등갈비김치찜,630.0
2019-03-18,N,밥,콩나물국,버섯불고기,1261.0
2019-03-19,N,밥,아욱국,동파육,990.0
2019-03-20,N,김치제육덮밥,맑은국,야채튀김,970.0
2019-03-21,N,밥,미역국,한방소갈비찜,1214.0
2019-03-22,N,밥,해물된장찌개,돈육굴소스볶음,567.0
2019-03-25,N,밥,꽃게탕,소고기장조림,1150.0
2019-03-26,N,밥,무채국,제육볶음,919.0
2019-03-27,N,단호박영양밥,가쯔오장국,돈육칠리강정,856.0
2019-03-28,N,밥,어묵탕,매운돼지갈비찜,810.0
2019-03-29,N,밥,알탕,미니함박조림,481.0
2019-04-01,N,밥,황태국,소고기숙주볶음,1029.0
2019-04-02,N,밥,연두부탕,오징어볶음,855.0
2019-04-03,N,곤드레밥*강된장,들깨시래기국,순대볶음,790.0
2019-04-04,N,밥,돈육김치찌개,안동찜닭,745.0
2019-04-05,N,밥,조랭이떡미역국,짬뽕불고기,575.0
2019-04-08,N,밥,된장찌개,유자청돈육볶음,1105.0
2019-04-09,N,밥,순두부찌개,주꾸미볶음,876.0
2019-04-10,N,나물비빔밥,가쯔오장국,오징어튀김,789.0
2019-04-11,N,밥,콩나물국,수제돈까스,845.0
2019-04-12,N,밥,아욱국,닭오븐구이,553.0
2019-04-15,N,밥,매운어묵국,버섯불고기,1184.0
2019-04-16,N,밥,열무된장국,닭볶음탕,905.0
2019-04-17,N,밥,떡국,오징어볶음,910.0
2019-04-18,N,밥,매운버섯국,미트볼케찹조림,767.0
2019-04-19,N,짜장덮밥,맑은국,사천식탕수육,683.0
2019-04-22,N,밥,들깨시래기국,유자청돈육볶음,1094.0
2019-04-23,N,밥,된장찌개,쇠고기장조림,886.0
2019-04-24,N,카레라이스,미소장국,언양식불고기,1034.0
2019-04-25,N,밥,두부김치국,해물누룽지탕,702.0
2019-04-26,N,밥,미역국,돈육간장강정,572.0
2019-04-29,N,밥,김치콩나물국,버섯불고기,1207.0
2019-04-30,N,밥,소고기샤브국,오징어볶음,714.0
2019-05-02,N,밥,해물된장찌개,안동찜닭,758.0
2019-05-03,N,밥,순두부찌개,미니채소떡갈비,654.0
2019-05-07,N,밥,어묵국,훈제오리구이,1221.0
2019-05-08,N,콩나물밥,가쯔오장국,치킨핑거/요거트D,881.0
2019-05-09,N,밥,근대국,보쌈,958.0
2019-05-10,N,밥,참치김치찌개,소고기장조림,607.0
2019-05-13,N,밥,아욱국,제육볶음,1111.0
2019-05-14,N,밥,차돌된장찌개,해물청경채볶음,907.0
2019-05-15,N,산채비빔밥,가쯔오장국,치킨너겟*머스타드,888.0
2019-05-16,N,밥,연두부탕,돼지갈비찜,790.0
2019-05-17,N,밥,버섯매운탕,탕수어,408.0
2019-05-20,N,밥,된장찌개,소고기숙주나물볶음,1174.0
2019-05-21,N,밥,해물순두부찌개,수원왕갈비통닭,844.0
2019-05-22,N,밥,꽃게탕,새송이떡갈비구이,831.0
2019-05-23,N,밥,소고기국,가자미튀김,658.0
2019-05-24,N,낙지비빔밥,콩나물국,부추전,508.0
2019-05-27,N,밥,북어국,돈육콩나물불고기,1219.0
2019-05-28,N,밥,오징어국,안동찜닭,931.0
2019-05-29,N,밥,배추된장국,수제돈가스,896.0
2019-05-30,N,밥,육개장,고등어구이,836.0
2019-05-31,N,봄나물비빔밥,맑은국,함박스테이크,640.0
2019-06-03,N,밥,콩나물국,짬뽕불고기,1221.0
2019-06-04,N,밥,아욱국,등갈비김치찜,962.0
2019-06-05,N,곤드레밥*양념장,맑은국,코다리조림,761.0
2019-06-07,N,밥,고추장찌개,언양식불고기,389.0
2019-06-10,N,밥,매운어묵국,소불고기,1232.0
2019-06-11,N,밥,부대찌개,오징어볶음,804.0
2019-06-12,N,김치제육덮밥,맑은국,사과고구마그라탕,876.0
2019-06-13,N,밥,옹심이만두국,닭볶음탕,679.0
2019-06-14,N,밥,오이냉국,사천식탕수육,538.0
2019-06-17,N,밥,열무된장국,돼지고기유자청볶음,1099.0
2019-06-18,N,밥,북어해장국,매운돼지갈비찜,853.0
2019-06-19,N,짜장덮밥,맑은국,깐풍기,882.0
2019-06-20,N,밥,감자국,주꾸미볶음,625.0
2019-06-21,N,밥,청국장찌개,소고기장조림,505.0
2019-06-24,N,밥,어묵국,소불고기,1105.0
2019-06-25,N,밥,참치김치찌개,돈육장조림,775.0
2019-06-26,N,카레덮밥,가쯔오장국,고구마치즈구이,946.0
2019-06-27,N,밥,소고기미역국,양념치킨,808.0
2019-06-28,N,콩나물밥*양념장,팽이장국,치킨핑거*요거트드레싱,535.0
2019-07-01,N,밥,순두부찌개,치즈함박스테이크,1175.0
2019-07-02,N,밥,사과오이냉국,쇠고기낙지볶음,787.0
2019-07-03,N,마파두부덮밥,맑은국,치킨너겟,910.0
2019-07-04,N,밥,열무된장국,짬뽕불고기,699.0
2019-07-05,N,밥,김치두부국,훈제오리구이,546.0
2019-07-08,N,밥,오징어국,버섯불고기,985.0
2019-07-09,N,밥,시래기국,닭볶음탕,861.0
2019-07-10,N,열무보리비빔밥,가쯔오장국,깐풍육,862.0
2019-07-11,N,밥,근대국,삼겹보쌈,730.0
2019-07-12,N,<초복특식>,삼계탕,찹쌀밥,856.0
2019-07-15,N,밥,차돌박이찌개,돈육굴소스볶음,1127.0
2019-07-16,N,밥,북어계란국,닭갈비,952.0
2019-07-17,N,산채비빔밥,미소장국,야채튀김,814.0
2019-07-18,N,밥,돈육김치찌개,미니채소떡갈비,734.0
2019-07-19,N,밥,소고기무국,갈치구이,538.0
2019-07-22,N,밥,매운어묵국,소고기숙주볶음,1013.0
2019-07-23,N,밥,시금치된장국,등갈비김치찜,855.0
2019-07-24,N,카레라이스,가쯔오국,갈비통통만두,744.0
2019-07-25,N,밥,매운소고기국,유린기,668.0
2019-07-26,N,밥,우묵냉국,고구마함박스테이크,462.0
2019-07-29,N,밥,시금치국,유자청제육볶음,898.0
2019-07-30,N,밥,사과오이냉국,장어강정,745.0
2019-07-31,N,곤드레밥*양념장,맑은국,해물누룽지탕,619.0
2019-08-01,N,밥,아욱국,닭볶음탕,648.0
2019-08-02,N,밥,고추장찌개,미트볼케찹조림,440.0
2019-08-05,N,밥,콩나물국,닭갈비,936.0
2019-08-06,N,밥,도토리묵냉국,짬뽕불고기,798.0
2019-08-07,N,짜장덮밥,맑은국,고추잡채*꽃빵,841.0
2019-08-08,N,밥,아욱국,돼지갈비찜,781.0
2019-08-09,N,밥,차돌된장찌개,주꾸미볶음,641.0
2019-08-12,N,밥,된장찌개,소고기숙주볶음,1073.0
2019-08-13,N,밥,꽃게탕,언양식불고기,813.0
2019-08-14,N,콩나물밥,올챙이만두국,유린기,713.0
2019-08-16,N,밥,닭개장,쇠고기장조림,466.0
2019-08-19,N,밥,시래기국,유자청제육볶음,1249.0
2019-08-20,N,밥,소고기미역국,닭강정,955.0
2019-08-21,N,산채비빔밥,미소장국,오징어튀김,923.0
2019-08-22,N,밥,닭곰탕,류산슬,880.0
2019-08-23,N,밥,돈육김치찌개,미니채소떡갈비,599.0
2019-08-26,N,밥,꽃게탕,함박스테이크,1221.0
2019-08-27,N,밥,고추장찌개,버섯불고기,921.0
2019-08-28,N,카레덮밥,맑은국,치킨핑거,899.0
2019-08-29,N,밥,배추된장국,훈제오리구이,845.0
2019-08-30,N,밥,부대찌개,굴비구이,575.0
2019-09-02,N,밥,들깨시락국,돈육김치볶음,1363.0
2019-09-03,N,밥,차돌박이찌개,소고기장조림,944.0
2019-09-04,N,단호박영양밥,유부장국,새송이너비아니구이,769.0
2019-09-05,N,밥,토란국,매운돼지갈비찜,778.0
