일자,요일,본사정원수,실질정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,Month,Date,Season,연휴,New_lunch,New_dinner,lunch_rice,lunch_soup,lunch_main,dinner_rice,dinner_soup,dinner_main,기온,강수량,풍속,습도,불쾌지수,체감온도
2017-02-06,월,2632,2381,49,202,610,0,1319,768,2,6,겨울,N,N,N,밥,냉이된장찌개,닭갈비,밥,사골우거지국,탕수어,2.1,0.0,1.9,40.9,43.002611,2.7481311411017657
2017-02-07,화,2632,2385,40,207,565,0,1114,554,2,7,겨울,N,N,N,밥,대구매운탕,유산슬,밥,순두부찌개,돈육굴소스볶음,1.2,0.0,0.6,49.8,40.742224,3.8265898814247907
2017-02-08,수,2632,2374,52,206,0,0,1068,548,2,8,겨울,N,N,N,콩나물밥,맑은국,닭오븐구이,밥,열무된장국,삼겹살구이,2.9,0.0,0.9,45.5,43.448805,4.873043981187825
2017-02-09,목,2632,2340,65,227,377,0,953,583,2,9,겨울,N,N,N,밥,배추국,수제돈까스,유부초밥,쌀국수,순대오징어볶음,0.1,0.0,3.0,31.5,41.907685,-0.32559104959716617
2017-02-10,금,2632,2199,149,284,59,0,797,505,2,10,겨울,N,N,N,오곡밥,소고기무국,굴비구이,밥,청국장찌개,미니함박조림,-2.4,0.0,2.6,35.9,38.369316,-2.728571614253223
2017-02-13,월,2632,2375,61,196,505,0,1364,689,2,13,겨울,N,N,N,밥,쇠고기미역국,제육볶음,밥,부대찌개,고등어구이,1.8,0.0,0.7,50.0,41.499,4.17350658474407
2017-02-14,화,2632,2356,53,223,444,0,997,566,2,14,겨울,N,N,N,밥,된장찌개,주꾸미볶음,짜장덮밥,맑은국,사천식탕수육,2.2,0.0,0.9,49.5,42.08161,4.165083614361377
2017-02-15,수,2632,2348,51,233,0,0,1045,505,2,15,겨울,N,N,N,밥,들깨시래기국,순살파닭,밥,오징어국,돈육장조림,2.2,0.0,0.5,49.6,42.069488,5.091595312919424
2017-02-16,목,2632,2336,56,240,419,0,968,567,2,16,겨울,N,N,N,밥,홍합탕,소불고기,오므라이스,가쯔오장국,치킨텐더,6.7,2.5,1.0,66.6,46.620778,8.570600000000002
2017-02-17,금,2632,2219,144,269,73,0,753,494,2,17,겨울,N,N,N,밥,어묵국,등갈비김치찜,밥,콩비지찌개,고추잡채*꽃빵,10.2,0.4,2.2,44.1,52.708918,11.14861620622023
2017-02-20,월,2632,2329,104,199,494,0,1216,648,2,20,겨울,N,N,N,밥,열무된장국,동파육,밥,얼갈이된장국,간장찜닭,7.4,0.4,2.7,45.3,49.134778,7.8301626566949905
2017-02-21,화,2632,2343,63,226,445,0,1004,559,2,21,겨울,N,N,N,밥,버섯들깨탕,낙지볶음,날치알김치볶음밥,미역장국,쇠고기퀘사디아,1.6,0.0,0.6,48.3,41.454172,4.221342763215654
2017-02-22,수,2632,2305,75,252,0,0,1065,0,2,22,겨울,N,N,N,나물비빔밥,유부장국,생선까스*탈탈소스,None,None,None,3.4,30.1,0.4,84.5,39.81477,6.577849064445021
2017-02-23,목,2632,2285,75,272,307,0,917,534,2,23,겨울,N,N,N,밥,콩나물국,돼지갈비찜,참치주먹밥,김치우동,케이준샐러드,4.1,0.0,2.6,42.6,45.258334000000005,4.314157308356999
2017-02-24,금,2632,2167,174,291,63,0,698,463,2,24,겨울,N,N,N,밥,수제비국,깐풍기,밥,쇠고기샤브국,가자미양념찜,2.5,0.0,2.2,31.1,44.647425,2.8995155343937404
2017-02-27,월,2632,2317,134,181,368,0,1141,563,2,27,겨울,N,N,N,밥,봄동된장국,훈제오리구이,밥,황태국,짬뽕불고기,5.1,0.0,0.8,60.1,44.871149,7.269658406185352
2017-02-28,화,2632,2273,156,203,179,0,956,536,2,28,겨울,Y,N,N,밥,사골떡국,언양식불고기,김밥,꼬치어묵탕,쫄면야채무침,5.1,0.0,0.8,55.9,45.259691000000004,7.269658406185352
2017-03-02,목,2627,2222,190,215,428,0,1057,593,3,2,봄,N,N,N,밥,돈육김치찌개,팝콘치킨*데리마요,후난식볶음밥,잔치국수,새우또띠아,4.5,1.3,2.5,50.6,44.96343,4.81742675214779
2017-03-03,금,2627,2197,174,256,70,0,926,578,3,3,봄,N,N,N,카레덮밥,맑은국,미니채소떡갈비,밥,해물된장찌개,소고기모듬장조림,4.0,0.0,0.9,48.6,44.51476,5.985553129057957
2017-03-06,월,2627,2363,63,201,490,0,1311,658,3,6,봄,N,N,N,밥,어묵국,순살닭갈비,밥,김치두부국,쇠불고기,4.7,0.0,2.5,32.6,46.962078,5.033548084182806
2017-03-07,화,2627,2372,41,214,455,0,994,545,3,7,봄,N,N,N,밥,토란탕,돈육칠리강정,참치야채비빔밥,맑은국,수제고로케,1.2,0.0,2.0,35.4,42.630352,1.6938504604136209
2017-03-08,수,2627,2348,46,233,0,0,879,518,3,8,봄,N,N,N,곤드레밥*강된장,미소국,오징어볶음,밥,차돌박이찌개,코다리강정,1.0,0.0,1.7,47.5,40.78775,1.7956516986554059
2017-03-09,목,2627,2318,55,254,346,0,954,519,3,9,봄,N,N,N,밥,아욱국,마늘치킨,김밥볶음밥,팽이장국,볶음우동,5.1,0.0,2.4,37.5,46.961875,5.536256616848421
2017-03-10,금,2627,2191,145,291,63,0,664,461,3,10,봄,N,N,N,밥,얼큰순두부찌개,해물청경채볶음,밥,미역국,궁중떡찜,5.6,0.0,1.0,42.0,47.15848,7.450800000000001
2017-03-13,월,2627,2334,82,211,449,0,1295,596,3,13,봄,N,N,N,밥,오징어국,버섯불고기,밥,육개장,갈치조림,9.3,0.0,1.2,47.8,51.398546,10.989988042208147
2017-03-14,화,2627,2351,46,230,437,0,972,533,3,14,봄,N,N,N,밥,동태찌개,미트볼케찹조림,콩나물밥,가쯔오장국,주꾸미볶음,8.4,0.0,1.8,43.4,50.506944000000004,9.508433688428966
2017-03-15,수,2627,2353,40,234,0,0,961,486,3,15,봄,N,N,N,밥,근대국,양념찜닭,밥,북어계란국,등갈비김치찜,5.5,0.0,1.1,43.0,46.94735,7.207793411277709
2017-03-16,목,2627,2321,47,259,357,0,951,504,3,16,봄,N,N,N,밥,옹심이만두국,돈육굴소스볶음,멸치주먹밥,김치말이국수,훈제오리냉채,6.5,0.0,1.0,56.0,47.1606,8.367
2017-03-17,금,2627,2199,129,299,59,0,625,429,3,17,봄,N,N,N,밥,고추장찌개,치킨커틀렛,밥,열무된장국,미니함박조림,6.5,0.0,1.0,49.5,47.671825,8.367
2017-03-20,월,2627,2334,86,207,390,0,1328,556,3,20,봄,N,N,N,밥,아욱국,콩나물불고기,밥,매운버섯국,누룽지탕수육,7.1,7.9,0.8,75.4,46.568666,9.277845410030624
2017-03-21,화,2627,2350,55,222,454,0,940,647,3,21,봄,N,N,N,밥,냉이된장찌개,쇠고기장조림,베이컨김치볶음밥,미소장국,로제파스타,9.2,2.3,1.6,54.4,50.927552,10.51249328182485
2017-03-22,수,2627,2339,53,235,0,0,953,0,3,22,봄,N,N,N,밥,돈육김치찌개,유린기,None,None,None,6.9,0.0,0.8,55.4,47.751174000000006,9.077026709646095
2017-03-23,목,2627,2320,62,245,321,0,911,557,3,23,봄,N,N,N,밥,콩가루배추국,돼지갈비찜,통새우김밥,짬뽕,고구마치즈구이,9.3,0.0,0.8,49.4,51.317058,11.486851114260423
2017-03-24,금,2627,2167,181,279,50,0,644,518,3,24,봄,N,N,N,밥,대구매운탕,고추잡채*꽃빵,밥,연두부탕,닭강정,8.1,0.0,1.0,61.3,49.010747,9.995800000000003
2017-03-27,월,2627,2280,105,242,360,0,1114,501,3,27,봄,N,N,N,밥,알탕,소고기숙주볶음,밥,부대찌개,고등어구이,5.6,0.0,1.2,60.8,45.512352,7.179961743299771
2017-03-28,화,2627,2335,44,248,368,0,970,504,3,28,봄,N,N,N,밥,소고기미역국,주꾸미볶음,해물볶음밥,맑은국,비빔메밀국수,7.4,0.6,1.1,55.6,48.416456,9.153569762298083
2017-03-29,수,2627,2348,42,237,0,0,966,474,3,29,봄,N,N,N,봄나물비빔밥,팽이장국,언양식불고기,밥,우거지탕,돈까스,7.0,4.5,0.8,86.6,45.58758,9.177436059838362
2017-03-30,목,2627,2282,67,278,223,0,802,497,3,30,봄,N,N,N,밥,북어콩나물국,사천식탕수육,충무김밥,유부우동,오징어무침,10.6,0.0,1.2,62.4,52.511055999999996,12.328645931013789
2017-03-31,금,2627,2184,147,296,45,0,639,420,3,31,봄,N,N,N,밥,쇠고기무국(빨갛게),생선커틀렛,밥,봄동된장국,동태콩나물찜,9.9,2.6,1.1,69.9,51.174199,11.713801803114357
2017-04-03,월,2626,2347,81,198,465,0,1258,577,4,3,봄,N,N,N,밥,꽃게탕,오이달래무침,밥,콩비지찌개,가자미카레튀김,11.0,0.0,1.1,45.9,53.64481,12.840303901073518
2017-04-04,화,2626,2360,54,212,418,0,809,535,4,4,봄,N,N,N,밥,된장찌개,쇠불고기,참치주먹밥,쌀국수,오징어순대볶음,12.6,0.0,1.1,43.5,55.711690000000004,14.478852407195937
2017-04-05,수,2626,2312,63,251,0,0,1060,391,4,5,봄,N,N,N,짜장밥,맑은계란국,유산슬,밥,미역장국,유자청돈육볶음,13.4,48.5,1.3,77.4,56.353684,15.13152961443133
2017-04-06,목,2626,2290,65,271,317,0,897,436,4,6,봄,N,N,N,밥,근대국,마늘치킨,김치볶음밥/계란,유부주머니국,쇠고기퀘사디아,15.6,15.7,1.5,86.4,59.924415999999994,17.28330210160859
2017-04-07,금,2626,2184,151,291,67,0,602,431,4,7,봄,N,N,N,밥,육개장,미니채소떡갈비,밥,매운어묵국,순살닭갈비,15.0,0.0,1.2,69.5,58.83225,16.859488016202132
2017-04-10,월,2626,2316,81,229,418,0,1218,541,4,10,봄,N,N,N,밥,얼갈이국,쇠고기낙지볶음,밥,무채국,치즈시즈닝치킨,13.5,0.1,2.2,45.3,56.811445,14.683945065574441
2017-04-11,화,2626,2348,44,234,440,0,994,535,4,11,봄,N,N,N,밥,김치찌개,해물누룽지탕,밥,카레돈까스정식,미소장국,13.2,11.5,1.7,59.0,56.265119999999996,14.643878885796628
2017-04-12,수,2626,2344,41,241,0,0,893,384,4,12,봄,N,N,N,밥,들깨미역국,삼겹살오븐구이,밥,순두부찌개,삼치구이,14.0,0.0,2.4,23.0,57.538799999999995,15.127054750925717
2017-04-13,목,2626,2295,61,270,318,0,784,521,4,13,봄,N,N,N,밥,황태국,닭데리야끼조림,유부초밥,잔치국수,수제핫도그,13.7,0.0,1.6,42.5,57.083775,15.23284387646161
2017-04-14,금,2626,2206,122,298,55,0,541,402,4,14,봄,N,N,N,밥,쇠고기샤브국,오징어볶음,밥,청국장찌개,돈육장조림,15.2,0.0,2.1,49.0,58.97852,16.55012549075238
2017-04-17,월,2626,2324,82,220,434,0,1237,479,4,17,봄,N,N,N,밥,된장찌개,돈육굴소스볶음,밥,쇠고기무국,고등어조림,14.2,16.5,0.8,88.6,57.587588,16.406909273681336
2017-04-18,화,2626,2325,57,244,405,0,839,567,4,18,봄,N,N,N,밥,들깨시래기국,쇠고기장조림,나가사끼짬뽕,야채볶음밥,치킨핑거*요거트D,14.7,0.0,1.9,60.4,58.359812000000005,16.115263544615907
2017-04-19,수,2626,2334,36,256,0,0,871,408,4,19,봄,N,N,N,곤드레밥,맑은국,탕수어,밥,닭개장,갈치구이,14.6,0.0,1.8,36.1,58.181594000000004,16.06244698093028
2017-04-20,목,2626,2294,44,288,284,0,713,511,4,20,봄,N,N,N,밥,아욱국,등갈비김치찜,오므라이스,가쯔오장국,떡볶이,13.0,0.2,1.0,52.6,56.07782,14.984000000000002
2017-04-21,금,2626,2182,137,307,59,0,547,353,4,21,봄,N,N,N,밥,콩나물김치국,버섯불고기,밥,열무된장국,돈육강정,14.3,0.0,1.0,56.1,57.802777000000006,16.3074
2017-04-24,월,2626,2290,76,260,373,0,1109,531,4,24,봄,N,N,N,밥,부대찌개,언양식불고기,밥,오징어국,쇠고기숙주볶음,14.6,0.0,1.2,59.9,58.218246,16.447593281185007
2017-04-25,화,2626,2269,69,288,336,0,791,510,4,25,봄,N,N,N,밥,차돌박이찌개,닭강정,멸치주먹밥,양송이스프,토마토스파게티,17.3,0.1,1.3,68.1,62.238186999999996,19.16802446835398
2017-04-26,수,2626,2277,45,304,0,0,835,0,4,26,봄,N,N,N,비빔밥,맑은국,오징어튀김,None,None,None,14.7,1.7,0.9,71.6,58.388148,16.807233021976515
2017-04-27,목,2626,2254,61,311,183,0,788,442,4,27,봄,N,N,N,밥,미역국,매콤함박스테이크,닭갈비볶음밥,어묵국,크림카레우동,14.7,0.0,2.0,29.5,58.281635,16.0646591887297
2017-04-28,금,2626,2155,161,310,44,0,575,362,4,28,봄,Y,N,N,밥,꽃게찌개,탕수육,밥,얼갈이된장국,주꾸미떡볶음,15.4,0.0,2.0,38.8,59.141048,16.80981223390164
2017-05-02,화,2637,1581,933,123,88,0,525,298,5,2,봄,Y,N,N,밥,참치김치찌개,훈제오리구이/쌈무,밥,순두부찌개,돈육굴소스볶음,15.7,0.0,0.9,49.6,59.633528,17.818604974585725
2017-05-04,목,2637,1372,1224,41,45,0,383,262,5,4,봄,Y,N,N,밥,들깨미역국,닭갈비,야채볶음밥,유부주머니국,미니버거,17.9,0.6,1.1,61.0,62.88581,19.906544333726444
2017-05-08,월,2637,1792,715,130,151,0,792,308,5,8,봄,Y,N,N,밥,고추장찌개,쇠불고기,밥,육개장,꽁치오븐구이,17.7,0.0,1.0,50.3,62.258168999999995,19.768600000000003
2017-05-10,수,2637,2346,68,223,0,0,1235,500,5,10,봄,N,N,N,밥,된장찌개,제육볶음,밥,연두부탕,닭오븐구이,16.6,0.1,1.1,74.8,61.342232,18.57522367250198
2017-05-11,목,2637,2316,57,264,471,0,829,501,5,11,봄,N,N,N,밥,콩가루배추국,낙지볶음,볶음밥/짜장소스,맑은국,사천식탕수육,19.9,0.0,1.3,61.6,65.746016,21.859021037635753
2017-05-12,금,2637,2235,113,289,96,0,817,507,5,12,봄,N,N,N,밥,옹심이만두떡국,유린기,밥,청국장찌개,돼지갈비찜,17.0,9.1,0.8,85.4,62.23062,19.218371079064713
2017-05-15,월,2637,2350,63,224,516,0,1203,505,5,15,봄,N,N,N,밥,콩비지찌개,돈육꽈리고추볶음,밥,닭개장,가자미카레튀김,16.0,0.0,1.1,49.0,60.0146,17.960767982706074
2017-05-16,화,2637,2330,41,266,486,0,890,533,5,16,봄,N,N,N,밥,쇠고기샤브국,오징어볶음,꼬마김밥*겨자장,잔치국수,감자만두,16.5,0.0,1.0,60.6,60.89821,18.547
2017-05-17,수,2637,2323,46,268,0,0,864,484,5,17,봄,N,N,N,밥,열무된장국,쇠고기장조림,밥,차돌박이찌개,갈치양념조림,17.1,0.0,0.9,60.5,61.741545,19.23452570823862
2017-05-18,목,2637,2290,60,287,343,0,796,459,5,18,봄,N,N,N,밥,부대찌개,굴비구이,밥,옛날돈가스,옥수수스프,18.8,0.0,0.9,58.0,64.02896000000001,20.953858027674283
2017-05-19,금,2637,2186,146,305,81,0,662,414,5,19,봄,N,N,N,밥,새우살미역국,순살양념치킨,밥,배추된장국,쇠고기숙주볶음,20.3,0.0,1.0,53.8,65.861786,22.415400000000005
2017-05-22,월,2637,2334,63,240,504,0,1207,585,5,22,봄,N,N,N,밥,시금치된장국,제육볶음,밥,연두부찌개,코다리조림,19.6,0.0,1.2,56.6,65.064864,21.596277468899032
2017-05-23,화,2637,2333,47,257,429,0,889,545,5,23,봄,N,N,N,밥,소고기국,간장찜닭,볶음밥,짬뽕,탕수육,18.9,0.0,1.0,67.6,64.590836,20.990199999999998
2017-05-24,수,2637,2311,49,277,0,0,852,387,5,24,봄,N,N,N,콩나물밥,김치국,고등어구이,밥,꽃게탕,모둠장조림,20.2,3.9,1.1,73.9,66.872822,22.26195781127742
2017-05-25,목,2637,2290,57,290,320,0,838,456,5,25,봄,N,N,N,밥,들깨시래기국,오리불고기,마파두부덮밥,유부장국,수제고로케,21.5,0.0,1.9,51.9,67.340215,23.329271508417186
2017-05-26,금,2637,2171,164,302,60,0,597,462,5,26,봄,N,N,N,밥,콩나물국,주꾸미떡볶음,밥,된장찌개,치즈닭갈비,17.4,0.0,1.6,43.8,61.675588,19.11402103205184
2017-05-29,월,2637,2309,88,240,394,0,1193,555,5,29,봄,N,N,N,밥,황태국,소불고기,밥,우거지해장국,임연수엿장조림,23.5,0.0,1.0,51.6,69.96094,25.673000000000005
2017-05-30,화,2637,2324,57,256,293,0,821,579,5,30,봄,N,N,N,밥,얼갈이된장국,동파삼겹수육,김밥,맑은국,쫄면야채무침,23.4,0.0,0.8,51.6,69.828856,25.64456949136958
2017-05-31,수,2637,2329,43,265,0,0,910,0,5,31,봄,N,N,N,열무보리비빔밥,가쯔오장국,탕수만두,None,None,None,21.3,0.8,1.4,69.3,68.25639100000001,23.271640067910248
2017-06-01,목,2648,2317,66,265,317,0,914,505,6,1,여름,N,N,N,밥,오이냉국,등갈비김치찜,주먹밥,단호박스프,로제스파게티,23.4,0.0,1.6,58.1,70.405146,25.407821824900857
2017-06-02,금,2648,2190,165,293,77,0,699,480,6,2,여름,N,N,N,밥,돈육김치찌개,삼치된장구이,밥,새알만두국,팝콘치킨*데리야끼소스,20.0,0.0,1.8,49.3,65.2115,21.770781138915297
2017-06-05,월,2648,1865,633,150,174,0,760,306,6,5,여름,Y,N,N,밥,근대국,돈육굴소스볶음,밥,감자고추장찌개,탕수어,19.5,0.0,1.3,50.5,64.622525,21.44502156543855
2017-06-07,수,2648,2345,75,228,0,0,1127,549,6,7,여름,N,N,N,밥,콩나물국,훈제오리구이,밥,열무된장국,돼지갈비찜,19.6,12.6,1.8,72.3,65.866192,21.34794157165715
2017-06-08,목,2648,2311,63,274,423,0,857,443,6,8,여름,N,N,N,밥,얼갈이된장국,미니채소떡갈비,김밥볶음밥,냉모밀국수,야채튀김,21.3,0.0,1.2,54.6,67.258702,23.3468300927218
2017-06-09,금,2648,2224,130,294,67,0,715,460,6,9,여름,N,N,N,밥,호박잎된장찌개,깐풍기,밥,쇠고기미역국,가자미양념찜,22.6,0.0,1.4,49.6,68.610704,24.623550148775905
2017-06-12,월,2648,2352,87,209,529,0,1140,552,6,12,여름,N,N,N,밥,연두부탕,쇠고기숙주볶음,밥,된장찌개,돈육강정,19.0,0.0,1.4,56.5,64.23815,20.87979915560946
2017-06-13,화,2648,2367,47,234,451,0,916,540,6,13,여름,N,N,N,밥,도토리묵냉국,쭈꾸미볶음,참치회덮밥,미소장국,고구마치즈구이,18.8,0.3,1.2,65.8,64.365296,20.772487998864786
2017-06-14,수,2648,2340,55,253,0,0,907,408,6,14,여름,N,N,N,곤드레밥*강된장,가쯔오장국,치킨핑거,밥,알탕,미트볼케찹조림,20.9,0.0,1.4,61.1,67.133901,22.855667735336198
2017-06-15,목,2648,2316,64,268,318,0,763,443,6,15,여름,N,N,N,밥,쇠고기샤브국,갈치구이,볶음밥,열무김치국수,부추만두,23.3,0.0,1.2,48.8,69.451296,25.406303767807408
2017-06-16,금,2648,2179,164,305,62,0,644,383,6,16,여름,N,N,N,밥,아욱된장국,삼겹살구이,밥,참치김치찌개,쇠고기장조림,21.8,0.0,1.2,57.6,68.152432,23.861698511493202
2017-06-19,월,2648,2320,102,226,455,0,1126,489,6,19,여름,N,N,N,밥,들깨시래기국,유자청제육볶음,밥,감자국,닭데리야끼조림,24.1,0.0,1.4,54.5,71.030655,26.1834463959286
2017-06-20,화,2648,2329,66,253,429,0,888,508,6,20,여름,N,N,N,밥,오이지냉국,고등어김치말이,충무김밥,미역장국,오징어무침,21.2,10.3,1.0,73.3,68.374304,23.3316
2017-06-21,수,2648,2319,60,269,0,0,982,445,6,21,여름,N,N,N,카레라이스,유부주머니국,언양식불고기,밥,해물된장찌개,고추잡채*꽃빵,22.5,0.0,1.3,66.6,69.83635,24.550017606917518
2017-06-22,목,2648,2306,69,273,317,0,875,451,6,22,여름,N,N,N,밥,쇠고기미역국,해물누룽지탕,소고기주먹밥,쌀국수,또띠아피자,23.5,0.0,1.3,62.9,70.973985,25.58501628741051
2017-06-23,금,2648,2196,162,290,57,0,609,441,6,23,여름,N,N,N,밥,나가사끼짬뽕국,닭갈비,밥,콩비지찌개,탕수어,23.8,0.0,1.1,62.9,71.403798,25.94869195005286
2017-06-26,월,2648,2299,112,237,374,0,1147,539,6,26,여름,N,N,N,밥,차돌박이찌개,훈제오리고추장볶음,밥,연두부찌개,탕수육,21.7,10.5,0.9,84.5,69.946635,23.88683669024099
2017-06-27,화,2648,2333,59,256,309,0,973,575,6,27,여름,N,N,N,밥,북어콩나물국,오징어볶음,콩국수,작은밥,탄두리치킨,22.8,0.0,1.0,70.1,70.566672,24.9604
2017-06-28,수,2648,2331,58,259,0,0,745,0,6,28,여름,N,N,N,콩나물밥,얼갈이된장국,삼치구이,None,None,None,23.4,0.0,1.1,66.6,71.158756,25.53905482352225
2017-06-29,목,2648,2316,66,266,209,0,814,451,6,29,여름,N,N,N,밥,우무묵냉국,갈릭돈까스,빠에야,올챙이만두국,웨지감자,22.0,4.8,0.8,78.8,70.01424,24.238838588677893
2017-06-30,금,2648,2164,188,296,34,0,695,370,6,30,여름,N,N,N,밥,꼬지어묵탕,매운닭찜,밥,청국장찌개,장어강정,24.1,0.0,1.1,75.9,73.076281,26.255919794950813
2017-07-03,월,2839,2559,66,214,414,0,1231,501,7,3,여름,N,N,N,밥,콩나물국,짬뽕불고기,밥,육개장,고등어카레구이,26.6,0.3,1.6,72.6,76.582684,28.76451558108701
2017-07-04,화,2839,2542,50,247,368,0,962,432,7,4,여름,N,N,N,밥,배추된장국,낙지볶음,후난식볶음밥,가쯔오장국,닭강정,26.1,1.9,1.2,80.5,76.729895,28.289566912927256
2017-07-05,수,2839,2533,46,260,0,0,912,340,7,5,여름,N,N,N,짜장덮밥,계란국,유산슬,밥,대구찌개,돈육굴소스볶음,25.8,17.6,1.2,81.8,76.393956,27.980645861664414
2017-07-06,목,2839,2499,72,268,341,0,821,501,7,6,여름,N,N,N,밥,아욱된장국,등갈비김치찜,김밥,잔치국수,수제고로케,24.8,5.2,1.0,89.6,75.573792,26.996400000000005
2017-07-07,금,2839,2405,146,288,73,0,613,472,7,7,여름,N,N,N,밥,오이냉국,유린기,밥,순두부찌개,해물까스*탈탈소스,25.2,0.3,0.9,90.4,76.33779200000001,27.42663852437323
2017-07-10,월,2839,2526,98,215,406,0,1084,527,7,10,여름,N,N,N,밥,콩나물국,버섯불고기,밥,감자국,사천식탕수육,26.9,0.0,1.9,85.8,78.668998,29.05804253849467
2017-07-11,화,2839,2545,62,232,380,0,866,444,7,11,여름,N,N,N,밥,어묵국,주꾸미떡볶음,오므라이스,미소장국,새우또띠아,26.1,0.0,1.7,78.5,76.499115,28.229299436134482
2017-07-12,수,2839,2507,69,263,0,0,918,414,7,12,여름,N,N,N,<초복특식>,삼계탕,찹쌀밥,밥,해물된장찌개,모둠장조림,27.4,0.0,1.2,75.6,78.190456,29.628224801732898
2017-07-13,목,2839,2483,79,277,311,0,765,461,7,13,여름,N,N,N,밥,근대국,돼지갈비찜,유부초밥,김치말이국수,풋고추튀김,26.8,0.0,1.1,78.3,77.585656,29.020970399032393
2017-07-14,금,2839,2344,209,286,57,0,613,485,7,14,여름,N,N,N,밥,부대찌개,갈치조림,밥,고추장찌개,미니함박조림,26.7,0.0,1.2,81.9,77.863927,28.90740901545294
2017-07-17,월,2839,2495,132,212,424,0,1168,500,7,17,여름,N,N,N,밥,무채국,돈육고추장볶음,밥,꽃게탕,소고기장조림,26.6,4.8,1.2,83.1,77.846254,28.804435331698663
2017-07-18,화,2839,2502,98,239,419,0,916,513,7,18,여름,N,N,N,밥,열무된장국,간장찜닭,목살필라프,단호박스프,토마토스파게티,26.7,1.9,0.9,83.6,78.070188,28.943696453287046
2017-07-19,수,2839,2501,79,259,0,0,830,457,7,19,여름,N,N,N,김치제육덮밥,맑은국,양장피잡채,밥,호박잎된장찌개,언양식불고기,27.8,0.0,1.0,73.5,78.53617,30.050400000000003
2017-07-20,목,2839,2471,90,278,270,0,750,429,7,20,여름,N,N,N,밥,소고기매운무국,오징어굴소스볶음,카레라이스,유부장국,해물볶음우동,28.5,0.0,1.1,78.1,80.252615,30.761928186787454
2017-07-21,금,2839,2332,206,301,46,0,648,410,7,21,여름,N,N,N,밥,닭곰탕,미트볼케찹조림,밥,육개장,꽁치구이,30.2,0.0,1.4,73.5,82.22653,32.527024467682836
2017-07-24,월,2839,2391,237,211,401,0,1119,486,7,24,여름,N,N,N,밥,어묵탕,콩나물불고기,밥,콩가루배추국,고추잡채*꽃빵,29.7,0.1,0.9,79.4,82.348782,31.97781231111468
2017-07-25,화,2839,2382,214,243,272,0,827,514,7,25,여름,N,N,N,밥,된장찌개,가자미카레튀김,빠에야,냉모밀국수,비빔야채만두,27.3,17.2,0.9,87.4,79.53639799999999,29.550519624852576
2017-07-26,수,2839,2339,254,246,0,0,797,0,7,26,여름,N,N,N,나물비빔밥,미소장국,파스타샐러드,None,None,None,26.1,0.0,1.3,69.9,75.50676100000001,28.276012856692276
2017-07-27,목,2839,2265,334,240,221,0,804,486,7,27,여름,N,N,N,밥,콩나물냉국,순살파닭,마파두부덮밥,미역장국,탕수육,25.7,0.0,1.2,64.1,74.25966299999999,27.877672177910135
2017-07-28,금,2839,2156,419,264,46,0,501,459,7,28,여름,N,N,N,밥,쇠고기샤브국,주꾸미떡볶음,밥,닭개장,생선까스*탈탈소스,27.2,0.0,1.0,68.0,76.91904,29.439600000000002
2017-07-31,월,2839,2159,524,156,192,0,945,455,7,31,여름,N,N,N,밥,연두부탕,쇠고기숙주볶음,밥,아욱국,돈육씨앗강정,26.2,38.2,0.8,87.0,77.64706,28.45603129675296
2017-08-01,화,2645,1998,466,181,320,0,745,509,8,1,여름,N,N,N,밥,부대찌개,해물누룽지탕,김밥볶음밥,잔치국수,훈제오리냉채,27.3,0.0,1.2,81.5,78.785505,29.525251117978623
2017-08-02,수,2645,2003,454,188,0,0,799,337,8,2,여름,N,N,N,밥,꽃게탕,미니채소떡갈비,밥,느타리버섯국,탕수어,26.9,0.0,1.1,81.5,78.138765,29.12337968066504
2017-08-03,목,2645,1987,451,207,301,0,776,401,8,3,여름,N,N,N,밥,오이미역냉국,닭오븐구이,콩나물밥,가쯔오장국,쇠고기장조림,27.5,0.0,1.4,71.8,77.85515000000001,29.719211222808006
2017-08-04,금,2645,1863,544,238,55,0,668,354,8,4,여름,N,N,N,밥,콩나물국,제육볶음,밥,차돌박이찌개,치킨텐더,28.9,0.0,1.2,71.0,79.86981,31.172830058047108
2017-08-07,월,2645,2049,428,168,351,0,1078,497,8,7,여름,N,N,N,밥,어묵국,쇠고기낙지볶음,밥,근대국,등갈비김치찜,30.5,0.0,1.4,60.3,80.589685,32.83900371711338
2017-08-08,화,2645,2024,414,207,350,0,842,445,8,8,여름,N,N,N,밥,미역국,닭갈비,해물굴소스볶음밥,가쯔오장국,비빔메밀국수,28.0,0.0,1.0,70.5,78.4411,30.254
2017-08-09,수,2645,2007,428,210,0,0,946,372,8,9,여름,N,N,N,밥,도토리묵냉국,수제돈까스,밥,뼈해장국,고등어조림,26.7,0.2,0.8,87.0,78.48271,28.958078047714277
2017-08-10,목,2645,1979,438,228,292,0,777,438,8,10,여름,N,N,N,밥,돈육김치찌개,갈치구이,멸치주먹밥,물냉면,케이준샐러드,28.8,0.0,1.4,72.4,79.917488,31.071121303673667
2017-08-11,금,2645,1839,566,240,66,0,710,393,8,11,여름,N,N,N,밥,고추장찌개,돈육보쌈,밥,오징어국,깐풍기,26.6,28.8,1.2,78.8,77.32879199999999,28.804435331698663
