datetime,new_dinner,dinner_rice,dinner_soup,dinner_main,dinner_number
2017-11-14,N,볶음밥,계란국,짜장면,515.0
2017-11-15,N,밥,뼈감자탕,해물까스*탈탈소스,363.0
2017-11-16,N,밥,수제비국,김치두루치기,437.0
2017-11-17,N,밥,토란탕,주꾸미굴소스볶음,332.0
2017-11-20,N,밥,알탕,동파삼겹수육,569.0
2017-11-21,N,닭갈비볶음밥,쌀국수,수제고로케,486.0
2017-11-22,N,밥,배추된장국,쇠고기장조림,424.0
2017-11-23,N,꼬마김밥*겨자장,김치우동,치킨핑거,433.0
2017-11-24,N,밥,육개장,새우까스*탈탈소스,378.0
2017-11-27,N,밥,쇠고기미역국,닭갈비,483.0
2017-11-28,N,참치주먹밥,짬뽕,고구마그라탕,517.0
2017-11-29,N,None,None,None,0.0
2017-11-30,N,목살필라프,로제파스타/스프,홍시드레싱샐러드,511.0
2017-12-01,N,밥,열무된장국,수제돈가스,381.0
2017-12-04,N,밥,김치찌개,유린기,625.0
2017-12-05,N,참치회덮밥,미소장국,또띠아피자,571.0
2017-12-06,N,밥,쇠고기샤브국,꽁치김치찜,414.0
2017-12-07,N,김밥,잔치국수,타코야끼,509.0
2017-12-08,N,밥,설렁탕,김치전,407.0
2017-12-11,N,밥,배추국,쇠고기장조림,536.0
2017-12-12,N,김치볶음밥,어묵우동,미니햄버거,641.0
2017-12-13,N,밥,새알미역국,닭갈비,430.0
2017-12-14,N,멸치주먹밥,나가사끼짬뽕,소고기퀘사디아,405.0
2017-12-15,N,밥,올갱이아욱국,등갈비김치찜,426.0
2017-12-18,N,밥,돈육김치찌개,가자미카레튀김,418.0
2017-12-19,N,볶음밥*짜장소스,맑은국,닭오븐구이,345.0
2017-12-20,N,밥,근대국,고추잡채*꽃빵,396.0
2017-12-21,N,작은밥,바지락수제비,찹쌀순대볶음,380.0
2017-12-22,N,밥,황태무채국,유자청제육볶음,482.0
2017-12-26,N,밥,청국장찌개,돈육계란장조림,176.0
2017-12-27,N,None,None,None,0.0
2017-12-28,N,밥,옛날왕돈까스,크림스프,245.0
2017-12-29,N,밥,육개장,자반고등어구이,209.0
2018-01-02,N,밥,대구매운탕,유산슬,432.0
2018-01-03,N,밥,홍합탕,사천식탕수육,441.0
2018-01-04,N,날치알김치볶음밥,어묵우동,새우또띠아,435.0
2018-01-05,N,밥,연두부탕,순대오징어볶음,509.0
2018-01-08,N,밥,냉이된장국,등갈비김치찜,554.0
2018-01-09,N,목살필라프,옥수수스프,토마토스파게티,349.0
2018-01-10,N,밥,쇠고기미역국,주꾸미굴소스볶음,423.0
2018-01-11,N,밥,뼈감자탕,삼치된장구이,430.0
2018-01-12,N,밥,시래기국,훈제오리구이,398.0
2018-01-15,N,밥,매운버섯국,굴비구이,480.0
2018-01-16,N,김치주먹밥,쌀국수,국물떡볶이,523.0
2018-01-17,N,밥,콩나물국,삼겹살구이,466.0
2018-01-18,N,오므라이스,팽이장국,돈육강정,472.0
2018-01-19,N,밥,순두부찌개,닭갈비,419.0
2018-01-22,N,밥,돈육김치찌개,갈치구이,492.0
2018-01-23,N,김밥,유부장국,해물볶음우동,488.0
2018-01-24,N,밥,근대국,안동찜닭,274.0
2018-01-25,N,야채볶음밥,짬뽕,수제고로케,513.0
2018-01-26,N,밥,쇠고기샤브국,미트볼케찹조림,418.0
2018-01-29,N,밥,청국장찌개,류산슬,689.0
2018-01-30,N,유부초밥,새우튀김우동,시저샐러드,689.0
2018-01-31,N,None,None,None,0.0
2018-02-01,N,후난식볶음밥,잔치국수,돈가스또띠아,620.0
2018-02-02,N,밥,알탕,주꾸미굴소스볶음,503.0
2018-02-05,N,밥,참치김치찌개,꽁치오븐구이,673.0
2018-02-06,N,낙지볶음덮밥,팽이장국,야채튀김,601.0
2018-02-07,N,밥,시금치된장국,매운닭찜,540.0
2018-02-08,N,밥,옛날왕돈까스,옥수수스프,543.0
2018-02-09,N,밥,감자고추장찌개,유린기,518.0
2018-02-12,N,밥,육개장,가자미카레튀김,541.0
2018-02-13,N,베이컨김치볶음밥,단호박스프,로제파스타,552.0
2018-02-14,N,밥,쇠고기무국,고추잡채*꽃빵,0.0
2018-02-19,N,밥,콩비지찌개,명태조림,657.0
2018-02-20,N,해물굴소스볶음밥,가쯔오장국,닭오븐구이,609.0
2018-02-21,N,밥,우거지해장국,고등어자반찜,522.0
2018-02-22,N,(쌀:국내산),김치우동,오징어튀김,578.0
2018-02-23,N,밥,대구매운탕,돈육장조림,522.0
2018-02-26,N,밥,쇠고기미역국,닭매운찜,585.0
2018-02-27,N,짜장잡채덮밥,계란국,연근/고구마튀김,438.0
2018-02-28,N,None,None,None,0.0
2018-03-02,N,밥,콩나물김치국,돈육굴소스볶음,349.0
2018-03-05,N,밥,콩나물국,돈육고추장볶음,687.0
2018-03-06,N,김밥,잔치국수,해물떡볶이,671.0
2018-03-07,N,밥,된장찌개,삼겹살구이,600.0
2018-03-08,N,산채비빔밥,유부장국,수제고로케,553.0
2018-03-09,N,밥,설렁탕,김치전,580.0
2018-03-12,N,밥,닭개장,갈치구이,663.0
2018-03-13,N,김치볶음밥,어묵우동,쇠고기퀘사디아,639.0
2018-03-14,N,밥,콩비지찌개,유자청돈육볶음,464.0
2018-03-15,N,작은밥,바지락수제비,사천식탕수육,489.0
2018-03-16,N,밥,콩나물국,닭갈비,487.0
2018-03-19,N,밥,부대찌개,고등어구이,559.0
2018-03-20,N,오므라이스,가쯔오장국,모둠튀김*칠리소스,571.0
2018-03-21,N,밥,연두부탕,돈육장조림,482.0
2018-03-22,N,빠에야,쌀국수,웨지감자,492.0
2018-03-23,N,밥,버섯매운국,새우까스*탈탈소스,454.0
2018-03-26,N,밥,황태국,소고기숙주볶음,604.0
2018-03-27,N,김밥,나가사끼짬뽕,단무지,599.0
2018-03-28,N,None,None,None,0.0
2018-03-29,N,참치회덮밥,미소장국,봄나물튀김,523.0
2018-03-30,N,밥,시래기국,돼지갈비찜,466.0
2018-04-02,N,밥,육개장,꽁치오븐구이,586.0
2018-04-03,N,멸치주먹밥,잔치국수,훈제오리냉채,486.0
2018-04-04,N,밥,시금치된장국,동파삼겹수육,519.0
2018-04-05,N,볶음밥&짜장소스,꼬지어묵탕,케이준치킨샐러드,569.0
2018-04-06,N,밥,쇠고기샤브국,동태포전,394.0
2018-04-09,N,밥,소고기매운국,굴비구이,588.0
2018-04-10,N,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,522.0
2018-04-11,N,밥,꽃게탕,레몬탕수육,540.0
2018-04-12,N,후난식볶음밥,도토리묵냉국,닭강정,535.0
2018-04-13,N,밥,어묵국,버섯불고기,444.0
2018-04-16,N,밥,차돌박이찌개,유린기,599.0
2018-04-17,N,충무김밥,김치말이국수,오징어무침,537.0
2018-04-18,N,밥,콩비지찌개,쇠고기야채볶음,456.0
2018-04-19,N,참치주먹밥,로제스파게티,미소장국,499.0
2018-04-20,N,밥,소고기무국,닭갈비,409.0
2018-04-23,N,밥,청국장찌개,돼지갈비찜,569.0
2018-04-24,N,하와이안필라프,쌀국수,미니햄버거,587.0
2018-04-25,N,None,None,None,0.0
2018-04-26,N,유부초밥,우동,표고버섯탕수육,483.0
2018-04-27,N,밥,쇠고기샤브국,주꾸미떡볶음,380.0
2018-04-30,N,밥,육개장,해물누룽지탕,317.0
2018-05-02,N,밥,올갱이아욱국,소고기버섯볶음,535.0
2018-05-03,N,김밥,잔치국수,해물떡볶이,436.0
2018-05-04,N,밥,감자국,쇠고기장조림,440.0
2018-05-08,N,밥,삼계국밥,삼치양념찜,625.0
2018-05-09,N,밥,대구매운탕,언양식불고기,413.0
2018-05-10,N,볶음밥*짜장소스,맑은국,사천식탕수육,441.0
2018-05-11,N,밥,꽃게탕,유린기,445.0
2018-05-14,N,밥,닭개장,고추잡채*꽃빵,536.0
2018-05-15,N,오므라이스,가쯔오장국,생선까스*탈탈소스,620.0
2018-05-16,N,밥,고추장찌개,갈치구이,472.0
2018-05-17,N,멸치주먹밥,김치국수,깐풍육,473.0
2018-05-18,N,밥,연두부탕,미니채소떡갈비,399.0
2018-05-21,N,밥,콩나물김치국,계란말이,234.0
2018-05-23,N,밥,해물된장찌개,돈육칠리강정,477.0
2018-05-24,N,토마토스파게티,완두콩스프,함박스테이크,494.0
2018-05-25,N,밥,쇠고기무국,닭겨자냉채,432.0
2018-05-28,N,밥,고추장찌개,쇠고기숙주볶음,594.0
2018-05-29,N,볶음밥,짬뽕,깐풍기,552.0
2018-05-30,N,None,None,None,0.0
2018-05-31,N,충무김밥,우동,오징어초무침,525.0
2018-06-01,N,밥,콩비지찌개,레몬탕수육,395.0
2018-06-04,N,밥,쇠고기샤브국,가자미양념찜,564.0
2018-06-05,N,참치주먹밥,잔치국수,새우까스*칠리소스,526.0
2018-06-07,N,밥,조랭이떡미역국,돈육장조림,475.0
2018-06-08,N,밥,얼갈이된장국,닭오븐구이,458.0
2018-06-11,N,밥,무채국,닭볶음탕,557.0
2018-06-12,N,밥,고추장찌개,언양식불고기,441.0
2018-06-14,N,산채비빔밥,유부장국,모둠튀김*초간장,464.0
2018-06-15,N,밥,어묵국,돈육굴소스볶음,442.0
2018-06-18,N,밥,콩나물국,후르츠탕수육,485.0
2018-06-19,N,마파두부덮밥,맑은국,소고기퀘사디아,537.0
2018-06-20,N,밥,된장찌개,유린기,448.0
2018-06-21,N,김밥,잔치국수,떡볶이,550.0
2018-06-22,N,None,None,None,448.0
2018-06-25,N,밥,시래기국,삼겹살구이,537.0
2018-06-26,N,유부초밥,콩국수,순대야채볶음,583.0
2018-06-27,N,None,None,None,0.0
2018-06-28,N,밥,옛날돈가스,단호박스프,449.0
2018-06-29,N,밥,북어계란국,소고기불고기,371.0
2018-07-02,N,밥,옹심이만두국,간장치킨,609.0
2018-07-03,N,후난식볶음밥,가쯔오장국,돈육강정,528.0
2018-07-04,N,밥,들깨미역국,주꾸미볶음,488.0
2018-07-05,N,멸치주먹밥,열무김치국수,부추만두,509.0
2018-07-06,N,밥,배추된장국,가자미카레튀김,389.0
2018-07-09,N,밥,닭개장,갈치구이,519.0
2018-07-10,N,볶음밥/짜장소스,맑은국,사천식탕수육,524.0
2018-07-11,N,밥,무채국,콩나물불고기,435.0
2018-07-12,N,빠에야,냉모밀국수,감자치즈구이,487.0
2018-07-13,N,밥,시금치국,해물누룽지탕,394.0
2018-07-16,N,밥,돈육김치찌개,꽁치오븐구이,529.0
2018-07-17,N,해물굴소스볶음밥,가쯔오국,로제파스타,451.0
2018-07-18,N,밥,소고기미역국,오징어볶음,407.0
2018-07-19,N,김밥,김치말이국수,떡볶이,554.0
2018-07-20,N,밥,꽃게탕,돈육간장강정,394.0
2018-07-23,N,밥,매운소고기국,유산슬,515.0
2018-07-24,N,김치볶음밥,유부장국,탄두리치킨,526.0
2018-07-25,N,None,None,None,0.0
2018-07-26,N,멸치주먹밥,우동,표고버섯탕수육,484.0
2018-07-27,N,밥,차돌박이찌개,쇠고기장조림,388.0
2018-07-30,N,밥,호박젓국찌개,장어강정,436.0
2018-07-31,N,김밥볶음밥,꼬치어묵탕,케이준샐러드,494.0
2018-08-01,N,밥,쇠고기무국,꽁치김치말이,395.0
2018-08-02,N,야채주먹밥,잔치국수,훈제오리냉채,425.0
2018-08-03,N,밥,콩가루배추국,언양식불고기,367.0
2018-08-06,N,밥,어묵국,닭볶음탕,522.0
2018-08-07,N,목살필라프,미니우동,생선까스*탈탈소스,534.0
2018-08-08,N,밥,육개장,고추잡채*꽃빵,421.0
2018-08-09,N,밥,옛날돈까스,미소장국,509.0
2018-08-10,N,밥,시래기국,돈삼겹보쌈,467.0
2018-08-13,N,밥,콩나물국,닭데리야끼구이,465.0
2018-08-14,N,곤드레밥*강된장,맑은국,후르츠탕수육,393.0
2018-08-16,N,충무김밥,콩국수,오징어초무침,488.0
2018-08-17,N,밥,부대찌개,등갈비바베큐조림,482.0
2018-08-20,N,밥,호박새우젓국,매운닭찜,563.0
2018-08-21,N,투움바스파게티,가쯔오국,함박스테이크,629.0
2018-08-22,N,밥,시래기국,양념갈비찜,536.0
2018-08-23,N,멸치주먹밥,나가사끼짬뽕,새우또띠아,577.0
2018-08-24,N,밥,어묵국,오징어볶음,529.0
2018-08-27,N,밥,차돌박이찌개,코다리조림,560.0
2018-08-28,N,볶음밥*짜장소스,맑은국,깐풍기,593.0
2018-08-29,N,None,None,None,0.0
2018-08-30,N,오므라이스,미역장국,모듬튀김*칠리소스,556.0
2018-08-31,N,밥,황태국,유자청제육볶음,424.0
2018-09-03,N,밥,돈육김치찌개,유산슬,577.0
2018-09-04,N,닭갈비볶음밥,가쯔오장국,크림카레우동,604.0
2018-09-05,N,밥,육개장,고등어구이,425.0
2018-09-06,N,꼬마김밥*겨자장,잔치국수,돈육강정,538.0
2018-09-07,N,밥,콩비지찌개,생선까스*칠리소스,467.0
2018-09-10,N,밥,청국장찌개,가자미튀김,535.0
2018-09-11,N,김밥,김치말이국수,떡볶이,570.0
2018-09-12,N,밥,매운쇠고기국,유린기,435.0
2018-09-13,N,밥,크림스프,수제돈까스*칠리소스,571.0
2018-09-14,N,밥,도토리묵냉국,해물누룽지탕,375.0
2018-09-17,N,밥,들깨버섯국,오징어볶음,522.0
2018-09-18,N,유부초밥,우동,순대야채볶음,597.0
2018-09-19,N,None,None,None,0.0
2018-09-20,N,김치볶음밥/계란,유부주머니국,해물까스*탈탈소스,468.0
2018-09-21,N,밥,시금치된장국,미니채소떡갈비,247.0
2018-10-08,N,밥,참치김치찌개,안동찜닭,442.0
2018-10-10,N,밥,쇠고기샤브국,가자미양념찜,751.0
2018-10-11,N,김치주먹밥,우동,타코야끼,743.0
2018-10-12,N,밥,호박젓국찌개,장어강정,467.0
2018-10-15,N,밥,동태찌개,쇠고기장조림,533.0
2018-10-16,N,해물굴소스볶음밥,가쯔오장국,닭오븐구이,570.0
2018-10-17,N,밥,차돌박이된장찌개,꽁치구이,422.0
2018-10-18,N,유부초밥,짬뽕,탕수육,532.0
2018-10-19,N,밥,닭곰탕,류산슬,430.0
2018-10-22,N,밥,옹심이만두국,코다리조림,498.0
2018-10-23,N,볶음밥*짜장소스,맑은국,탕수어,446.0
2018-10-24,N,밥,대구찌개,언양식불고기,464.0
2018-10-25,N,야채주먹밥,김치우동,깐풍기,469.0
2018-10-26,N,밥,육개장,가자미카레튀김,370.0
2018-10-29,N,밥,해물된장찌개,짬뽕불고기,596.0
2018-10-30,N,밥,부대찌개,갈치구이,449.0
2018-10-31,N,None,None,None,0.0
2018-11-01,N,목살필라프,가쯔오장국,로제스파게티,483.0
2018-11-02,N,밥,순두부찌개,해물누룽지탕,434.0
2018-11-05,N,밥,감자국,돈육간장불고기,542.0
2018-11-06,N,참치회덮밥,미소장국,쇠고기퀘사디아,540.0
2018-11-07,N,밥,된장찌개,해물청경채볶음,379.0
2018-11-08,N,밥,뼈감자탕,해물까스*탈탈소스,443.0
2018-11-09,N,밥,콩비지찌개,쇠고기장조림,454.0
2018-11-12,N,밥,차돌박이찌개,유린기,574.0
2018-11-13,N,통새우김밥,미니짬뽕,고구마그라탕,468.0
2018-11-14,N,밥,시금치된장국,매운돼지갈비찜,391.0
2018-11-15,N,볶음밥*짜장소스,유부장국,닭오븐구이,540.0
2018-11-16,N,밥,콩가루배추국,미트볼케찹조림,435.0
2018-11-19,N,밥,닭개장,코다리양념조림,442.0
2018-11-20,N,김치볶음밥/계란,가쯔오장국,탄두리치킨,485.0
2018-11-21,N,밥,열무된장국,삼겹살구이,411.0
2018-11-22,N,멸치주먹밥,해물수제비,양장피잡채,436.0
2018-11-23,N,밥,고추장찌개,돈육장조림,363.0
2018-11-26,N,밥,부대찌개,굴비구이,476.0
2018-11-27,N,참치주먹밥,잔치국수,돈육강정,529.0
2018-11-28,N,None,None,None,0.0
2018-11-29,N,밥,연두부탕,미니함박조림,454.0
2018-11-30,N,밥,어묵국,깐풍기,362.0
2018-12-03,N,밥,된장찌개,돈육간장불고기,544.0
2018-12-04,N,토마토스파게티,옥수수스프,굴소스볶음밥,617.0
2018-12-05,N,밥,육개장,삼치구이,414.0
2018-12-06,N,빠에야,쌀국수,웨지감자,515.0
2018-12-07,N,밥,쇠고기샤브국,오징어볶음,353.0
2018-12-10,N,밥,순두부찌개,미트볼케찹조림,597.0
2018-12-11,N,생선초밥,우동,떡볶이,569.0
2018-12-12,N,밥,오징어국,양념치킨,354.0
2018-12-13,N,짜장밥,계란국,사천식탕수육,475.0
2018-12-14,N,밥,김치찌개,안동찜닭,411.0
2018-12-17,N,밥,된장찌개,주꾸미볶음,421.0
2018-12-18,N,충무김밥,김치말이국수,오징어초무침,432.0
2018-12-19,N,밥,콩비지찌개,고등어구이,390.0
2018-12-20,N,밥,옛날돈까스,크림스프,373.0
2018-12-21,N,밥,쇠고기미역국,생선까스*탈탈소스,456.0
2018-12-24,N,밥,민물새우찌개,닭갈비,104.0
2018-12-26,N,None,None,None,0.0
2018-12-27,N,김밥볶음밥,짬뽕,깐풍기,251.0
2018-12-28,N,밥,육개장,코다리조림,406.0
2018-12-31,N,밥,들깨시래기국,훈제오리볶음,135.0
2019-01-02,N,밥,부대찌개,마늘간장치킨,407.0
2019-01-03,N,새우볶음밥,우동,깐풍육,494.0
2019-01-04,N,밥,북어계란국,미트볼떡조림,482.0
2019-01-07,N,밥,미역국,매운돼지갈비찜,407.0
2019-01-08,N,멸치주먹밥,잔치국수,유린기,417.0
2019-01-09,N,밥,닭곰탕,오징어볶음,335.0
2019-01-10,N,닭갈비볶음밥,가쯔오국,크림카레우동,475.0
2019-01-11,N,밥,해물순두부찌개,닭데리야끼구이,430.0
2019-01-14,N,밥,김치찌개,굴비구이,573.0
2019-01-15,N,목살필라프,팽이가쯔오장국,로제파스타,569.0
2019-01-16,N,밥,된장찌개,돈육장조림,356.0
2019-01-17,N,오므라이스,미역장국,모듬튀김*칠리소스,515.0
2019-01-18,N,밥,닭개장,해물청경채볶음,386.0
2019-01-21,N,밥,차돌박이찌개,주꾸미볶음,579.0
2019-01-22,N,참치회덮밥,미소장국,또띠아피자,564.0
2019-01-23,N,밥,아욱국,돈육강정,392.0
2019-01-24,N,김치주먹밥,쌀국수,국물떡볶이,520.0
2019-01-25,N,밥,콩비지찌개,닭갈비,431.0
2019-01-28,N,밥,배추된장국,양념갈비찜,511.0
2019-01-29,N,김밥,나가사끼짬뽕,순대야채볶음,278.0
2019-01-30,N,None,None,None,0.0
2019-01-31,N,밥,옛날왕돈까스,옥수수스프,524.0
2019-02-01,N,밥,참치김치찌개,소고기모듬장조림,171.0
2019-02-07,N,밥,연두부탕,양념치킨,553.0
2019-02-08,N,밥,쇠고기국,해물누룽지탕,532.0
2019-02-11,N,밥,된장찌개,닭볶음탕,772.0
2019-02-12,N,볶음밥*짜장소스,가쯔오장국,사천식탕수육,649.0
2019-02-13,N,밥,근대국,돈육간장볶음,497.0
2019-02-14,N,참치주먹밥,우동,케이준샐러드,578.0
2019-02-15,N,밥,육개장,탕수어,450.0
2019-02-18,N,밥,얼갈이국,돈육굴소스볶음,678.0
2019-02-19,N,김치볶음밥/계란,가쯔오장국,탄두리치킨,653.0
2019-02-20,N,밥,매운버섯국,가자미튀김,472.0
2019-02-21,N,목살필라프,미니잔치국수,생선까스*칠리소스,620.0
2019-02-22,N,밥,오징어국,닭갈비,478.0
2019-02-25,N,밥,콩나물국,류산슬,645.0
2019-02-26,N,유부초밥,짬뽕,깐풍기,566.0
2019-02-27,N,None,None,None,0.0
2019-02-28,N,밥,소고기무국,주꾸미볶음,464.0
2019-03-04,N,밥,김치순두부찌개,소고기장조림,658.0
2019-03-05,N,김밥,미니우동,떡볶이,646.0
2019-03-06,N,밥,쇠고기샤브국,오징어볶음,443.0
2019-03-07,N,볶음밥,단호박스프,로제스파게티,637.0
2019-03-08,N,밥,시금치국,수원왕갈비통닭,542.0
2019-03-11,N,밥,된장찌개,유자청제육볶음,707.0
2019-03-12,N,오므라이스,미소장국,모듬튀김*칠리소스,653.0
2019-03-13,N,밥,수제비국,순살파닭,442.0
2019-03-14,N,밥,양송이스프,딸기드레싱샐러드,530.0
2019-03-15,N,밥,달래된장국,레몬탕수육,466.0
2019-03-18,N,밥,배추된장국,닭갈비,619.0
2019-03-19,N,꼬마김밥*겨자장,김치우동,해물까스/케찹,627.0
2019-03-20,N,밥,닭개장,고등어구이,412.0
2019-03-21,N,빠에야,쌀국수,수제고로케,470.0
2019-03-22,N,밥,참치김치찌개,언양식불고기,466.0
2019-03-25,N,밥,시래기국,삼겹살구이,555.0
2019-03-26,N,잡채밥&짜장소스,맑은국,간장치킨,541.0
2019-03-27,N,None,None,None,0.0
2019-03-28,N,충무김밥,우동,오징어초무침,597.0
2019-03-29,N,밥,쇠고기샤브국,깐풍기,402.0
2019-04-01,N,밥,감자국,새송이너비아니구이,577.0
2019-04-02,N,목살필라프,꼬지어묵국,탕수육,491.0
2019-04-03,N,밥,부대찌개,돈육장조림,411.0
2019-04-04,N,밥,뼈감자탕,해물까스*와사비소스,462.0
2019-04-05,N,밥,청국장찌개,류산슬,436.0
2019-04-08,N,밥,김치두부국,닭갈비,607.0
2019-04-09,N,참치회덮밥,미소장국,또띠아피자,590.0
2019-04-10,N,밥,육개장,꽁치구이*와사비장,350.0
2019-04-11,N,베이컨김치볶음밥,새우튀김우동,찐만두,524.0
2019-04-12,N,밥,배추된장국,돈육강정,435.0
2019-04-15,N,밥,차돌박이찌개,가자미카레튀김,647.0
2019-04-16,N,(쌀:국내산),크림스프,미니햄버거,607.0
2019-04-17,N,밥,콩비지찌개,간장마늘치킨,472.0
2019-04-18,N,김밥볶음밥,짬뽕,크림새우,528.0
2019-04-19,N,밥,고추장찌개,돈육굴소스볶음,412.0
2019-04-22,N,밥,콩가루배추국,닭데리야끼조림,494.0
2019-04-23,N,밥,수제비국,고등어구이,567.0
2019-04-24,N,None,None,None,0.0
2019-04-25,N,파인애플볶음밥,유부주머니국,새우까스*와사비소스,500.0
2019-04-26,N,밥,시금치국,유린기,392.0
2019-04-29,N,밥,매운소고기무국,삼치구이,564.0
2019-04-30,N,김밥,잔치국수,야채튀김,430.0
2019-05-02,N,삼겹살볶음밥,미소장국,볶음우동,423.0
2019-05-03,N,밥,황태국,돈육피망볶음,420.0
2019-05-07,N,밥,콩나물국,닭갈비,590.0
2019-05-08,N,밥,육개장,굴비구이,423.0
2019-05-09,N,잡채밥/짜장소스,맑은국,소고기퀘사디아,531.0
2019-05-10,N,밥,열무된장국,레몬탕수육,438.0
2019-05-13,N,밥,부대찌개,고등어자반찜,507.0
2019-05-14,N,멸치주먹밥,김치우동,고구마치즈구이,587.0
2019-05-15,N,밥,시래기국,버섯불고기,368.0
2019-05-16,N,닭갈비볶음밥,쌀국수,해물까스*와사비소스,521.0
2019-05-17,N,밥,닭개장,미니함박조림,362.0
2019-05-20,N,밥,떡국,고추잡채*꽃빵,516.0
2019-05-21,N,충무김밥,미니국수,오징어초무침,567.0
2019-05-22,N,밥,버섯들깨탕,과일탕수육,405.0
2019-05-23,N,해물굴소스볶음밥,스프,토마토스파게티,509.0
2019-05-24,N,밥,고추장찌개,두부커틀릿,328.0
2019-05-27,N,밥,두부김치국,소고기장조림,550.0
2019-05-28,N,유부초밥,가쯔오장국,야채쫄면,590.0
2019-05-29,N,None,None,None,0.0
2019-05-30,N,쇠고기숙주규동덮밥,미소장국,파스타샐러드,527.0
2019-05-31,N,밥,무청된장국,닭갈비,378.0
2019-06-03,N,밥,순두부찌개,삼치튀김*데리소스,572.0
2019-06-04,N,참치주먹밥,우동,닭오븐구이,486.0
2019-06-05,N,밥,된장찌개,동파삼겹수육,502.0
2019-06-07,N,밥,두부김치국,닭강정,244.0
2019-06-10,N,밥,얼갈이된장국,삼겹살구이,568.0
2019-06-11,N,김밥볶음밥,초계국수,떡볶이,555.0
2019-06-12,N,밥,매운버섯국,갈치구이,359.0
2019-06-13,N,오므라이스,가쯔오장국,훈제오리냉채,520.0
2019-06-14,N,밥,동태탕,미트볼케찹조림,373.0
2019-06-17,N,밥,콩나물김치국,류산슬,534.0
2019-06-18,N,베이컨볶음밥,유부장국,토마토스파게티,491.0
2019-06-19,N,밥,된장찌개,닭갈비,420.0
2019-06-20,N,밥,뼈감자탕,유린기,419.0
2019-06-21,N,밥,쇠고기샤브국,미니야채떡갈비,381.0
2019-06-24,N,밥,소고기매운무국,오징어굴소스볶음,540.0
2019-06-25,N,중국식볶음밥,짬뽕,고추잡채*꽃빵,472.0
2019-06-26,N,None,None,None,0.0
2019-06-27,N,빠에야,올챙이만두국,소고기퀘사디아,501.0
2019-06-28,N,밥,아욱국,돈육강정,373.0
2019-07-01,N,밥,차돌된장찌개,고등어구이,512.0
2019-07-02,N,꼬마김밥*겨자장,우동,생선까스*탈탈소스,504.0
2019-07-03,N,밥,근대국,돈육간장볶음,324.0
2019-07-04,N,베이컨김치볶음밥,냉모밀국수,해물부추전,565.0
2019-07-05,N,밥,배추된장국,레몬탕수육,371.0
2019-07-08,N,밥,콩나물국,해물누룽지탕,465.0
2019-07-09,N,멸치주먹밥,잔치국수,케이준샐러드,472.0
2019-07-10,N,밥,육개장,가자미튀김,326.0
2019-07-11,N,밥,들깨미역국,언양식불고기,475.0
2019-07-12,N,밥,된장찌개,소고기장조림,385.0
2019-07-15,N,밥,시래기들개탕,오징어볶음*소면,453.0
2019-07-16,N,유부초밥,콩국수,떡볶이,477.0
2019-07-17,N,밥,두부김치국,돼지고기장조림,274.0
2019-07-18,N,밥,브로컬리크림스프,옛날왕돈가스,455.0
2019-07-19,N,밥,꽃게탕,안동찜닭,367.0
2019-07-22,N,밥,얼갈이국,오리불고기,503.0
2019-07-23,N,김밥,맑은국,해물볶음우동,516.0
2019-07-24,N,밥,된장찌개,대패삼겹*파채,322.0
2019-07-25,N,파인애플볶음밥,유부주머니국,사천식탕수육,370.0
2019-07-26,N,밥,맑은연두부탕,돈육매콤조림,336.0
2019-07-29,N,밥,무채국,버섯불고기,431.0
2019-07-30,N,김치볶음밥,유부장국,탄두리치킨,457.0
2019-07-31,N,None,None,None,0.0
2019-08-01,N,참치주먹밥,열무물국수,돈육강정,463.0
2019-08-02,N,밥,매운버섯국,고등어구이,274.0
2019-08-05,N,밥,육개장,꽁치오븐구이,445.0
2019-08-06,N,해물굴소스볶음밥,미소장국,로제파스타,513.0
2019-08-07,N,밥,콩가루배추국,돈육장조림,304.0
2019-08-08,N,야채볶음밥,김치말이국수,닭오븐구이,482.0
2019-08-09,N,밥,얼갈이국,등뼈김치찜,401.0
2019-08-12,N,밥,북어해장국,양념치킨,527.0
2019-08-13,N,제육김치덮밥,유부장국,까르보나라떡볶이,519.0
2019-08-14,N,밥,사과오이냉국,오징어볶음*소면,421.0
2019-08-16,N,밥,해물짬뽕국,돈육굴소스볶음,313.0
2019-08-19,N,밥,콩나물김치국,안동찜닭,530.0
2019-08-20,N,유부초밥,냉모밀국수,해물까스*칠리소스,534.0
2019-08-21,N,밥,북어해장국,소고기낙지볶음,423.0
2019-08-22,N,목살필라프,꼬지어묵국,탕수육,514.0
2019-08-23,N,밥,건새우아욱된장국,동파삼겹수육,393.0
2019-08-26,N,밥,매운버섯국,돈육간장볶음,547.0
2019-08-27,N,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,516.0
2019-08-28,N,None,None,None,0.0
2019-08-29,N,오므라이스,가쯔오장국,소고기퀘사디아,550.0
2019-08-30,N,밥,들깨버섯국,마늘치킨,385.0
2019-09-02,N,밥,콩나물국,파닭,609.0
2019-09-03,N,빠에야,쌀국수,치킨샐러드,573.0
2019-09-04,N,밥,참치김치찌개,돈육강정,412.0
2019-09-05,N,김밥,김치어묵국,야채튀김,557.0
2019-09-06,N,밥,고추장찌개,소고기숙주볶음,349.0
